SRA_run_accession,ZfPV,zpico,zpoxv,Any
SRR17221755,False,False,False,False
SRR12967078,False,False,False,False
SRR9849249,False,False,False,False
SRR10151721,False,False,False,False
SRR17630961,False,False,False,False
ERR1857779,False,False,False,False
ERR1373754,False,False,False,False
SRR18745507,False,False,False,False
SRR12661855,False,False,False,False
ERR1099557,False,False,False,False
SRR16299132,False,False,False,False
SRR1873000,False,False,False,False
SRR1531445,False,False,False,False
SRR11040632,False,False,False,False
SRR18124523,False,False,False,False
ERR4648704,False,False,False,False
SRR5122166,False,False,False,False
ERR2723225,False,False,False,False
SRR6655207,False,False,False,False
SRR1821784,False,False,False,False
ERR1395848,False,False,False,False
ERR1888401,False,False,False,False
SRR7063576,False,False,False,False
SRR14915973,False,False,False,False
SRR516133,False,False,False,False
ERR1692455,False,False,False,False
SRR18053109,False,False,False,False
ERR2723932,False,False,False,False
SRR6469503,False,False,False,False
ERR1427311,False,False,False,False
SRR15910150,True,False,False,True
ERR2723483,False,False,False,False
SRR6250200,False,False,False,False
SRR1062738,False,False,False,False
ERR1396958,False,False,False,False
ERR1124480,False,False,False,False
SRR9962809,False,False,False,False
ERR1857836,False,False,False,False
SRR11302975,False,False,False,False
ERR1889094,False,False,False,False
ERR1730679,False,False,False,False
ERR1124995,False,False,False,False
ERR759366,False,False,False,False
SRR15204058,False,False,False,False
SRR5921146,True,False,False,True
SRR18731947,False,True,False,True
SRR7292748,False,False,False,False
SRR5893047,False,False,False,False
SRR6020334,False,False,False,False
SRR10753230,False,False,False,False
SRR1736710,False,False,False,False
ERR1889805,False,False,False,False
SRR11303123,False,False,False,False
SRR8383261,False,False,False,False
ERR1374191,False,False,False,False
SRR8981191,False,False,False,False
ERR1821519,False,False,False,False
SRR7145921,False,False,False,False
SRR1062498,False,False,False,False
SRR12436737,False,False,False,False
SRR10070844,False,False,False,False
SRR15600922,False,False,False,False
SRR6477200,False,False,False,False
SRR11590402,False,False,False,False
SRR5934157,False,False,False,False
SRR21617360,False,False,False,False
ERR1373442,False,False,False,False
SRR11114783,False,False,False,False
ERR1374780,False,False,False,False
SRR1048062,False,False,False,False
SRR7119795,False,False,False,False
ERR1204611,False,False,False,False
SRR21228032,False,False,False,False
ERR958756,False,False,False,False
ERR1125057,False,False,False,False
SRR10004188,False,False,False,False
SRR18305965,False,False,False,False
ERR590724,False,False,False,False
SRR5507572,False,False,False,False
ERR1889745,False,False,False,False
SRR8928852,False,False,False,False
SRR7813742,False,False,False,False
ERR1426975,False,False,False,False
SRR6469777,False,False,False,False
SRR5837507,True,False,False,True
ERR999292,False,False,False,False
ERR449269,False,False,False,False
SRR6469174,False,False,False,False
SRR1785160,False,True,True,True
ERR718568,False,False,False,False
ERR1204432,False,False,False,False
SRR12749591,False,False,False,False
ERR2723992,False,False,False,False
SRR10126190,False,False,False,False
SRR11577259,False,False,False,False
ERR1215550,False,False,False,False
SRR9198644,False,False,False,False
SRR3381769,False,False,True,True
SRR1062490,False,False,False,False
SRR7801953,False,False,False,False
SRR6654299,False,False,False,False
ERR959820,False,False,False,False
SRR1010331,False,False,False,False
ERR1442912,False,False,False,False
SRR5443682,False,False,False,False
SRR17831295,False,False,False,False
ERR1215895,False,False,False,False
SRR2180296,False,False,False,False
ERR517981,False,False,False,False
SRR12083050,False,False,False,False
ERR1216346,False,False,False,False
ERR1889278,False,False,False,False
SRR1872651,False,False,False,False
SRR12125395,False,False,False,False
SRR5921165,False,False,False,False
ERR1108193,False,False,False,False
SRR11862878,False,False,False,False
SRR1555521,False,False,False,False
ERR1415160,False,False,False,False
SRR8788659,False,False,False,False
SRR5893062,False,False,False,False
ERR1124518,False,False,False,False
SRR9875056,False,False,False,False
SRR6661144,False,False,False,False
SRR7299185,False,True,False,True
SRR10199504,False,True,False,True
SRR6289663,False,False,False,False
SRR5342781,True,True,True,True
SRR11303310,False,False,False,False
SRR1555561,False,False,False,False
ERR1415424,False,False,False,False
SRR4116050,False,False,False,False
SRR9198978,False,False,False,False
ERR718593,False,False,False,False
ERR1620452,False,False,False,False
ERR1888866,False,False,False,False
ERR1888908,False,False,False,False
ERR737724,False,False,False,False
ERR1204455,False,False,False,False
ERR1374813,False,False,False,False
SRR12170030,False,False,False,False
SRR10151820,False,False,False,False
SRR516131,False,False,False,False
SRR10436027,False,False,False,False
SRR12661728,False,False,False,False
ERR1442663,False,False,False,False
SRR10126267,False,False,False,False
ERR1889403,False,False,False,False
ERR4029255,False,False,False,False
SRR2834975,False,False,True,True
SRR6654823,False,False,False,False
SRR21831674,False,False,False,False
SRR11926689,False,False,False,False
ERR667623,False,False,False,False
SRR1872138,False,False,False,False
SRR12974170,False,False,False,False
SRR6908711,False,False,False,False
SRR11563228,False,False,False,False
ERR1396818,False,False,False,False
ERR1888327,False,False,False,False
ERR1205321,False,False,False,False
SRR3420315,False,False,False,False
SRR13015652,False,False,False,False
ERR1889361,False,False,False,False
ERR960490,False,False,False,False
ERR2146909,False,False,False,False
SRR12160593,False,False,False,False
SRR10151858,False,False,False,False
SRR13074865,False,False,False,False
SRR16298943,False,False,False,False
ERR1108809,False,False,False,False
ERR1108101,False,False,False,False
SRR870778,False,False,False,False
ERR1216347,False,False,False,False
SRR12037490,False,False,False,False
ERR960507,False,False,False,False
SRR1523213,False,False,False,False
ERR716841,False,False,False,False
ERR2154790,False,False,False,False
ERR1426777,False,False,False,False
ERR830285,False,False,False,False
SRR6215413,False,False,False,False
ERR2724006,False,False,False,False
ERR1888378,False,False,False,False
SRR17191193,False,False,False,False
ERR1374217,False,False,False,False
SRR8441459,False,False,False,False
SRR1062478,False,False,False,False
ERR1821614,False,False,False,False
ERR926059,False,False,False,False
SRR1524242,False,False,False,False
SRR3139122,False,False,False,False
SRR8991405,False,False,False,False
ERR718606,False,False,False,False
ERR1415150,False,False,False,False
ERR959323,False,False,False,False
ERR1889503,False,False,False,False
ERR1373548,False,False,False,False
ERR968046,False,False,False,False
SRR22489946,False,False,False,False
ERR202513,False,False,False,False
ERR1099494,False,False,False,False
ERR10047716,False,False,False,False
ERR960779,False,False,False,False
SRR19086716,False,False,False,False
SRR11302911,False,False,False,False
ERR1857590,False,False,False,False
SRR6654402,False,False,False,False
SRR1872192,False,False,False,False
SRR10126159,False,False,False,False
SRR10070840,False,False,False,False
SRR3109808,False,False,False,False
SRR11427204,False,False,False,False
ERR1373439,False,False,False,False
SRR7041869,False,False,False,False
SRR6654561,False,False,False,False
ERR1252214,False,False,False,False
SRR18181452,False,False,False,False
SRR1871893,False,False,False,False
ERR145655,False,False,False,False
ERR1620471,False,False,False,False
ERR716783,False,False,False,False
SRR7789543,False,False,False,False
ERR697987,False,False,False,False
SRR12661745,False,False,False,False
SRR6469479,False,False,False,False
ERR925702,False,False,False,False
SRR11303224,False,False,False,False
SRR7883088,False,True,False,True
SRR13249633,False,False,False,False
SRR12037426,False,False,False,False
SRR9182364,False,True,False,True
ERR1407537,False,False,False,False
ERR1857683,False,False,False,False
ERR596606,False,False,False,False
ERR467069,False,False,False,False
SRR6655284,False,False,False,False
SRR15931293,False,False,False,False
ERR1889830,False,False,False,False
SRR7410371,False,False,False,False
ERR959916,False,False,False,False
ERR1125048,False,False,False,False
ERR1442754,False,False,False,False
SRR1872364,False,False,False,False
ERR960930,False,False,False,False
ERR1442680,False,False,False,False
SRR12661859,False,False,False,False
ERR697950,False,False,False,False
SRR3231338,False,False,False,False
SRR11114780,False,False,False,False
SRR11302344,False,False,False,False
ERR959358,False,False,False,False
SRR8298671,False,True,False,True
SRR9728711,False,False,False,False
SRR1872694,False,False,False,False
SRR6249988,False,False,False,False
SRR1871884,False,False,False,False
ERR1107933,False,False,False,False
ERR1621438,False,False,False,False
SRR15204063,False,False,False,False
SRR658533,False,False,False,False
ERR1888316,False,False,False,False
ERR871476,False,False,False,False
ERR1888498,False,False,False,False
SRR11090035,False,False,False,False
SRR12194902,False,False,False,False
SRR12661623,False,False,False,False
SRR7746634,False,False,False,False
SRR10126296,False,False,False,False
SRR9198710,False,False,False,False
SRR12992430,False,False,False,False
SRR10277630,False,False,False,False
ERR1426991,False,False,False,False
SRR6784681,False,False,False,False
ERR718613,False,False,False,False
SRR15293962,False,False,False,False
SRR7264590,False,False,False,False
SRR11140711,False,False,False,False
ERR1821800,False,False,False,False
ERR1730574,False,False,False,False
SRR5626504,False,False,False,False
ERR1374313,False,False,False,False
SRR10040061,False,False,False,False
SRR1872145,False,False,False,False
ERR659789,False,False,False,False
SRR2750990,True,False,False,True
ERR10034049,False,False,False,False
SRR9903402,False,False,False,False
SRR19859442,False,False,False,False
ERR1122722,False,False,False,False
ERR960248,False,False,False,False
SRR9198726,False,False,False,False
SRR1205166,False,False,False,False
SRR7299198,False,False,False,False
SRR19571679,False,False,False,False
ERR232344,False,False,False,False
SRR10990391,False,False,False,False
SRR12774374,False,False,False,False
SRR11951243,False,False,False,False
SRR13181565,False,False,False,False
SRR2834984,False,False,True,True
SRR14055354,False,False,False,False
SRR11092478,False,False,False,False
SRR11302787,False,False,False,False
SRR9198851,False,False,False,False
SRR7746647,False,False,False,False
SRR5934156,False,False,False,False
SRR12194972,False,False,False,False
ERR467070,False,False,False,False
ERR667570,False,False,False,False
SRR6032097,False,False,False,False
SRR12492983,False,False,False,False
ERR1122690,False,False,False,False
ERR1396995,False,False,False,False
ERR999389,False,False,False,False
ERR569544,False,False,False,False
SRR942769,False,False,False,False
SRR8106467,False,False,False,False
ERR1416071,False,False,False,False
SRR7789526,False,False,False,False
ERR1442818,False,False,False,False
SRR19859440,False,False,False,False
SRR3228729,False,False,False,False
SRR6654881,False,False,False,False
SRR16573985,False,False,False,False
ERR1374372,False,False,False,False
ERR958979,False,False,False,False
SRR11427409,False,False,False,False
ERR1124934,False,False,False,False
SRR5921140,False,True,False,True
SRR8868537,False,False,False,False
ERR925747,False,False,False,False
SRR1872848,False,False,False,False
ERR853541,False,False,False,False
ERR959922,False,False,False,False
SRR16299282,False,False,False,False
SRR2834933,False,False,False,False
SRR1872100,False,False,False,False
ERR716864,False,False,False,False
SRR1205165,False,False,False,False
ERR1888076,False,False,False,False
SRR5893100,False,False,False,False
ERR998411,False,False,False,False
SRR7008300,False,False,False,False
SRR5810809,False,False,False,False
SRR5483538,False,False,False,False
SRR4240529,True,False,False,True
ERR1108025,False,False,False,False
SRR12661581,False,False,False,False
ERR1374319,False,False,False,False
SRR3381779,False,False,True,True
ERR1216145,False,False,False,False
SRR6289713,False,False,False,False
SRR11812054,False,False,False,False
SRR7145923,True,False,False,True
ERR1416128,False,False,False,False
SRR15626557,False,False,False,False
ERR1374295,False,False,False,False
SRR9854013,False,False,False,False
ERR853561,False,False,False,False
ERR1759699,False,False,False,False
ERR1426817,False,False,False,False
SRR11303323,False,False,False,False
SRR6039671,False,False,False,False
SRR6469402,False,False,False,False
ERR1857782,False,False,False,False
ERR1124584,False,False,False,False
ERR1891631,False,False,False,False
SRR3179610,False,False,False,False
SRR12661896,False,False,False,False
ERR755676,False,False,False,False
SRR12037417,False,False,False,False
SRR6411472,True,False,False,True
ERR1107995,False,False,False,False
SRR15036068,False,False,False,False
ERR959559,False,False,False,False
SRR7905413,False,False,False,False
ERR2723771,False,False,False,False
ERR1125017,False,False,False,False
SRR8526647,False,False,False,False
ERR716779,False,False,False,False
SRR10151586,False,False,False,False
ERR232305,False,False,False,False
SRR8788670,False,False,False,False
ERR3446764,False,False,False,False
ERR4029236,False,False,True,True
ERR1889558,False,False,False,False
ERR718567,False,False,False,False
SRR633543,False,False,False,False
SRR11016375,False,False,False,False
SRR19641863,False,False,False,False
ERR853807,False,False,False,False
ERR998203,False,False,False,False
SRR11186470,False,False,False,False
SRR12876848,False,True,True,True
ERR340717,False,False,False,False
ERR2723360,False,False,False,False
SRR7410369,False,False,False,False
ERR7131130,False,False,False,False
SRR6469060,False,False,False,False
ERR697859,False,False,False,False
ERR1889637,False,False,False,False
SRR5810716,False,False,False,False
ERR960284,False,False,False,False
SRR17745567,False,False,False,False
ERR1620506,False,False,False,False
ERR596605,False,False,False,False
SRR18534002,True,True,False,True
SRR10151560,False,False,False,False
SRR10974031,False,False,False,False
ERR871596,False,False,False,False
ERR1204608,False,False,False,False
ERR1888567,False,False,False,False
SRR13115052,False,False,False,False
ERR871597,False,False,False,False
SRR1342217,False,False,False,False
ERR1888095,False,False,False,False
ERR2723515,False,False,False,False
ERR7132858,False,False,False,False
SRR10070759,False,False,False,False
SRR9674267,False,False,False,False
ERR716860,False,False,False,False
SRR9198655,False,False,False,False
ERR1821712,False,False,False,False
SRR4243164,False,True,False,True
ERR853586,False,False,False,False
ERR2146975,False,False,False,False
ERR1888344,False,False,False,False
ERR1099500,False,False,False,False
SRR1695730,False,True,False,True
ERR1889285,False,False,False,False
SRR14930241,True,False,False,True
SRR9198820,False,False,False,False
SRR20083907,False,False,False,False
ERR492289,False,False,False,False
ERR780325,False,False,False,False
SRR11302899,False,False,False,False
ERR273874,False,False,False,False
SRR5113047,False,False,False,False
ERR1888294,False,False,False,False
SRR6249973,False,False,False,False
SRR22270147,False,False,False,False
SRR14217604,False,False,False,False
ERR2146952,False,False,False,False
SRR9058950,False,False,False,False
SRR6655132,False,False,False,False
SRR5810815,False,False,False,False
SRR15036081,False,False,False,False
SRR9674340,False,False,False,False
ERR1857989,False,False,False,False
SRR21526548,False,False,False,False
SRR6176666,False,False,False,False
SRR1188150,False,False,False,False
ERR1416155,False,False,False,False
ERR1252054,False,False,False,False
ERR1757607,True,False,False,True
SRR9854029,False,False,False,False
SRR1062658,False,False,False,False
ERR1396806,False,False,False,False
SRR7749250,False,False,False,False
ERR1889716,False,False,False,False
SRR6289687,False,False,False,False
SRR18516725,False,False,False,False
SRR10151694,False,False,False,False
SRR10117556,True,False,False,True
ERR657522,False,False,False,False
ERR1215818,False,False,False,False
SRR2976524,False,False,False,False
ERR1108212,False,False,False,False
SRR12037448,False,False,False,False
SRR10070784,False,False,False,False
SRR8417672,False,False,False,False
SRR13979079,False,False,False,False
ERR960913,False,False,False,False
ERR958951,False,False,False,False
ERR1373664,False,False,False,False
ERR4968946,False,False,False,False
SRR6469847,False,False,False,False
ERR1218442,False,False,False,False
SRR17248530,False,True,False,True
SRR11315238,False,False,False,False
SRR8961086,False,False,False,False
ERR2723321,False,False,False,False
ERR1889806,False,False,False,False
SRR9728699,False,False,False,False
SRR14428588,False,False,False,False
ERR698015,False,False,False,False
DRR075402,False,False,False,False
ERR1857874,False,False,False,False
ERR1215569,False,False,False,False
SRR6654490,False,False,False,False
ERR1122736,False,False,False,False
ERR958919,False,False,False,False
ERR1442631,False,False,False,False
ERR963183,False,False,False,False
SRR11186429,False,False,False,False
SRR7892011,False,False,False,False
SRR1565817,False,True,False,True
SRR15100863,False,False,False,False
ERR853721,False,False,False,False
SRR6507313,False,False,False,False
ERR2154695,False,False,False,False
SRR2968451,False,False,False,False
SRR10151754,False,False,False,False
ERR1706528,False,False,False,False
SRR6507310,False,False,False,False
SRR7789562,False,False,False,False
SRR6468775,False,False,False,False
SRR6469591,False,False,False,False
SRR9198968,False,False,False,False
SRR4199302,False,False,False,False
SRR10070704,False,False,False,False
SRR10366889,False,True,False,True
ERR4910729,False,False,False,False
SRR6277534,False,False,False,False
SRR5893149,False,False,False,False
ERR854837,False,False,False,False
SRR7637828,True,True,False,True
ERR600684,False,False,False,False
ERR960339,False,False,False,False
SRR9697465,False,False,False,False
ERR1215571,False,False,False,False
ERR1889044,False,False,False,False
SRR5022641,False,False,False,False
ERR1373468,False,False,False,False
SRR11302287,False,False,False,False
SRR14139666,False,False,False,False
SRR12661822,False,False,False,False
ERR1373795,False,False,False,False
SRR9198980,False,False,False,False
SRR11040633,False,False,False,False
SRR11869113,False,False,False,False
SRR15927832,False,False,True,True
SRR6655252,False,False,False,False
SRR6289674,False,False,False,False
ERR1124651,False,False,False,False
ERR1125032,False,False,False,False
ERR1888201,False,False,False,False
SRR6652897,False,True,False,True
ERR1124427,False,False,False,False
SRR1872321,False,False,False,False
ERR596679,False,False,False,False
ERR9077189,False,True,False,True
SRR1265739,False,False,False,False
SRR6469809,False,False,False,False
SRR8914608,False,True,False,True
SRR13849955,False,False,False,False
ERR1108829,False,False,False,False
SRR9198976,False,False,False,False
SRR15964629,False,False,False,False
ERR1620511,False,False,False,False
SRR15871413,False,False,False,False
ERR925781,False,False,False,False
SRR19364728,True,False,False,True
SRR6908707,False,False,False,False
ERR1757561,False,False,False,False
SRR11590408,False,False,False,False
SRR7757831,False,False,False,False
SRR8106576,False,False,False,False
SRR7266720,False,False,False,False
ERR960791,False,False,False,False
SRR3381782,False,False,True,True
ERR1205356,False,False,False,False
ERR1821540,False,False,False,False
SRR18042707,False,False,False,False
SRR12874655,False,False,False,False
ERR7131148,False,False,False,False
SRR7699141,False,False,False,False
SRR21966440,False,False,False,False
ERR273885,True,False,False,True
ERR4091973,False,False,False,False
SRR6250274,False,False,False,False
SRR6268158,False,False,False,False
SRR6268078,False,False,False,False
SRR16299366,False,False,False,False
ERR1857763,False,False,False,False
SRR11427300,False,False,False,False
ERR1374335,False,False,False,False
SRR12661587,False,False,False,False
ERR667489,False,False,False,False
ERR1415374,False,False,False,False
DRR162474,False,False,False,False
SRR5378553,False,False,False,False
ERR2723338,False,False,False,False
SRR489486,False,False,False,False
SRR14679154,False,False,False,False
ERR2723468,False,False,False,False
SRR1871976,False,False,False,False
SRR18352683,False,False,False,False
ERR1620549,False,False,False,False
SRR10126075,False,False,False,False
ERR517890,False,False,False,False
ERR1889750,False,False,False,False
ERR596676,False,False,False,False
SRR16299549,False,False,False,False
SRR1062551,False,False,False,False
ERR1888595,False,False,False,False
SRR18097959,False,False,False,False
SRR7264567,False,False,False,False
SRR7637838,True,True,False,True
ERR1252027,False,False,False,False
SRR6176700,False,False,False,False
SRR22018592,False,False,False,False
ERR853556,False,False,False,False
SRR7789549,False,False,False,False
SRR11302403,False,False,False,False
SRR6793269,False,False,False,False
SRR22207163,False,False,False,False
ERR854803,False,False,False,False
SRR10393512,False,False,False,False
SRR1062363,False,False,False,False
ERR968041,False,False,False,False
ERR1396876,False,False,False,False
SRR11302829,False,False,False,False
ERR1215547,False,False,False,False
SRR14882120,False,False,False,False
ERR1821613,False,False,False,False
SRR13311744,False,False,False,False
SRR6469315,False,False,False,False
ERR1415235,False,False,False,False
ERR1122662,False,False,False,False
ERR1415127,False,False,False,False
ERR1124466,False,True,False,True
SRR12992436,False,False,False,False
SRR10988544,False,False,False,False
ERR1889618,False,False,False,False
SRR10728573,False,False,False,False
ERR2146904,False,False,False,False
SRR11427375,False,False,False,False
ERR1205119,False,False,False,False
SRR11092479,False,False,False,False
SRR5320500,False,False,False,False
ERR949640,False,False,False,False
ERR1124670,False,False,False,False
SRR8106426,False,False,False,False
ERR1374411,False,False,False,False
SRR1872925,False,False,False,False
ERR1373391,False,False,False,False
SRR14213371,True,False,False,True
ERR2723918,False,False,False,False
SRR3996113,False,False,False,False
ERR1216496,False,False,False,False
SRR6469198,False,False,False,False
SRR12103774,False,False,False,False
ERR1410208,False,False,False,False
ERR1216940,False,False,False,False
SRR11700439,False,False,False,False
SRR19571677,False,False,True,True
SRR12429754,False,False,False,False
SRR12055986,False,False,False,False
ERR998362,False,False,False,False
ERR1757418,False,False,False,False
ERR1407619,False,False,False,False
SRR5443697,False,False,False,False
SRR7801947,False,False,False,False
SRR15691858,False,False,False,False
ERR2154745,False,False,False,False
SRR6655362,False,False,False,False
ERR2723941,False,False,False,False
ERR1107963,False,False,False,False
ERR755667,False,False,False,False
SRR5883564,False,False,False,False
SRR18192272,False,False,False,False
ERR1216494,False,False,False,False
SRR10550519,False,False,False,False
SRR13849964,False,False,False,False
SRR7909905,False,False,False,False
ERR959382,False,False,False,False
SRR10436024,False,False,False,False
ERR340740,False,False,False,False
SRR13724960,False,False,False,False
ERR1125030,False,False,False,False
SRR5809484,False,True,False,True
SRR12774386,False,True,False,True
SRR6908724,False,False,False,False
ERR667636,False,False,False,False
SRR5312203,False,False,False,False
ERR998437,False,False,False,False
ERR1124828,False,False,False,False
ERR1415376,False,False,False,False
ERR525348,False,False,False,False
SRR8787683,False,False,False,False
ERR1888792,False,False,False,False
ERR2154730,False,False,False,False
SRR12786070,False,False,False,False
SRR15813435,False,False,False,False
ERR998444,False,False,False,False
SRR11039789,False,False,False,False
SRR6654752,False,False,False,False
SRR1871866,False,False,False,False
SRR13015620,False,False,False,False
ERR1427329,False,False,False,False
SRR9849261,False,False,True,True
SRR6654708,False,False,False,False
SRR5833545,False,False,False,False
SRR9198916,False,False,False,False
SRR8811927,False,False,False,False
SRR5942258,False,False,False,False
ERR926014,False,False,False,False
SRR18305960,False,False,False,False
SRR19077308,False,False,False,False
SRR15910155,True,False,False,True
ERR657618,False,False,False,False
SRR6654724,False,False,False,False
ERR1124972,False,False,False,False
SRR10887581,False,False,False,False
ERR1692492,False,False,False,False
ERR853505,False,False,False,False
ERR1692452,False,False,False,False
ERR1857950,False,False,False,False
SRR1555532,False,False,False,False
SRR10277627,True,False,False,True
ERR1215741,False,False,False,False
SRR7419883,False,False,False,False
ERR1730675,False,False,False,False
ERR871343,False,False,False,False
ERR1757717,False,False,False,False
SRR7089636,False,False,False,False
ERR830297,False,False,False,False
ERR1889089,False,False,False,False
SRR14923957,False,False,False,False
SRR13796917,False,False,False,False
SRR5060340,False,False,False,False
SRR3679510,False,False,False,False
ERR949655,False,False,False,False
ERR2154804,False,False,False,False
SRR870912,False,False,False,False
SRR16298990,False,False,False,False
SRR6654974,False,False,False,False
SRR13388660,False,False,False,False
ERR1124626,False,False,False,False
SRR11577267,False,False,False,False
ERR1124708,False,False,False,False
ERR2723760,False,False,False,False
SRR3381746,False,False,True,True
ERR958840,False,False,False,False
SRR8135926,False,False,False,False
SRR6469416,False,False,False,False
SRR9906798,False,False,False,False
ERR145649,False,False,False,False
ERR1099417,False,False,False,False
ERR698003,False,False,False,False
SRR1872460,False,False,False,False
SRR11206281,False,False,False,False
SRR2919461,False,False,False,False
SRR6250226,False,False,False,False
ERR716828,False,False,False,False
ERR716818,False,False,False,False
SRR870723,False,False,False,False
ERR569530,False,False,False,False
SRR12661696,False,False,False,False
ERR1374480,False,False,False,False
ERR1759702,False,False,False,False
ERR145634,False,False,False,False
SRR10058771,False,False,False,False
SRR12974166,False,False,False,False
SRR1872003,False,False,False,False
ERR1821501,False,False,False,False
SRR1821834,False,False,False,False
ERR1108138,False,False,False,False
ERR963117,False,False,False,False
ERR2723429,False,False,False,False
SRR5893051,False,False,False,False
SRR6654257,False,False,False,False
ERR716901,False,False,False,False
ERR1426883,False,False,False,False
SRR1931774,False,False,False,False
ERR1621617,False,False,False,False
ERR1374696,False,False,False,False
ERR2723220,False,False,False,False
SRR10199498,False,True,False,True
SRR12661850,False,False,False,False
ERR1821799,False,False,False,False
ERR2154716,False,False,False,False
SRR6469051,False,False,False,False
SRR10974098,False,False,False,False
SRR11302963,False,False,False,False
ERR4091977,False,False,False,False
SRR14923992,False,False,False,False
SRR10151825,False,False,False,False
SRR11303333,False,False,False,False
ERR1397030,False,False,False,False
ERR998281,False,False,False,False
ERR1216484,False,False,False,False
ERR1620517,False,False,False,False
SRR11214392,False,False,False,False
ERR1442640,False,False,False,False
SRR15712669,False,True,False,True
ERR1216142,False,False,False,False
ERR1374194,False,False,False,False
ERR1426979,False,False,False,False
ERR1730831,False,False,False,False
SRR11039809,False,False,False,False
SRR2976528,False,False,False,False
SRR12661570,False,False,False,False
SRR1609737,False,True,False,True
ERR1204283,False,False,False,False
SRR17723116,False,False,False,False
SRR1555572,False,False,False,False
SRR4240535,False,False,False,False
SRR7789603,False,False,False,False
SRR10586539,False,False,False,False
ERR1046076,False,False,False,False
SRR11926626,True,False,False,True
SRR9875024,False,False,False,False
SRR16964680,True,False,False,True
SRR3420304,False,False,False,False
ERR1621448,False,False,False,False
SRR5942264,False,False,False,False
ERR517937,False,False,False,False
SRR6654740,False,False,False,False
ERR959395,False,False,False,False
ERR2154738,False,False,False,False
ERR1216154,False,False,False,False
SRR8811914,False,False,False,False
SRR5115721,False,False,False,False
SRR13839974,False,False,False,False
SRR8106529,False,False,False,False
SRR6654960,False,False,False,False
ERR959458,False,False,False,False
SRR8928824,False,False,False,False
SRR11427322,False,False,False,False
SRR19571669,False,False,False,False
SRR13594978,False,False,False,False
SRR6469558,False,False,False,False
SRR5893057,False,False,False,False
SRR7662153,False,False,False,False
SRR8106460,False,False,False,False
ERR1395928,False,False,False,False
SRR13938352,False,False,False,False
SRR6176625,False,False,False,False
ERR1415208,False,False,False,False
ERR1757399,False,False,False,False
ERR1416064,False,False,False,False
SRR6655120,False,False,False,False
SRR23060057,False,False,False,False
ERR411493,False,False,False,False
SRR12194893,False,False,False,False
SRR19571657,True,False,False,True
SRR3624458,False,True,False,True
SRR18192291,False,False,False,False
ERR1620509,False,False,False,False
SRR12661683,False,False,False,False
SRR17210876,False,False,False,False
SRR7410410,False,False,False,False
SRR6654630,False,False,False,False
SRR12661529,False,False,False,False
ERR1216712,False,False,False,False
ERR1620558,False,False,False,False
ERR1374764,False,False,False,False
DRR032761,False,False,False,False
ERR1373505,False,False,False,False
ERR2154762,False,False,False,False
ERR697898,False,False,False,False
ERR871358,False,False,False,False
ERR1373769,False,False,False,False
ERR1215809,False,False,False,False
ERR1857887,False,False,False,False
SRR959368,False,False,False,False
ERR1251984,False,False,False,False
ERR999503,False,False,False,False
SRR8305649,False,False,False,False
SRR13724982,False,False,False,False
ERR1218396,False,False,False,False
SRR6020340,False,False,False,False
ERR962936,False,False,False,False
SRR13015573,False,False,False,False
SRR9825126,False,False,False,False
SRR10040078,True,False,False,True
SRR6211482,False,False,False,False
ERR853454,False,False,False,False
SRR13849954,False,False,False,False
SRR6469085,False,False,False,False
ERR1252180,False,False,False,False
SRR886452,False,False,False,False
ERR1888349,False,False,False,False
ERR1757675,False,False,False,False
ERR2723552,False,False,False,False
SRR10735841,True,False,False,True
ERR960938,False,False,False,False
ERR1216110,False,False,False,False
ERR960961,False,False,False,False
SRR10151601,False,False,False,False
SRR8928792,False,False,False,False
ERR1427395,False,False,False,False
ERR1124671,False,False,False,False
SRR1872293,False,False,False,False
SRR12070752,False,False,False,False
SRR11302639,False,False,False,False
SRR11359866,False,False,False,False
SRR7662162,False,False,False,False
ERR2723745,False,False,False,False
SRR18516720,False,False,False,False
SRR8106641,False,False,False,False
SRR11427348,False,False,False,False
SRR15347706,False,False,False,False
SRR10127649,False,False,False,False
ERR594434,False,False,False,False
SRR1872379,False,False,False,False
ERR1621347,False,False,False,False
SRR10151602,False,False,False,False
SRR5921083,False,True,False,True
SRR11427466,False,False,False,False
ERR1374444,False,False,False,False
SRR6468765,False,False,False,False
SRR6469509,False,False,False,False
SRR22044641,True,True,True,True
ERR1373530,False,False,False,False
ERR1730599,False,False,False,False
SRR8106636,False,False,False,False
SRR6469708,False,False,False,False
ERR1730530,True,False,False,True
SRR12037335,False,False,False,False
SRR9207162,False,False,False,False
ERR1124554,False,False,False,False
ERR1215523,False,False,False,False
ERR1216939,False,False,False,False
SRR8106531,False,False,False,False
SRR11777184,False,False,False,False
SRR15606833,False,False,False,False
ERR3011944,False,False,False,False
SRR9735182,False,False,False,False
SRR6655137,False,False,False,False
ERR1888468,False,False,False,False
SRR15813438,False,False,False,False
ERR1888955,False,False,False,False
SRR8883785,False,False,False,False
SRR19661801,False,False,False,False
SRR15831084,False,False,False,False
SRR12492970,False,False,False,False
ERR999451,False,False,False,False
ERR959162,False,False,False,False
ERR871366,False,False,False,False
ERR596607,False,False,False,False
SRR1872692,False,False,False,False
SRR6289819,False,False,False,False
ERR1821718,False,False,False,False
ERR1218480,False,False,False,False
SRR2750993,False,False,False,False
ERR1821977,False,False,False,False
