SRA_run_accession,ZfPV,zpico,zpoxv,Any
SRR3498285,False,False,False,False
ERR492348,False,False,False,False
SRR16299292,False,False,False,False
ERR1414897,False,False,False,False
ERR960946,False,False,False,False
SRR8811925,False,False,False,False
SRR16299469,False,False,False,False
SRR10989900,False,False,False,False
SRR14217620,False,False,False,False
SRR8106659,False,False,False,False
ERR2723350,False,False,False,False
ERR596664,False,False,False,False
SRR9182353,False,False,False,False
ERR1125060,False,False,False,False
SRR3381736,False,False,True,True
ERR1374825,False,False,False,False
ERR698010,False,False,False,False
ERR1857931,False,False,False,False
SRR6654548,False,False,False,False
ERR1215957,False,False,False,False
SRR5893164,False,False,False,False
SRR7789545,False,False,False,False
ERR405185,False,False,False,False
SRR9198929,False,False,False,False
SRR9903401,False,False,False,False
SRR15663233,True,False,True,True
SRR15049566,False,False,False,False
SRR12037481,False,False,False,False
ERR984492,False,False,False,False
SRR1872975,False,False,False,False
SRR10126249,False,False,False,False
ERR959392,False,False,False,False
SRR12055988,False,False,False,False
SRR14308849,False,False,False,False
SRR7612994,False,False,False,False
ERR1857643,False,False,False,False
ERR962964,False,False,False,False
SRR1872987,False,False,False,False
SRR9164644,False,False,False,False
ERR960651,False,False,False,False
ERR1407642,False,False,False,False
SRR12926111,True,False,True,True
SRR11186476,False,False,False,False
SRR5087315,False,False,False,False
ERR830281,False,False,False,False
SRR17994490,False,False,False,False
SRR9854020,False,False,False,False
SRR12623496,False,False,False,False
ERR1821558,False,False,False,False
ERR232299,False,False,False,False
SRR11684021,False,False,False,False
ERR2723528,False,False,False,False
ERR1888085,False,False,False,False
SRR12661717,False,False,False,False
ERR1252038,False,False,False,False
SRR12070722,False,False,False,False
SRR959327,False,False,False,False
ERR3489855,False,False,False,False
SRR5017060,False,False,False,False
ERR1889237,False,False,False,False
ERR657620,False,False,False,False
ERR1374466,False,False,False,False
SRR11303035,False,False,False,False
SRR12786065,False,False,False,False
ERR1888743,False,False,False,False
ERR1204487,False,False,False,False
ERR667449,False,False,False,False
SRR6654789,False,False,False,False
SRR15783456,False,False,False,False
SRR519746,False,False,False,False
SRR9947426,False,True,False,True
SRR8530755,False,False,False,False
SRR10125997,False,False,False,False
SRR2959456,False,False,False,False
SRR16894978,False,False,False,False
ERR1414899,False,False,False,False
SRR6654427,False,False,False,False
ERR2723037,False,False,False,False
SRR12149536,False,False,False,False
SRR10974032,False,False,False,False
SRR7280654,True,False,False,True
SRR7410452,False,False,False,False
SRR19761450,False,False,False,False
ERR1125010,False,False,False,False
SRR16299429,False,False,False,False
ERR1730688,True,False,False,True
ERR1889612,False,False,False,False
SRR11090045,False,False,False,False
ERR2154751,False,False,False,False
SRR11777167,False,False,False,False
SRR9198731,False,False,False,False
SRR2067882,False,False,True,True
SRR6249956,False,False,False,False
ERR1888968,False,False,False,False
ERR1373697,False,False,False,False
SRR8526644,True,False,False,True
SRR13089282,True,False,False,True
SRR6232245,False,True,False,True
SRR10862991,False,False,False,False
SRR22404865,False,False,False,False
ERR1416197,False,False,False,False
ERR1407559,False,False,False,False
ERR1426948,False,False,False,False
ERR1216923,False,False,False,False
SRR8106395,False,False,False,False
SRR15646746,False,False,False,False
ERR1099439,False,False,False,False
ERR1426878,False,False,False,False
ERR1821848,False,False,False,False
SRR11448260,False,True,False,True
ERR1216515,False,False,False,False
ERR999359,False,False,False,False
SRR5837504,False,False,False,False
SRR8928883,False,False,False,False
ERR926031,False,False,False,False
SRR12037464,False,False,False,False
SRR8106370,False,False,False,False
SRR1872719,False,False,False,False
SRR14428546,False,False,False,False
ERR738292,False,False,False,False
ERR467071,False,False,False,False
SRR1531457,False,False,False,False
ERR1107917,False,False,False,False
ERR1373570,False,False,False,False
SRR6655150,False,False,False,False
SRR10126234,False,False,False,False
SRR13938355,False,False,False,False
SRR1872203,False,False,False,False
SRR11302388,False,False,False,False
ERR963166,False,False,False,False
DRR224545,False,False,False,False
ERR958793,False,False,False,False
SRR13374848,True,True,False,True
ERR1108136,False,False,False,False
SRR15813437,False,False,False,False
SRR2125736,False,False,False,False
SRR8106375,False,False,False,False
SRR6469256,False,False,False,False
SRR1062631,False,False,False,False
SRR1872521,False,False,False,False
ERR1374476,False,False,False,False
SRR10010373,True,False,False,True
ERR573421,False,False,False,False
ERR960959,False,False,False,False
SRR10735827,True,False,False,True
ERR1124869,False,False,False,False
ERR960317,False,False,False,False
SRR9735192,False,False,False,False
ERR871375,False,False,False,False
SRR18927186,False,False,False,False
SRR12661532,False,False,False,False
ERR1215590,False,False,False,False
SRR16299129,False,False,False,False
ERR4029244,False,False,False,False
SRR6020395,False,False,False,False
ERR853772,False,False,False,False
SRR6144825,True,False,False,True
SRR870784,False,False,False,False
SRR10974097,False,False,False,False
ERR1414950,False,False,False,False
ERR1889841,False,False,False,False
ERR1124489,False,False,False,False
SRR16299078,False,False,False,False
SRR18220780,False,False,False,False
SRR12424271,False,False,False,False
ERR1218482,False,False,False,False
SRR5921066,False,True,True,True
SRR1948295,False,False,False,False
SRR1872211,False,False,False,False
SRR13319605,False,False,False,False
SRR12194854,False,False,False,False
SRR7662047,False,False,False,False
SRR17218116,False,False,False,False
SRR5342772,False,True,False,True
SRR18220779,False,False,False,False
SRR6654909,False,False,False,False
ERR517959,False,False,False,False
ERR1124481,False,False,False,False
SRR15927825,False,True,False,True
ERR1374250,False,False,False,False
SRR18305957,False,False,False,False
SRR1736714,False,False,False,False
ERR2723967,False,False,False,False
SRR6020433,False,False,False,False
ERR590762,False,False,False,False
SRR6654844,False,False,False,False
SRR7757828,False,False,False,False
SRR14213378,False,False,False,False
ERR1692469,False,False,False,False
ERR697844,False,False,False,False
ERR959518,False,False,False,False
ERR926033,False,False,False,False
ERR1427067,False,False,False,False
ERR2723683,False,False,False,False
SRR10151865,False,False,False,False
SRR1555593,False,False,False,False
SRR1062563,False,False,False,False
SRR8485411,False,False,False,False
SRR15910151,True,False,False,True
SRR1872830,False,False,False,False
SRR12340124,False,False,False,False
SRR1821789,False,True,False,True
ERR960489,False,False,False,False
SRR11302552,False,False,False,False
SRR15390209,False,False,True,True
SRR519744,False,False,False,False
ERR1821953,False,False,False,False
SRR6654415,False,False,False,False
ERR1414821,False,False,False,False
ERR1821950,False,False,False,False
SRR6468739,False,False,False,False
SRR7749244,False,False,False,False
SRR15036074,False,False,False,False
SRR22805207,False,False,False,False
ERR582938,False,False,False,False
ERR1858036,True,False,False,True
SRR6261597,False,False,False,False
SRR13234630,False,False,False,False
SRR11777176,False,False,False,False
SRR9198797,False,False,False,False
SRR16299526,False,False,False,False
ERR517906,False,False,False,False
SRR1872395,False,False,False,False
SRR15712671,False,True,False,True
SRR10916842,False,False,False,False
ERR1857587,False,False,False,False
SRR11577274,False,False,False,False
SRR4199306,False,False,False,False
SRR6334485,True,False,False,True
SRR7419834,False,False,False,False
SRR8106705,False,False,False,False
ERR517870,False,False,False,False
SRR1062314,False,False,False,False
SRR3207419,False,False,False,False
SRR7089629,False,False,False,False
ERR1374676,False,False,False,False
ERR4691984,False,False,False,False
SRR1062326,False,False,False,False
ERR1888483,False,False,False,False
SRR12661805,False,False,False,False
SRR8788655,False,False,False,False
ERR1858125,False,False,False,False
ERR1205231,False,False,False,False
SRR10070540,False,False,False,False
ERR1415252,False,False,False,False
ERR1621539,False,False,False,False
SRR1872238,False,False,False,False
SRR12749598,False,False,False,False
SRR14573852,True,True,False,True
SRR8883879,False,False,False,False
SRR19571674,False,False,False,False
ERR960282,False,False,False,False
SRR8883739,False,False,False,False
SRR12654001,False,False,False,False
SRR16298967,False,False,False,False
ERR1889835,False,False,False,False
ERR960138,False,False,False,False
SRR12070741,False,False,False,False
SRR17077506,False,False,False,False
SRR10117589,True,False,False,True
ERR1415178,False,False,False,False
SRR13998188,False,False,False,False
ERR659878,False,False,False,False
ERR1889413,False,False,False,False
ERR1374129,False,False,False,False
SRR13429151,False,False,False,False
ERR1216512,False,False,False,False
ERR1821849,False,False,False,False
ERR2154663,False,False,False,False
ERR1889106,False,False,False,False
SRR10753194,False,False,False,False
ERR780032,False,False,False,False
SRR870758,False,False,False,False
ERR1442799,False,False,False,False
SRR13091262,False,False,False,False
ERR960532,False,False,False,False
ERR1289943,False,False,False,False
SRR3465547,False,False,False,False
SRR11427350,False,False,False,False
SRR16298960,False,False,False,False
SRR15048118,False,False,False,False
SRR11302548,False,False,False,False
ERR1442868,False,False,False,False
SRR4242452,False,False,False,False
ERR1099550,False,False,False,False
SRR6250237,False,False,False,False
SRR9622322,False,False,False,False
SRR11302479,False,False,False,False
ERR1889146,False,False,False,False
ERR1374210,False,False,False,False
SRR6250270,False,False,False,False
SRR14077610,True,False,False,True
ERR2154713,False,False,False,False
ERR1889594,False,False,False,False
ERR1888324,False,False,False,False
DRR314106,False,False,False,False
ERR1397073,False,False,False,False
ERR1124994,False,False,False,False
ERR959305,False,False,False,False
SRR393008,False,False,False,False
SRR14428579,False,False,False,False
DRR162534,False,False,False,False
ERR1203529,False,False,False,False
SRR8106620,False,False,False,False
ERR1889341,False,False,False,False
SRR15427703,False,False,False,False
ERR1475810,False,False,False,False
SRR11302722,False,False,False,False
SRR11427432,False,False,False,False
ERR3011947,False,False,False,False
ERR340731,False,False,False,False
ERR959893,False,False,False,False
SRR10151898,False,False,False,False
ERR1204617,False,False,False,False
SRR10151813,False,False,False,False
ERR716778,False,False,False,False
SRR6268126,False,False,False,False
ERR1757538,True,False,False,True
ERR1204505,False,False,False,False
SRR6176712,False,False,False,False
ERR1107935,False,False,False,False
ERR1427305,False,False,False,False
SRR19667657,False,False,False,False
ERR999392,False,False,False,False
SRR6654966,False,False,False,False
SRR6469137,False,False,False,False
SRR2776886,False,False,False,False
ERR1475628,False,False,False,False
ERR1442917,False,False,False,False
SRR19641872,False,False,False,False
SRR11302625,False,False,False,False
SRR1062399,False,False,False,False
ERR2723277,False,False,False,False
SRR13796922,False,False,False,False
SRR17026707,False,False,False,False
ERR960632,False,False,False,False
SRR11926664,False,False,True,True
SRR11856756,False,False,False,False
ERR1621675,False,False,False,False
ERR659872,False,False,False,False
SRR12464107,False,False,False,False
ERR1373739,False,False,False,False
ERR1889116,False,False,False,False
ERR569524,False,False,False,False
ERR1218327,False,False,False,False
SRR16299532,False,False,False,False
SRR11035189,False,False,False,False
SRR10267095,False,False,False,False
SRR12554276,False,False,False,False
SRR10550511,False,False,False,False
ERR1889817,False,False,False,False
ERR1407613,False,False,False,False
SRR10586525,False,False,False,False
ERR1442861,False,False,False,False
ERR411500,False,False,False,False
SRR18097958,False,False,False,False
SRR12193586,False,True,False,True
SRR8632332,False,False,False,False
ERR1204480,False,False,False,False
SRR6469233,False,False,False,False
SRR8377207,False,False,False,False
SRR10277633,False,False,False,False
SRR20869092,False,False,False,False
ERR925724,False,False,False,False
ERR1892039,False,False,False,False
SRR1555512,False,False,False,False
SRR10863052,True,False,False,True
SRR1062774,False,False,False,False
SRR11196605,False,False,False,False
ERR1122743,False,False,False,False
ERR853542,False,False,False,False
SRR7264587,False,False,False,False
ERR2722986,False,False,False,False
ERR667498,False,False,False,False
ERR1427212,False,False,False,False
SRR15626555,False,False,False,False
SRR5520632,False,False,False,False
ERR959311,False,False,False,False
SRR7268944,False,False,False,False
ERR1757635,False,False,False,False
SRR11114776,False,False,False,False
SRR6289805,False,False,False,False
SRR15413357,False,False,False,False
ERR1046078,False,False,False,False
SRR10040111,False,False,False,False
SRR6469158,False,False,False,False
SRR298566,False,False,False,False
SRR22129115,False,False,False,False
ERR1415276,False,False,False,False
SRR8485418,False,True,False,True
SRR9312976,False,False,False,False
ERR1757419,False,False,False,False
SRR13938386,False,False,False,False
SRR8106362,False,False,False,False
SRR5163037,False,False,False,False
ERR1374198,False,False,False,False
ERR1475699,False,False,False,False
ERR1888195,False,False,False,False
SRR12774416,False,False,False,False
SRR5934167,False,False,False,False
SRR3109807,False,False,False,False
ERR3489876,False,False,False,False
ERR1857914,False,False,False,False
ERR2723546,False,False,False,False
SRR3231329,False,False,False,False
ERR1889641,False,False,False,False
ERR2154803,False,False,False,False
ERR960591,False,False,False,False
SRR10510896,False,False,False,False
SRR7299169,False,False,False,False
SRR6250258,False,False,False,False
SRR5961760,False,False,False,False
SRR850604,False,True,True,True
SRR5086601,False,False,False,False
ERR1621544,False,False,False,False
ERR998361,False,False,False,False
ERR2723598,False,False,False,False
SRR2834951,False,False,True,True
SRR11874813,False,False,False,False
SRR12492995,False,False,False,False
ERR1757579,False,False,False,False
SRR12037345,False,False,False,False
ERR853487,False,False,False,False
ERR1216588,False,False,False,False
SRR6654905,False,False,False,False
SRR16298932,False,False,False,False
SRR14567466,False,False,False,False
SRR10765086,False,False,False,False
ERR202512,False,False,False,False
SRR6654870,False,False,False,False
ERR1889551,False,False,False,False
ERR854779,False,False,False,False
ERR1757598,False,False,False,False
SRR1062406,False,False,False,False
SRR12070760,False,False,False,False
ERR1475526,False,False,False,False
SRR1039574,False,False,False,False
SRR16148349,False,False,False,False
SRR4199303,False,False,False,False
SRR3381859,False,False,True,True
ERR689796,False,False,False,False
ERR999233,False,False,False,False
SRR7801972,False,False,False,False
ERR1204638,False,False,False,False
SRR12287398,False,False,False,False
ERR1889631,False,False,False,False
SRR17968071,False,False,False,False
SRR3183444,False,False,False,False
ERR3838729,False,False,False,False
SRR10126145,False,False,False,False
ERR1620448,False,False,False,False
ERR1888300,False,False,False,False
SRR9211485,False,False,False,False
ERR999250,False,False,False,False
SRR5833546,False,False,False,False
ERR1857721,False,False,False,False
ERR1475476,False,False,False,False
SRR13374856,True,True,True,True
ERR1757600,False,False,False,False
ERR5056246,False,False,True,True
ERR1407631,False,False,False,False
SRR4116049,False,False,False,False
SRR22825760,False,False,False,False
SRR7154523,False,False,False,False
SRR1872399,False,False,False,False
SRR17267991,False,False,False,False
SRR14139675,False,False,False,False
ERR1821741,False,False,False,False
ERR1125076,False,False,False,False
ERR960196,False,False,False,False
SRR2138290,False,False,False,False
ERR959312,False,False,False,False
SRR6654874,False,False,False,False
SRR13238431,False,False,False,False
SRR11302649,False,False,False,False
SRR23085086,False,False,False,False
ERR1397023,False,False,False,False
SRR9662036,False,False,False,False
ERR1216504,False,False,False,False
ERR1218478,False,False,False,False
SRR1555557,False,False,False,False
ERR659973,False,False,False,False
SRR2239180,False,False,False,False
SRR5006026,False,False,False,False
SRR19627923,False,False,False,False
SRR10010375,True,False,False,True
SRR18042709,False,False,False,False
SRR10117533,True,False,False,True
SRR17400052,False,False,False,False
SRR5921143,False,False,False,False
SRR18042688,False,False,False,False
SRR15376929,False,False,False,False
ERR1108820,False,False,False,False
ERR273872,False,False,False,False
SRR13979083,False,False,False,False
SRR5320517,False,False,False,False
SRR10127642,True,False,False,True
SRR9198831,False,False,False,False
SRR1872583,False,False,False,False
ERR1215731,False,False,False,False
ERR1125074,False,False,False,False
ERR1888346,False,False,False,False
SRR10753234,False,False,False,False
ERR999346,False,False,False,False
SRR10070820,False,False,False,False
ERR1252044,False,False,False,False
SRR6469576,False,False,False,False
SRR10151788,False,False,False,False
ERR2723913,False,False,False,False
ERR1205332,False,False,False,False
ERR9077194,False,False,False,False
ERR1124858,False,False,False,False
SRR21966436,False,False,False,False
ERR718616,False,False,False,False
SRR1872302,False,False,False,False
ERR959390,False,False,False,False
SRR11302828,False,False,False,False
ERR1373525,False,False,False,False
SRR8129710,False,False,False,False
SRR499867,False,False,False,False
ERR1621602,False,False,False,False
ERR1821755,False,False,False,False
ERR2723665,False,False,False,False
SRR13646754,False,False,False,False
ERR1108197,False,False,False,False
SRR13176117,False,False,False,False
ERR959989,False,False,False,False
ERR1426813,False,False,False,False
ERR960334,False,False,False,False
ERR657595,False,False,False,False
ERR1124819,False,False,False,False
SRR11214456,False,False,False,False
SRR16574811,False,False,False,False
SRR7662033,False,False,False,False
SRR10735826,False,False,False,False
SRR1104059,False,False,False,False
ERR1692585,False,False,False,False
SRR7119822,False,False,False,False
SRR3679541,False,False,False,False
SRR6416901,False,True,False,True
ERR854805,False,False,False,False
ERR716899,False,False,False,False
ERR1427043,False,False,False,False
ERR1216092,False,False,False,False
ERR1107912,False,False,False,False
SRR16299398,False,False,False,False
ERR4968953,False,False,False,False
ERR2723041,False,False,False,False
ERR2154654,False,False,False,False
ERR1397055,False,False,False,False
SRR7268843,False,False,False,False
SRR8928951,False,False,False,False
SRR7236658,False,False,False,False
ERR3957803,False,False,False,False
SRR8298706,False,True,False,True
ERR3446751,False,False,False,False
ERR1374309,False,False,False,False
SRR6268046,False,False,False,False
ERR1475536,False,False,False,False
SRR7813745,False,False,False,False
ERR1692628,False,False,False,False
ERR716922,False,False,False,False
ERR1415413,False,False,False,False
SRR5382045,False,False,False,False
SRR22129119,False,False,False,False
SRR870807,False,False,False,False
SRR7785383,False,False,False,False
SRR6468763,False,False,False,False
ERR3957805,False,False,False,False
ERR1889394,False,False,False,False
SRR8928891,False,False,False,False
ERR449278,False,False,False,False
SRR13789081,False,False,False,False
SRR6890875,False,False,False,False
SRR10974043,False,False,False,False
SRR7410391,False,False,False,False
SRR8816377,False,False,False,False
SRR13234682,False,False,False,False
ERR3838748,False,False,False,False
SRR6450501,False,False,True,True
ERR273836,False,False,False,False
SRR6025580,False,False,False,False
ERR4973561,False,False,False,False
ERR2723888,False,False,False,False
SRR7757832,False,False,False,False
SRR19641869,False,False,False,False
SRR3679524,False,False,False,False
ERR1889226,False,False,False,False
SRR10126269,False,False,False,False
SRR392108,False,True,False,True
ERR596593,False,False,False,False
ERR1889234,False,False,False,False
ERR1888687,False,False,False,False
SRR13646742,False,False,False,False
SRR13176112,False,False,False,False
ERR1395863,False,False,False,False
SRR5599690,False,False,False,False
SRR6469768,False,False,False,False
ERR517997,False,False,False,False
SRR11303162,False,False,False,False
ERR1216551,False,False,False,False
SRR7268963,False,False,False,False
SRR6416907,False,True,False,True
SRR1062585,False,False,False,False
SRR12037406,False,False,False,False
ERR1124698,False,False,False,False
SRR10974126,False,False,False,False
SRR14703468,False,False,False,False
ERR1621528,False,False,False,False
ERR2723817,False,False,False,False
ERR1122695,False,False,False,False
SRR8106569,False,False,False,False
SRR18220765,False,False,False,False
ERR998413,False,False,False,False
SRR12037475,False,False,False,False
SRR12194956,False,False,False,False
SRR13181552,False,False,False,False
SRR1048071,False,False,False,False
SRR9849864,False,False,False,False
SRR6025621,False,False,False,False
SRR12614067,True,True,False,True
ERR1889487,False,False,False,False
SRR6655260,False,False,False,False
SRR6469328,False,False,False,False
SRR11303316,False,False,False,False
SRR10151908,False,False,False,False
ERR1675931,False,False,False,False
SRR11090038,False,False,False,False
ERR1416173,False,False,False,False
SRR1872596,False,False,False,False
ERR1889600,False,False,False,False
SRR10151701,False,False,False,False
ERR780046,False,False,False,False
SRR8592250,False,False,False,False
SRR8788682,False,False,False,False
ERR960175,False,False,False,False
ERR1621672,False,False,False,False
SRR12661816,False,False,False,False
ERR492359,False,False,False,False
SRR11427404,False,False,False,False
ERR1373558,False,False,False,False
ERR1374358,False,False,False,False
SRR12141808,False,False,False,False
SRR11578953,False,False,False,False
SRR17547504,False,False,False,False
ERR1046073,False,False,False,False
ERR718611,False,False,False,False
ERR1216340,False,False,False,False
SRR10753186,False,False,False,False
SRR10126240,False,False,False,False
SRR1821818,False,False,False,False
SRR3083704,False,False,False,False
ERR1396933,False,False,False,False
SRR1048060,False,False,False,False
SRR2751010,True,False,False,True
SRR10070866,False,False,False,False
ERR1857640,False,False,False,False
SRR11519034,False,False,False,False
SRR9198645,False,False,False,False
SRR12661852,False,False,False,False
SRR11427242,False,False,False,False
SRR9199031,False,False,False,False
SRR6039693,False,False,False,False
SRR11214444,False,False,False,False
ERR2723096,False,False,False,False
SRR1872846,False,False,False,False
ERR959677,False,False,False,False
SRR13565168,False,False,False,False
SRR8991402,False,False,False,False
SRR5810795,False,False,False,False
SRR9199007,False,False,False,False
ERR960584,False,False,False,False
SRR6655020,False,False,False,False
ERR1889527,False,False,False,False
SRR5186147,False,False,False,False
ERR1889266,False,False,False,False
ERR1374422,False,False,False,False
ERR960108,False,False,False,False
SRR10070702,False,False,False,False
ERR1122806,False,False,False,False
ERR958966,False,False,False,False
SRR18053110,False,False,False,False
ERR1374707,False,False,False,False
SRR1872852,False,False,False,False
ERR2723087,False,False,False,False
ERR1415056,False,False,False,False
ERR1888262,False,False,False,False
SRR1205172,False,False,False,False
ERR1124898,False,False,False,False
SRR6267990,False,False,False,False
ERR854826,False,False,False,False
SRR6654638,False,False,False,False
ERR1475808,False,False,False,False
ERR689834,False,False,False,False
SRR1821812,False,False,False,False
ERR1124664,False,False,False,False
ERR1124513,False,False,False,False
ERR3446768,False,False,False,False
SRR10989895,False,False,False,False
SRR11926649,True,False,False,True
ERR780317,False,False,False,False
ERR1621540,False,False,False,False
SRR5805889,False,False,False,False
SRR8928958,False,False,False,False
ERR871582,False,False,False,False
SRR14923973,False,False,False,False
SRR5810763,False,False,False,False
ERR1415122,False,False,False,False
SRR6655110,False,False,False,False
SRR11303042,False,False,False,False
SRR6268116,False,False,False,False
SRR8883858,False,False,False,False
SRR9058955,False,False,False,False
SRR1265761,False,False,False,False
SRR5855385,False,False,False,False
ERR1397032,False,False,False,False
SRR13297036,False,False,False,False
SRR870963,False,False,False,False
SRR17714682,False,False,False,False
ERR1124641,False,False,False,False
ERR1218390,False,False,False,False
ERR1216706,False,False,False,False
ERR2154773,False,False,False,False
SRR9708003,False,False,False,False
ERR3838733,False,False,False,False
ERR657588,False,False,False,False
SRR8071435,False,False,False,False
ERR596642,False,False,False,False
ERR1374199,False,False,False,False
ERR1205083,False,False,False,False
SRR1872844,False,False,False,False
ERR959133,False,False,False,False
SRR941751,False,False,False,False
ERR1816523,False,False,False,False
SRR6654470,False,False,False,False
ERR1205326,False,False,False,False
SRR11917466,False,False,False,False
ERR998286,False,False,False,False
SRR3083727,False,False,False,False
SRR7699146,True,False,False,True
SRR19661786,False,False,False,False
SRR6144818,False,False,False,False
ERR1620437,False,False,False,False
SRR16195499,False,False,False,False
SRR1872103,False,False,False,False
ERR1108505,False,False,False,False
SRR8106532,False,False,False,False
SRR20651075,False,False,False,False
SRR6469179,False,False,False,False
ERR1215592,False,False,False,False
ERR1124422,False,False,False,False
SRR6250044,False,False,False,False
SRR959363,False,False,False,False
ERR1442580,False,False,False,False
DRR162517,False,False,False,False
SRR14139661,False,False,False,False
ERR999460,False,False,False,False
SRR13777250,False,False,False,False
ERR960685,False,False,False,False
SRR18220783,False,False,False,False
ERR1216093,False,False,False,False
SRR9198840,False,False,False,False
ERR1889635,False,False,False,False
SRR14075698,True,True,False,True
ERR1069068,False,False,False,False
SRR10126035,False,False,False,False
SRR5485628,False,False,False,False
ERR1124922,False,True,False,True
ERR871446,False,False,False,False
SRR9728754,False,False,False,False
ERR1475546,False,False,False,False
SRR8377214,True,False,False,True
ERR1888234,False,False,False,False
ERR1821547,False,False,False,False
SRR7746649,False,False,False,False
SRR6250318,False,False,False,False
ERR1888375,False,False,False,False
ERR1857601,False,False,False,False
ERR1692484,False,False,False,False
SRR1872531,False,False,False,False
SRR18352691,False,False,False,False
SRR10151722,False,False,False,False
SRR10017652,True,False,False,True
SRR1791570,False,False,False,False
SRR9198709,False,False,False,False
ERR1888617,False,False,False,False
SRR10989886,False,False,False,False
SRR8106513,False,False,False,False
ERR2154740,False,False,False,False
ERR871332,False,False,False,False
ERR1415020,False,False,False,False
ERR1888882,False,False,False,False
SRR11302695,False,False,False,False
SRR6654982,False,False,False,False
SRR1616929,False,False,False,False
SRR1062779,False,False,False,False
ERR1108766,False,False,False,False
ERR1252224,False,False,False,False
SRR11196600,False,False,False,False
ERR959513,False,False,False,False
ERR853543,False,False,False,False
ERR1374360,False,False,False,False
ERR1427125,False,False,False,False
ERR232295,False,False,False,False
SRR8787721,False,False,False,False
ERR960295,False,False,False,False
SRR6250180,False,False,False,False
SRR12070803,False,False,False,False
ERR1396922,False,False,False,False
ERR959146,False,False,False,False
SRR14924004,False,False,False,False
SRR6289665,False,False,False,False
ERR582899,False,False,False,False
SRR11603953,False,False,False,False
SRR12661721,False,False,False,False
SRR6654674,False,False,False,False
SRR10151738,False,False,False,False
SRR13646737,False,False,False,False
SRR11542113,False,False,False,False
SRR12070792,False,False,False,False
SRR13673982,False,False,False,False
SRR6655047,False,False,False,False
ERR1397062,False,False,False,False
SRR14285945,True,False,False,True
SRR12661787,False,False,False,False
ERR1889609,False,False,False,False
ERR1108180,False,False,False,False
ERR1427091,False,False,False,False
ERR1408807,False,False,False,False
ERR1374725,False,False,False,False
DRR162495,False,False,False,False
ERR2723973,False,False,False,False
ERR1821738,False,False,False,False
SRR10126016,False,False,False,False
ERR738278,False,False,False,False
SRR9312979,False,False,False,False
SRR7612982,False,False,False,False
ERR1426895,False,False,False,False
ERR2723866,False,False,False,False
ERR1889449,False,False,False,False
SRR3381860,False,False,True,True
ERR659798,False,False,False,False
SRR5382010,False,False,False,False
ERR1621451,False,False,False,False
SRR6289676,False,False,False,False
ERR1107940,False,False,False,False
ERR1203475,False,False,False,False
ERR1621365,False,False,False,False
ERR1374173,False,False,False,False
SRR14233931,False,True,False,True
SRR17282604,False,False,False,False
SRR12194857,False,False,False,False
ERR698021,False,False,False,False
SRR11267513,False,True,False,True
SRR22968680,False,False,False,False
DRR029937,False,False,False,False
SRR12661559,False,False,False,False
ERR1889869,False,False,False,False
ERR1374326,False,False,False,False
SRR4375093,False,False,False,False
SRR11302767,False,False,False,False
SRR1872215,False,False,False,False
ERR1889526,False,False,False,False
ERR1594697,True,False,False,True
ERR716743,False,False,False,False
SRR1872556,False,False,False,False
SRR14139670,False,False,False,False
ERR1888675,False,False,False,False
SRR6655168,False,False,False,False
SRR10070822,False,False,False,False
ERR1407609,False,False,False,False
SRR20002715,False,False,False,False
SRR6908678,False,False,False,False
SRR10887567,False,False,False,False
SRR14713048,False,False,True,True
SRR1872647,False,False,False,False
SRR12661593,False,False,False,False
SRR8787661,False,False,False,False
ERR1816572,False,False,False,False
SRR12436748,False,False,False,False
SRR6654658,False,False,False,False
SRR1565808,False,True,False,True
SRR6250263,False,False,False,False
ERR1216014,False,False,False,False
SRR6468994,False,False,False,False
ERR594418,False,True,False,True
SRR21034915,False,False,False,False
SRR11540942,False,False,False,False
SRR5579869,False,False,False,False
SRR8788690,False,False,False,False
SRR5485624,False,False,False,False
SRR11090016,False,True,False,True
SRR6654554,False,False,False,False
SRR11862826,False,False,False,False
SRR4241538,False,False,False,False
ERR2723730,False,False,False,False
ERR667547,False,False,False,False
ERR1373724,False,False,False,False
ERR1124929,False,False,False,False
SRR14217677,False,False,False,False
SRR870945,False,False,False,False
SRR16647476,False,False,True,True
DRR032759,False,False,False,False
SRR10151629,False,False,False,False
SRR1872129,False,False,False,False
SRR18192284,False,False,False,False
ERR697955,False,False,False,False
SRR11303358,False,False,False,False
SRR3231337,False,False,False,False
ERR1107893,False,False,False,False
SRR11869110,False,False,False,False
SRR13242471,True,False,False,True
ERR517923,False,False,False,False
ERR1373454,False,False,False,False
SRR5683308,False,False,False,False
ERR977576,False,False,False,False
ERR1215972,False,False,False,False
ERR1889061,False,False,False,False
SRR5883633,False,True,False,True
SRR1872385,False,False,False,False
SRR8787713,False,False,False,False
SRR1555516,False,False,False,False
ERR960190,False,False,False,False
ERR1373726,False,False,False,False
SRR12992433,False,False,False,False
ERR738238,False,False,False,False
ERR1407549,False,False,False,False
SRR8305615,False,False,False,False
SRR1797743,False,False,False,False
ERR1857990,False,False,False,False
SRR13015584,False,False,False,False
SRR5810736,False,False,False,False
ERR2724019,False,False,False,False
SRR8784147,False,False,False,False
SRR17530168,False,False,False,False
ERR1373508,False,False,False,False
SRR11427325,False,False,False,False
ERR667390,False,False,False,False
SRR11427295,False,False,False,False
SRR19520282,False,False,False,False
