SRA_run_accession,ZfPV,zpico,zpoxv
ERR1889531,UND,UND,UND
ERR959619,UND,UND,UND
SRR6654603,UND,UND,UND
ERR871549,UND,UND,UND
SRR11214413,UND,UND,UND
ERR959426,UND,UND,UND
SRR16681983,UND,UND,UND
SRR7947893,Medium,Low,Low
ERR1122732,UND,UND,UND
ERR1821735,UND,UND,UND
SRR850603,Low,Low,UND
SRR3470781,UND,UND,UND
ERR1107878,UND,UND,UND
SRR18053105,UND,UND,UND
SRR1821817,UND,UND,UND
SRR12661579,UND,UND,UND
SRR12191839,UND,UND,UND
ERR853655,UND,UND,UND
ERR1373524,UND,UND,UND
ERR596603,UND,UND,UND
SRR7637833,Low,Low,UND
SRR5443670,UND,UND,UND
SRR6908618,UND,UND,UND
SRR18927196,UND,UND,UND
ERR1374122,UND,UND,UND
SRR3228704,UND,UND,UND
ERR1888958,UND,UND,UND
ERR202530,UND,UND,UND
SRR10974001,UND,UND,UND
ERR1858127,UND,UND,UND
ERR1475846,UND,UND,UND
ERR960106,UND,UND,UND
SRR10151660,UND,UND,UND
ERR1107986,UND,UND,UND
ERR959858,UND,UND,UND
SRR1871930,UND,UND,UND
ERR1124474,UND,UND,UND
SRR8928957,UND,UND,UND
ERR667414,UND,UND,UND
SRR998895,UND,UND,UND
SRR8599808,UND,UND,UND
SRR3381723,UND,UND,UND
ERR960520,UND,UND,UND
ERR1099527,UND,UND,UND
SRR20083927,UND,UND,UND
ERR517884,UND,UND,UND
ERR1427391,UND,UND,UND
ERR657557,UND,UND,UND
ERR1069118,UND,UND,UND
SRR1555556,UND,UND,UND
ERR1888278,UND,UND,UND
ERR2154706,UND,UND,UND
SRR11303208,UND,UND,UND
SRR5113018,UND,UND,UND
SRR1872576,UND,UND,UND
SRR6469488,UND,UND,UND
SRR17085049,UND,UND,UND
ERR1442872,UND,UND,UND
SRR11033782,UND,UND,UND
ERR1431987,UND,UND,UND
SRR870833,UND,UND,UND
ERR1416139,UND,UND,UND
SRR9198910,UND,UND,UND
ERR1475637,UND,UND,UND
ERR1858095,UND,UND,UND
SRR6268075,UND,UND,UND
SRR17547486,UND,UND,UND
ERR1215533,UND,UND,UND
SRR393001,UND,UND,UND
SRR18837598,UND,High,UND
ERR4648697,UND,UND,UND
SRR17714716,UND,UND,UND
SRR8312797,UND,UND,UND
SRR11214394,UND,UND,UND
SRR7661989,UND,UND,UND
ERR1821969,UND,UND,UND
SRR10958342,High,UND,UND
SRR12194796,UND,UND,UND
SRR11090044,UND,UND,UND
ERR2723911,UND,UND,UND
ERR959898,UND,UND,UND
ERR1215782,UND,UND,UND
SRR9974564,UND,UND,UND
SRR10151607,UND,UND,UND
SRR7549093,UND,High,UND
ERR1757627,UND,UND,UND
ERR1888711,UND,UND,UND
SRR10151881,UND,UND,UND
ERR960135,UND,UND,UND
ERR3838746,UND,UND,UND
ERR1215847,UND,UND,UND
SRR10070841,UND,UND,UND
SRR13938356,UND,UND,UND
SRR11684019,UND,UND,UND
SRR9198776,UND,UND,UND
ERR1215800,UND,UND,UND
ERR2723184,UND,UND,UND
ERR015567,UND,UND,High
SRR9067636,UND,High,UND
ERR1407550,UND,UND,UND
SRR10887487,UND,UND,UND
SRR1062274,UND,UND,UND
SRR11427235,UND,UND,UND
SRR1531463,UND,UND,UND
ERR853701,UND,UND,UND
SRR1871862,UND,UND,UND
SRR2239175,UND,UND,UND
ERR1621603,UND,UND,UND
ERR999229,UND,UND,UND
SRR12340473,UND,UND,UND
ERR1442618,UND,UND,UND
SRR2982511,UND,UND,UND
SRR6289772,UND,UND,UND
SRR11263439,UND,UND,UND
SRR6251103,UND,UND,UND
SRR8928789,UND,UND,UND
ERR1204501,UND,UND,UND
SRR6176747,UND,UND,UND
SRR1872349,UND,UND,UND
ERR1396909,UND,UND,UND
ERR830326,UND,UND,UND
ERR1620584,UND,UND,UND
SRR15927800,UND,Low,UND
ERR1821972,UND,UND,UND
ERR871355,UND,UND,UND
ERR999245,UND,UND,UND
SRR14308851,UND,UND,UND
ERR2723265,UND,UND,UND
SRR1062602,UND,UND,UND
ERR1395898,UND,UND,UND
SRR8928747,UND,UND,Medium
ERR871452,UND,UND,UND
ERR853564,UND,UND,UND
ERR667431,UND,UND,UND
SRR15204099,UND,UND,UND
SRR6654297,UND,UND,UND
ERR1621399,UND,UND,UND
SRR5893154,UND,UND,UND
SRR8787594,UND,UND,UND
ERR1426859,UND,UND,UND
ERR697862,UND,UND,UND
ERR1373715,UND,UND,UND
ERR1374132,UND,UND,UND
SRR1872350,UND,UND,UND
SRR1062518,UND,UND,UND
SRR8106447,UND,UND,UND
SRR1872197,UND,UND,UND
ERR1857735,UND,UND,UND
SRR19364717,UND,UND,UND
SRR18042676,UND,UND,UND
ERR1426828,UND,UND,UND
SRR12712226,UND,UND,UND
SRR998918,UND,UND,UND
ERR659842,UND,UND,UND
SRR21120217,UND,UND,UND
SRR7749249,UND,UND,UND
ERR959159,UND,UND,UND
ERR1692476,UND,UND,UND
ERR1889452,UND,UND,UND
SRR6654895,UND,UND,UND
ERR1888271,UND,UND,UND
ERR960440,UND,UND,UND
SRR1872867,UND,UND,UND
SRR1872642,UND,UND,UND
ERR492299,UND,UND,UND
SRR7749247,UND,UND,UND
ERR1427415,UND,UND,UND
SRR1872673,UND,UND,UND
SRR6890883,UND,UND,UND
ERR1099448,UND,UND,UND
SRR8928846,UND,UND,UND
ERR960204,UND,UND,UND
ERR1203498,UND,UND,UND
SRR8293710,UND,Medium,UND
SRR14075702,UND,High,UND
ERR1373543,UND,UND,UND
SRR13565182,UND,UND,UND
ERR1692501,UND,UND,UND
SRR1872744,UND,UND,UND
ERR1730549,UND,UND,UND
ERR1205271,UND,UND,UND
SRR10070745,UND,UND,UND
SRR6176743,UND,UND,UND
ERR1108810,UND,UND,UND
ERR1216411,UND,UND,UND
SRR11267529,UND,UND,UND
ERR1124769,UND,UND,UND
ERR1374193,UND,UND,UND
SRR7751618,UND,UND,UND
ERR1888943,UND,UND,UND
SRR7664342,Low,UND,UND
ERR477375,UND,UND,UND
SRR10887455,UND,UND,UND
ERR1888934,UND,UND,UND
SRR1872601,UND,UND,UND
ERR780057,UND,UND,UND
ERR780100,UND,UND,UND
SRR9610834,Low,UND,UND
SRR13519932,UND,UND,UND
SRR15712670,UND,UND,UND
SRR2417496,UND,UND,UND
SRR6469593,UND,UND,UND
ERR1442785,UND,UND,UND
SRR12492979,UND,UND,UND
ERR2154666,UND,UND,UND
ERR492333,UND,UND,UND
SRR1062510,UND,UND,UND
ERR1408792,UND,UND,UND
SRR6654422,UND,UND,UND
ERR1730601,UND,UND,UND
SRR5947670,Medium,UND,UND
SRR10312412,UND,UND,UND
SRR9207186,UND,UND,UND
SRR9622333,UND,UND,UND
SRR3381825,High,UND,High
ERR659843,UND,UND,UND
SRR14270299,UND,UND,UND
ERR659930,UND,UND,UND
SRR11302643,UND,UND,UND
SRR6327866,UND,Medium,UND
SRR11303119,UND,UND,UND
SRR1555522,UND,UND,UND
SRR13938351,UND,UND,UND
ERR582947,UND,UND,UND
SRR2968444,UND,UND,UND
SRR6655160,UND,UND,UND
SRR12005395,UND,UND,UND
ERR1122706,UND,UND,UND
ERR1821566,UND,UND,UND
SRR12998963,UND,UND,UND
SRR372790,UND,UND,UND
SRR6469227,UND,UND,UND
SRR3932173,UND,UND,UND
SRR1872029,UND,UND,UND
ERR1889741,UND,UND,UND
SRR6257753,UND,UND,UND
SRR6655261,UND,UND,UND
SRR11090013,UND,Medium,UND
ERR659776,UND,UND,UND
ERR830308,UND,UND,UND
ERR1416140,UND,UND,UND
SRR7535411,UND,UND,UND
SRR15626536,UND,UND,UND
ERR303224,UND,UND,UND
SRR7905373,UND,UND,UND
SRR8552562,UND,UND,UND
ERR667566,UND,UND,UND
SRR13972083,UND,UND,UND
SRR11874814,UND,UND,UND
ERR1216068,UND,UND,UND
SRR15910149,High,UND,UND
ERR755712,UND,UND,UND
SRR8383260,UND,UND,UND
ERR998319,UND,UND,UND
SRR11302939,UND,UND,UND
SRR13181522,UND,UND,UND
ERR1374195,UND,UND,UND
SRR1010329,UND,UND,UND
SRR8106261,UND,UND,UND
SRR11874791,UND,UND,UND
SRR5379364,UND,UND,UND
SRR13181517,UND,UND,UND
SRR6176688,UND,UND,UND
ERR1252051,UND,UND,UND
SRR1872757,UND,UND,UND
SRR7264569,UND,UND,UND
ERR1410190,UND,UND,UND
ERR1204241,UND,UND,UND
SRR9211486,UND,UND,UND
ERR1395949,UND,UND,UND
ERR2723746,UND,UND,UND
SRR10070675,UND,UND,UND
SRR835162,UND,UND,UND
ERR1442607,UND,UND,UND
ERR1888388,UND,UND,UND
ERR1426999,UND,UND,UND
SRR8787758,UND,UND,UND
SRR1821802,UND,Low,UND
ERR960035,UND,UND,UND
SRR8833705,UND,UND,UND
SRR7268831,UND,UND,UND
SRR10323912,UND,UND,UND
ERR1215886,UND,UND,UND
SRR6469003,UND,UND,UND
ERR340711,UND,UND,UND
SRR6654963,UND,UND,UND
SRR1188157,UND,UND,UND
SRR13697042,UND,UND,UND
ERR1692529,UND,UND,UND
SRR11303158,UND,UND,UND
ERR759386,UND,UND,UND
SRR17499128,UND,UND,UND
SRR5398207,UND,UND,UND
ERR780291,UND,UND,UND
ERR1216542,UND,UND,UND
SRR14551646,UND,UND,UND
SRR3231345,UND,UND,UND
ERR1857964,UND,UND,UND
SRR14373546,UND,UND,UND
SRR20869086,UND,UND,UND
SRR1565819,UND,High,UND
SRR2239181,UND,UND,UND
ERR999381,UND,UND,UND
SRR1562533,UND,UND,UND
SRR9622328,UND,UND,UND
ERR1475502,UND,UND,UND
SRR7268956,UND,UND,UND
SRR8106612,UND,UND,UND
ERR1692466,UND,UND,UND
SRR10151847,UND,UND,UND
SRR11303078,UND,UND,UND
ERR998427,UND,UND,UND
SRR10887454,UND,UND,UND
SRR10151879,UND,UND,UND
SRR12774401,UND,UND,UND
ERR959495,UND,UND,UND
SRR13706209,UND,UND,UND
SRR392968,UND,UND,UND
ERR780086,UND,UND,UND
ERR1757718,UND,UND,UND
ERR960481,UND,UND,UND
ERR1891685,UND,UND,UND
ERR963210,UND,UND,UND
ERR689795,UND,UND,UND
SRR6468931,UND,UND,UND
ERR1427056,UND,UND,UND
ERR1204483,UND,UND,UND
SRR11922998,UND,UND,UND
ERR1432011,UND,UND,UND
SRR17630967,UND,UND,UND
SRR12194969,UND,UND,UND
ERR1427154,UND,UND,UND
SRR9849216,Low,UND,UND
SRR16573986,UND,UND,UND
SRR5382020,UND,UND,UND
SRR6468823,UND,UND,UND
ERR998216,UND,UND,UND
SRR797913,UND,UND,UND
SRR6469725,UND,UND,UND
ERR1889634,UND,UND,UND
SRR10126178,UND,UND,UND
SRR1872081,UND,UND,UND
ERR232291,UND,UND,UND
SRR6250094,UND,UND,UND
ERR1821695,UND,UND,UND
ERR1395865,UND,UND,UND
ERR1407658,UND,UND,UND
ERR1124439,UND,UND,UND
SRR5921082,UND,UND,UND
ERR1427275,UND,UND,UND
ERR667440,UND,UND,UND
SRR12614071,Medium,Low,UND
SRR10990421,UND,UND,UND
ERR1888974,UND,UND,UND
ERR1888337,UND,UND,UND
ERR1730603,UND,UND,UND
SRR1872142,UND,UND,UND
SRR11302825,UND,UND,UND
SRR7008282,UND,UND,UND
SRR2222835,UND,UND,UND
SRR3231266,UND,UND,UND
SRR6020346,UND,UND,UND
ERR999565,UND,UND,UND
ERR1889764,UND,UND,UND
ERR1396842,UND,UND,UND
SRR1872906,UND,UND,UND
ERR1373666,UND,UND,UND
SRR3166948,UND,UND,UND
ERR1540897,UND,UND,UND
SRR1871942,UND,UND,UND
SRR797909,UND,UND,UND
SRR13938391,UND,UND,Medium
SRR9974570,UND,UND,UND
SRR1554485,UND,UND,UND
ERR582905,UND,UND,UND
SRR10753191,UND,UND,UND
ERR2723264,UND,UND,UND
SRR1872620,UND,UND,UND
ERR518006,UND,UND,UND
SRR8948495,UND,UND,UND
ERR1204371,UND,UND,UND
ERR659955,UND,UND,UND
SRR1872924,UND,UND,UND
SRR8244107,UND,UND,UND
SRR5666982,UND,UND,UND
SRR11577255,UND,UND,UND
ERR968071,UND,UND,UND
SRR1872080,UND,UND,UND
ERR3446756,UND,UND,UND
SRR11302940,UND,UND,UND
DRR162536,UND,UND,UND
SRR7888759,Medium,UND,UND
SRR10887597,UND,UND,UND
ERR2723202,UND,UND,UND
ERR1757476,UND,UND,UND
ERR716756,UND,UND,UND
SRR10151671,UND,UND,UND
SRR16098000,UND,UND,UND
SRR6654808,UND,UND,UND
ERR959718,UND,UND,UND
SRR6654964,UND,UND,UND
DRR162491,UND,UND,UND
SRR11590438,UND,UND,UND
SRR3381770,UND,UND,High
SRR1872883,UND,UND,UND
SRR11206294,UND,UND,UND
SRR12142001,UND,UND,UND
SRR10038905,UND,UND,UND
SRR7292723,UND,UND,UND
SRR11185420,UND,UND,Low
ERR1373510,UND,UND,UND
SRR7789548,UND,UND,UND
ERR854849,UND,UND,UND
ERR1888149,UND,UND,UND
SRR16299297,UND,UND,UND
ERR1891724,UND,UND,UND
ERR1108166,UND,UND,UND
ERR871494,UND,UND,UND
SRR21034907,UND,UND,UND
SRR10126061,UND,UND,UND
SRR15049565,UND,UND,UND
SRR6890856,UND,UND,UND
ERR2402422,UND,UND,UND
SRR10916817,UND,UND,UND
SRR1555526,UND,UND,UND
SRR1265765,UND,UND,UND
ERR1374405,UND,UND,UND
ERR1889657,UND,UND,UND
SRR7410360,UND,UND,UND
SRR11302414,UND,UND,UND
SRR7292741,UND,UND,UND
SRR13076825,UND,UND,UND
SRR18927002,UND,UND,UND
SRR13780554,UND,UND,UND
ERR1475483,UND,UND,UND
ERR1821744,UND,UND,UND
SRR6250147,UND,UND,UND
SRR11427418,UND,UND,UND
SRR8106635,UND,UND,UND
SRR1872863,UND,UND,UND
SRR12874647,UND,UND,UND
ERR1107929,UND,UND,UND
ERR1395941,UND,UND,UND
ERR1204628,UND,UND,UND
ERR1397069,UND,UND,UND
SRR9707995,UND,UND,UND
ERR1621605,UND,UND,UND
ERR999361,UND,UND,UND
ERR1821552,UND,UND,UND
ERR1251904,UND,UND,UND
SRR9312970,UND,UND,UND
SRR6793270,UND,UND,UND
ERR716880,UND,UND,UND
SRR2567893,UND,UND,UND
SRR13565172,UND,UND,UND
ERR780075,UND,UND,UND
ERR1757438,High,UND,UND
SRR6655130,UND,UND,UND
ERR1216445,UND,UND,UND
ERR1888571,UND,UND,UND
ERR1407714,UND,UND,UND
ERR853643,UND,UND,UND
ERR1124920,UND,UND,UND
ERR2723699,UND,UND,UND
ERR1889771,UND,UND,UND
ERR854829,UND,UND,UND
ERR830363,UND,UND,UND
SRR14217719,UND,UND,UND
SRR12371367,UND,UND,UND
ERR853664,UND,UND,UND
SRR11785637,UND,UND,UND
ERR1889258,UND,UND,UND
ERR871427,UND,UND,UND
SRR1062199,UND,UND,UND
ERR998309,UND,UND,UND
SRR1871998,UND,UND,UND
SRR12661784,UND,UND,UND
ERR1857936,UND,UND,UND
SRR6334839,UND,UND,UND
ERR959494,UND,UND,UND
ERR525416,UND,UND,UND
SRR13297046,UND,UND,UND
ERR1216651,UND,UND,UND
SRR2239189,UND,UND,UND
ERR697880,UND,UND,UND
SRR13339165,UND,UND,UND
SRR2255626,UND,UND,UND
ERR1757698,UND,UND,UND
ERR1218461,UND,UND,UND
SRR14213390,UND,UND,UND
SRR1872613,UND,UND,UND
ERR1427210,UND,UND,UND
ERR2723704,UND,UND,UND
SRR17085050,UND,UND,UND
ERR999278,UND,UND,UND
ERR1888508,UND,UND,UND
SRR8928800,UND,UND,UND
ERR871383,UND,UND,UND
ERR1757659,UND,UND,UND
SRR15691856,UND,UND,UND
ERR1408798,UND,UND,UND
SRR7613111,UND,UND,UND
ERR1205348,UND,UND,UND
ERR340692,UND,UND,UND
SRR11303185,UND,UND,UND
ERR1427044,UND,UND,UND
SRR11107232,UND,UND,UND
SRR14710789,UND,UND,UND
SRR9849263,UND,UND,High
ERR1216018,UND,UND,UND
SRR3371422,UND,UND,UND
SRR14168550,UND,UND,UND
SRR17210886,UND,UND,UND
ERR1289926,UND,UND,UND
ERR1395880,UND,UND,UND
SRR11302609,UND,UND,UND
SRR2043046,UND,UND,UND
ERR1426957,UND,UND,UND
ERR1374742,UND,UND,UND
SRR9974566,UND,UND,UND
ERR1857942,UND,UND,UND
SRR11684025,UND,UND,UND
ERR1427171,UND,UND,UND
SRR9906791,UND,UND,UND
ERR1426760,UND,UND,UND
ERR2723889,UND,UND,UND
SRR5125766,UND,High,UND
ERR659779,UND,UND,UND
ERR1373459,UND,UND,UND
DRR029942,UND,UND,UND
ERR959567,UND,UND,UND
SRR10151765,UND,UND,UND
SRR16574822,UND,UND,UND
SRR6237739,UND,UND,UND
SRR17282614,UND,UND,UND
ERR590772,UND,UND,UND
SRR10230310,UND,UND,UND
ERR1816531,UND,UND,UND
ERR2723411,UND,High,UND
SRR7268948,UND,UND,UND
SRR16299556,UND,UND,UND
SRR13780562,UND,UND,UND
ERR1099563,UND,UND,UND
ERR1594710,UND,UND,UND
SRR6132687,UND,UND,UND
SRR6654312,UND,UND,UND
SRR12201913,UND,UND,UND
SRR6654361,UND,UND,UND
SRR11303059,UND,UND,UND
SRR2735239,UND,UND,UND
ERR1215518,UND,UND,UND
SRR835154,UND,UND,UND
ERR830333,UND,UND,UND
SRR11303129,UND,UND,UND
SRR6655323,UND,UND,UND
SRR14902686,UND,UND,UND
SRR10916822,UND,UND,UND
ERR959727,UND,UND,UND
SRR11213705,UND,UND,UND
ERR2723199,UND,UND,UND
ERR10034070,UND,UND,UND
SRR14924003,UND,UND,UND
ERR2723238,UND,UND,UND
SRR11926621,UND,UND,UND
SRR10151774,UND,UND,UND
ERR1757403,UND,UND,UND
SRR8587702,UND,UND,UND
SRR11213695,UND,Low,UND
SRR13979085,UND,UND,UND
ERR716858,UND,UND,UND
ERR958852,UND,UND,UND
ERR271386,UND,UND,UND
SRR1062425,UND,UND,UND
SRR3932210,UND,UND,UND
SRR11309038,UND,UND,UND
SRR14213393,UND,UND,UND
SRR11040637,UND,UND,UND
ERR853455,UND,UND,UND
ERR2723507,UND,UND,UND
SRR17879863,UND,UND,UND
SRR8530751,UND,UND,UND
ERR1218385,UND,UND,UND
SRR9849199,Low,UND,UND
ERR1757573,UND,UND,UND
SRR10753222,UND,UND,UND
ERR998112,UND,UND,UND
ERR1427259,UND,UND,UND
ERR959540,UND,UND,UND
SRR12661603,UND,UND,UND
ERR1124507,UND,UND,UND
SRR6655347,UND,UND,UND
ERR960731,UND,UND,UND
SRR6654936,UND,UND,UND
SRR6468786,UND,UND,UND
ERR1816504,UND,UND,UND
ERR738275,UND,UND,UND
SRR14077616,Low,UND,UND
SRR10151835,UND,UND,UND
ERR1692604,UND,UND,UND
ERR1216623,UND,UND,UND
SRR13234663,UND,UND,UND
ERR1204290,UND,UND,UND
SRR9849219,Medium,UND,Low
SRR578918,UND,UND,UND
SRR1871999,UND,UND,UND
ERR959635,UND,UND,UND
ERR2723943,UND,UND,UND
SRR3231290,UND,UND,UND
ERR960357,UND,UND,UND
SRR13565167,UND,UND,UND
SRR6250122,UND,UND,UND
ERR1124613,UND,UND,UND
ERR959151,UND,UND,UND
SRR7468692,UND,UND,UND
SRR14573853,Medium,Medium,UND
ERR1205120,UND,UND,UND
ERR999530,UND,UND,UND
SRR13181590,UND,UND,UND
SRR11033814,UND,UND,UND
SRR2919460,UND,UND,UND
ERR925740,UND,UND,UND
SRR19661788,UND,UND,UND
SRR3381861,UND,UND,High
SRR10828006,High,UND,UND
SRR5893050,UND,UND,UND
ERR2154691,UND,UND,UND
ERR998171,UND,UND,UND
SRR3381765,UND,UND,High
ERR1374290,UND,UND,UND
ERR960972,UND,UND,UND
SRR12141839,UND,UND,UND
SRR8071440,UND,UND,UND
ERR780144,UND,UND,UND
SRR12070785,UND,UND,UND
ERR1475574,UND,UND,UND
SRR11427397,UND,UND,UND
SRR12037477,UND,UND,UND
SRR2968447,UND,UND,UND
SRR5593163,UND,UND,UND
SRR1872439,UND,UND,UND
ERR1888541,UND,UND,UND
SRR16964677,UND,UND,UND
ERR1621677,UND,UND,UND
SRR5320503,UND,UND,UND
SRR8503424,UND,UND,UND
ERR1692515,UND,UND,UND
SRR6020307,UND,UND,UND
SRR10070549,UND,UND,UND
SRR11090054,UND,UND,UND
ERR492360,UND,UND,UND
SRR11777183,UND,UND,UND
SRR11427221,UND,UND,UND
SRR6469114,UND,UND,UND
ERR1215769,UND,UND,UND
SRR1872669,UND,UND,UND
ERR1889705,UND,UND,UND
SRR959352,UND,UND,UND
ERR517935,UND,UND,UND
SRR2145847,UND,UND,UND
SRR7789520,UND,UND,UND
DRR224539,UND,UND,UND
SRR15626554,UND,UND,UND
SRR5086602,UND,UND,UND
SRR7119796,UND,UND,UND
SRR6661142,Low,UND,UND
SRR3207412,UND,UND,UND
SRR9331659,UND,Low,UND
SRR1554483,UND,UND,UND
SRR11186430,UND,UND,UND
SRR8928783,UND,UND,UND
SRR11303007,UND,UND,UND
SRR3536536,UND,UND,UND
ERR959054,UND,UND,UND
ERR959011,UND,UND,UND
SRR6020337,UND,UND,UND
SRR10070802,UND,UND,UND
ERR1252058,UND,UND,UND
ERR2723766,UND,UND,UND
ERR1426913,UND,UND,UND
SRR2834954,UND,UND,High
ERR959851,UND,UND,UND
ERR1621633,UND,UND,UND
ERR573442,UND,UND,UND
SRR11303370,UND,UND,UND
ERR1475754,UND,UND,UND
SRR13015605,UND,UND,UND
SRR6469504,UND,UND,UND
ERR1415165,UND,UND,UND
SRR7419817,UND,UND,UND
ERR1374785,UND,UND,UND
SRR16299417,UND,UND,UND
SRR10126069,UND,UND,UND
ERR1216034,UND,UND,UND
SRR5921039,UND,Medium,UND
SRR17714690,High,UND,UND
ERR999323,UND,UND,UND
SRR8244090,UND,UND,UND
SRR5379362,UND,UND,UND
ERR959760,UND,UND,UND
SRR5086605,UND,UND,UND
SRR10129555,UND,UND,UND
ERR1374383,UND,UND,UND
ERR959327,UND,UND,UND
ERR1204567,UND,UND,UND
SRR8591751,UND,UND,UND
SRR12661900,UND,UND,UND
SRR10040123,UND,UND,UND
ERR582875,UND,UND,UND
ERR1124746,UND,UND,UND
SRR13074860,UND,UND,UND
SRR8732848,UND,UND,UND
SRR17600932,Medium,UND,UND
ERR1204359,UND,UND,UND
ERR716785,UND,UND,UND
SRR22428448,UND,UND,UND
SRR12194868,UND,UND,UND
SRR13015644,UND,UND,UND
SRR12037318,UND,UND,UND
SRR8663321,UND,UND,UND
ERR1415067,UND,UND,UND
ERR1215743,UND,UND,UND
SRR10836764,UND,UND,UND
SRR12661654,UND,UND,UND
SRR11874807,UND,UND,UND
ERR959612,UND,UND,UND
ERR959470,UND,UND,UND
SRR22207161,UND,UND,UND
SRR6469201,UND,UND,UND
ERR998134,UND,UND,UND
SRR6654433,UND,UND,UND
SRR870795,UND,UND,UND
SRR1569496,UND,UND,UND
ERR959314,UND,UND,UND
SRR5975626,UND,UND,UND
SRR19671828,UND,UND,UND
ERR1888318,UND,UND,UND
SRR5342774,UND,Medium,UND
SRR1872666,UND,UND,UND
SRR5342768,High,UND,UND
SRR6654978,UND,UND,UND
SRR6655085,UND,UND,UND
ERR1857778,UND,UND,UND
ERR1373422,UND,UND,UND
SRR6250285,UND,UND,UND
SRR15600957,UND,UND,UND
ERR780101,UND,UND,UND
ERR1821939,UND,UND,UND
ERR1730662,High,UND,UND
ERR1857986,UND,UND,UND
SRR12628234,UND,UND,UND
SRR13839977,UND,UND,UND
SRR12654016,UND,UND,UND
SRR11302521,UND,UND,UND
SRR10126066,UND,UND,UND
SRR11302991,UND,UND,UND
ERR1216039,UND,UND,UND
SRR11542098,UND,UND,UND
SRR13729832,UND,UND,UND
ERR1888417,UND,UND,UND
SRR5810913,UND,UND,UND
SRR11684030,UND,UND,UND
ERR1443977,UND,UND,UND
ERR1108758,UND,UND,UND
SRR17604958,UND,UND,UND
ERR1215596,UND,UND,UND
SRR10044901,UND,UND,UND
SRR3932214,UND,UND,UND
ERR1252136,UND,UND,UND
ERR1889387,UND,UND,UND
SRR6469544,UND,UND,UND
ERR411479,UND,UND,UND
SRR18687231,UND,UND,UND
ERR596693,UND,UND,UND
ERR596685,UND,UND,UND
SRR10153637,UND,UND,UND
SRR13234636,UND,UND,UND
SRR870893,UND,UND,UND
SRR5810726,UND,UND,UND
SRR10117578,UND,UND,UND
SRR14867549,UND,UND,UND
ERR1124772,UND,UND,UND
ERR1730511,UND,UND,UND
ERR1857734,UND,UND,UND
SRR10151610,UND,UND,UND
SRR12712222,UND,UND,UND
SRR8591741,UND,UND,UND
SRR11873955,UND,UND,UND
ERR1889013,UND,UND,UND
ERR2723613,UND,UND,UND
ERR689880,UND,UND,UND
SRR1872060,UND,UND,UND
SRR11785624,UND,UND,UND
SRR7061296,UND,UND,UND
ERR1373731,UND,UND,UND
SRR11186445,UND,UND,UND
ERR1888621,UND,UND,UND
SRR6469396,UND,UND,UND
SRR9849257,UND,UND,UND
SRR9850672,UND,UND,UND
SRR12023708,UND,UND,UND
SRR3169300,UND,UND,Low
SRR10974057,UND,UND,UND
SRR14217621,UND,UND,UND
ERR1620456,UND,UND,UND
ERR1107877,UND,UND,UND
ERR1373646,UND,UND,UND
SRR13015613,UND,UND,UND
SRR2750981,UND,UND,UND
SRR6655204,UND,UND,UND
SRR10199499,UND,Medium,UND
SRR11302393,UND,UND,UND
SRR6416909,UND,UND,UND
ERR1215688,UND,UND,UND
SRR9067640,UND,Medium,UND
SRR7699094,UND,UND,UND
ERR1373616,UND,UND,UND
SRR3166952,UND,UND,UND
SRR1062322,UND,UND,UND
SRR16298933,UND,UND,UND
SRR7883086,UND,Low,UND
SRR5044685,UND,UND,UND
SRR1062255,UND,UND,UND
ERR1857717,UND,UND,UND
SRR6654355,UND,UND,UND
SRR20002709,UND,UND,UND
SRR3179609,UND,UND,UND
SRR997331,UND,UND,UND
SRR11777185,UND,UND,UND
SRR10887540,UND,UND,UND
ERR1706515,Medium,UND,UND
SRR13729835,UND,UND,UND
SRR6814895,UND,UND,UND
ERR1374511,UND,UND,UND
ERR271389,UND,UND,UND
SRR6825145,UND,Medium,UND
ERR871592,UND,UND,UND
SRR14075699,Low,High,UND
SRR10151929,UND,UND,UND
ERR1594693,High,UND,UND
SRR6469671,UND,UND,UND
SRR5113021,UND,UND,UND
ERR1888348,UND,UND,UND
ERR517854,UND,UND,UND
SRR10151691,UND,UND,UND
ERR999246,UND,UND,UND
ERR1204235,UND,UND,UND
ERR853489,UND,UND,UND
ERR1407704,UND,UND,UND
SRR10126208,UND,UND,UND
SRR7268800,UND,UND,UND
ERR667502,UND,UND,UND
SRR11427245,UND,UND,UND
SRR6654986,UND,UND,UND
ERR1889412,UND,UND,UND
ERR1099548,UND,UND,UND
SRR8305652,UND,UND,UND
ERR1069114,UND,UND,UND
ERR1396856,UND,UND,UND
SRR7268823,UND,UND,UND
SRR11917480,UND,UND,UND
SRR18220754,UND,UND,UND
SRR1732702,UND,UND,UND
ERR716794,UND,UND,UND
SRR10151719,UND,UND,UND
ERR1373488,UND,UND,UND
ERR1891679,UND,UND,UND
SRR6654565,UND,UND,UND
ERR2723617,UND,UND,UND
SRR17386277,UND,Medium,Medium
SRR3228714,UND,UND,UND
SRR6469407,UND,UND,UND
ERR2723949,UND,UND,UND
SRR6921816,UND,High,UND
ERR667526,UND,UND,UND
SRR18053117,UND,UND,UND
SRR1005530,UND,UND,UND
ERR1374429,UND,UND,UND
ERR1374678,UND,UND,UND
SRR13789079,UND,UND,UND
SRR18516703,UND,UND,UND
SRR13565184,UND,UND,UND
SRR10204645,UND,UND,UND
ERR2154687,UND,UND,UND
