SRA_run_accession,ZfPV,zpico,zpoxv,reads
SRR9735191,,,,31288090
ERR1203516,,,,678965
SRR20002728,,,,25709376
ERR853566,,,,716256
SRR17745595,,,,25934
ERR960013,,,,50835
SRR11427370,,,,15668037
ERR716718,,,,2781406
SRR6469612,,,,994302
ERR1252201,,,,1380389
ERR959669,,,,48765
SRR13724965,,,,3826047
ERR1426848,,,,1342145
ERR854798,,,,1594025
ERR1621461,,,,615658
ERR1858066,,,,2303052
ERR1374619,,,,999
ERR960973,,,,65
SRR1167755,,,,9493890
SRR13646731,,,,57368725
SRR13602439,,,,26324318
SRR11302600,,,,246517
ERR960045,,,,500
SRR2040573,,,,7546485
SRR11302662,,,,465448
SRR1714464,4.0,,,19201929
SRR8928859,,,,7660946
ERR2146924,,,,2221675
SRR6250176,,,,416558
ERR738214,,,,2087640
ERR1205307,,,,546954
SRR1062659,,,,3473468
SRR6468819,,,,886800
SRR7789610,,,,492104
ERR1621388,,,,376453
ERR949654,,,,16019
SRR7789554,1.0,,,2473132
ERR1396948,,,,1888155
SRR11302962,,,,354184
SRR519731,,,,130689300
ERR517871,,,,4493113
ERR854843,,,,1450102
ERR1621471,,,,643780
SRR9875049,,,,3094995
SRR10126063,,,,400176
SRR9198999,,,,573655
ERR716897,,,,2093799
SRR11186418,,,,38739853
SRR7801964,,,,1447668
ERR959654,,,,24632
SRR12749699,2.0,,,87583975
ERR2723440,,,,370901
ERR1426765,,,,1068951
ERR1416180,,,,1123190
SRR1872062,,,,315176
SRR5921097,,,1.0,47996597
ERR1427242,,,,251714
SRR9182361,,4.0,,29080150
ERR960815,,,,2423
ERR2723721,,,,192507
ERR977592,,,,11661509
SRR11186441,,,,39891504
SRR17968075,,,,36838548
SRR7468703,,,,9379729
SRR8928921,,,,864889
ERR1757461,,,,310577
SRR17218099,,,,93681972
ERR1216499,,,,314228
ERR657580,,,,2817937
SRR14217623,,,,26809127
ERR525338,,,,1978812
SRR15600912,,,,9936296
ERR1730490,,,,2015132
SRR1531480,,,,3759519
SRR7268861,,,,9347512
ERR1124505,,494.0,,1933983
ERR1408833,,,,1240774
SRR7886622,,,,12714314
ERR1427201,,,,210394
SRR5810784,,,,681145
ERR780146,,,,2446987
SRR13339156,,,,21309270
SRR11196608,,52.0,,21863932
SRR10753205,,,,311493
ERR689818,,,,2782846
SRR8106475,,,,639514
SRR3083690,,,,11056712
SRR11302821,,,,162089
ERR1099560,,,,426306
ERR1730656,,,,1476680
SRR6469064,,,,462921
ERR963201,,,,306211
ERR1407667,,,,690191
SRR11302654,,,,268680
SRR12851622,,,,210852766
ERR1205364,,,,7971
SRR870737,,,,3379885
SRR6908606,,,,282304
SRR11302993,,,,274253
ERR2723807,,,,421051
SRR6654253,,,,916558
SRR12661905,,,,14263930
SRR17218101,,,,8433787
SRR11303341,,,,345753
ERR2723654,,,,404987
SRR700539,,,,24743828
SRR7662013,,,,1098523
ERR525408,,,,1471136
ERR232338,,,,4594371
ERR1888182,,,,96560
ERR998417,,,,600169
SRR13697043,,,,9256602
SRR13234650,,,,9873591
SRR21966829,,132.0,,18859443
SRR1062401,,,,3543796
ERR1442696,,,,1385887
ERR492295,,,,1279966
ERR2146929,,,,1916733
SRR6469262,,,,983481
ERR1046072,,,,1459541
ERR594420,,,,11665790
ERR1889812,,,,273937
ERR1218351,,,,325434
SRR5398211,,,,13932743
ERR5005140,,,,60686078
SRR11917478,,,,23846737
SRR10323913,,,,10799006
SRR11302680,,,,292963
SRR6176733,,,,20028063
ERR1475779,,,,724425
ERR2723921,,,,260936
SRR8883788,,,,1994231
SRR8106452,,,,945565
SRR7236656,,,,3958465
SRR8129708,,,,15344920
SRR6469257,,,,738280
ERR1889712,,,,230891
SRR6469209,,,,1202211
SRR8298674,,,,20613872
SRR6654620,,,,435333
ERR1858003,,,,2335151
SRR15498155,,,,4815313
ERR1821619,,,,1826584
SRR8106445,,,,836684
SRR18645018,4.0,,,50727413
SRR8787669,,,,134642
ERR1204300,,,,407598
SRR9875061,,,,6342464
SRR8787601,,,,4758356
SRR7268816,,,,9762597
ERR1888854,,,,4787
ERR492378,,,,1516882
SRR1062531,,,,3110630
SRR12661746,,,,12465224
SRR14217594,,,,6302701
ERR960812,,,,295
SRR8799029,,,,108528161
ERR1888366,,,,248626
ERR1426768,,,,2043367
SRR11302340,,,,387507
SRR997332,,,,2759540
ERR1374462,,,,2821
SRR7268968,,,,9948980
SRR12436742,,,,15283475
SRR13780563,,,,23148739
SRR1872894,,,,513974
SRR8928937,,,,1267617
ERR1414858,,,,858831
ERR411499,,,,3725520
SRR5921025,10.0,,487.0,20980613
SRR1062788,,,,3079890
SRR3666784,,,,42353576
SRR1872290,,,,307777
SRR16299377,,,,72628
SRR5893157,,,,22518855
ERR1099496,,,,715924
ERR590713,,,,1686353
SRR8788717,,,,18883953
SRR5485618,,,,15635549
SRR5810793,,,,2580387
ERR4132488,,,,36506236
ERR1124551,,,,1087296
ERR1821655,,,,1898388
ERR755693,,,,2002075
SRR7662050,,,,1769151
ERR7131165,,,,9830565
SRR3083741,,,,10106833
SRR18296196,,,,18974101
SRR10126299,,,,25243
ERR1888780,,,,88702
ERR854799,,,,1049939
SRR12037450,,,,626909
SRR13839976,,,,13822391
SRR6469325,,,,1137098
ERR1427288,,,,237721
ERR596580,,,,1952841
ERR1540906,,,,2369038
SRR870977,,,,383648
SRR12194939,,,,3381
SRR9728733,,,,44659436
SRR6654815,,,,419415
SRR527844,4.0,,,26754748
SRR11851891,,,,50621404
SRR6374800,,,,19568277
ERR1414868,,,,731451
ERR340728,,,,8156169
ERR780141,,,,1921754
SRR10126323,,,,256035
ERR1427193,,,,329724
ERR1415236,,,,1114378
ERR999499,,,,79847
ERR1108176,,,,782012
ERR959341,,,,142920
SRR12125389,,,,8890030
ERR1888832,,,,1029072
ERR1426995,,,,145768
ERR1374802,,,,1686
SRR18053118,,,,40954538
ERR1889359,,,,383957
ERR1373753,,,,574653
SRR6289656,,,,8362707
ERR853464,,,,795243
ERR962898,,,,14100
ERR1475775,,,,794129
SRR12070762,,,,11691201
SRR16299061,,,,193781
ERR871477,,,,3260358
ERR1889042,,,,330177
SRR18192296,,,,1853963
SRR20002705,,,,26639869
SRR9199006,,,,418130
SRR7662028,,,,886365
SRR10151758,,,,2285578
SRR6654769,,,,321580
SRR5418457,,,,12864981
ERR1122734,,,,1083494
SRR15413359,,,,44616141
SRR1062624,,,,3476888
ERR1124561,,,,1264831
ERR959749,,,,78455
ERR960539,,,,1
ERR1889756,,,,319679
SRR14217727,,,,37917705
SRR7905355,,,,578704
ERR1662947,,,,504589
ERR697881,,,,2647603
ERR1108790,,,,1512501
SRR8134461,,,,3239341
ERR1396858,,,,285740
ERR2723176,,,,704114
SRR6411467,1.0,,,1752993
SRR16299380,,,,513892
SRR1871950,,,,211233
SRR19661784,,,,2758414
SRR10836798,,,,9225573
SRR10040092,2.0,,,5678480
ERR959971,,,,12204
ERR1215860,,,,4886
ERR1432008,,,,3412560
SRR22558346,,,,24971508
SRR11684014,,,,15716145
ERR999206,,,,735972
ERR1215862,,,,4096
ERR1251981,,,,1154198
SRR6468833,,,,862705
SRR18220767,,,,2535642
ERR1122832,,,,1006295
SRR17219905,,,,1031840
SRR6250289,,,,1107919
SRR13015625,,,,19918144
ERR1124832,,,,118980
SRR870935,,,,1406719
ERR960323,,,,19023
SRR15376944,,,,55964728
SRR10836771,,,,7203058
SRR7278698,,,,52789375
ERR1395950,,,,104223
SRR11302592,,,,143268
ERR1122795,,,,1172773
SRR10070564,,,,1599780
SRR16299316,,,,245803
ERR1215828,,,,314135
SRR11302814,,,,384643
SRR15427696,,,,129047730
SRR10040121,,,,17480590
SRR6469012,,,,1041393
SRR10887482,,,,325753
SRR6469251,,,,1604767
ERR1414838,,,,810040
SRR6469156,,,,775918
SRR12185266,,,,23807853
ERR1124649,,,,454791
SRR11214414,,,,41043153
ERR1407562,,,,47939
ERR1203499,,,,985746
ERR1416132,,,,1020578
SRR8787623,,,,3130649
SRR1872960,,,,104798
SRR13646770,,,,59241457
SRR13724915,,,,513942
ERR1414915,,,,920655
SRR5418449,,,,14964782
SRR13594980,,,,89359
SRR5382005,,,,13546927
SRR957181,,304.0,,30629584
SRR1531472,,,,386383
SRR8883828,,,,8980812
SRR12313636,,,,26421837
SRR870970,,,,1895211
SRR8106549,,,,1000954
SRR6469752,,,,1976225
SRR2013988,,,2.0,18842768
SRR1004789,,,,32899214
SRR16299432,,,,123348
ERR1892049,,,,7139278
DRR189381,,16.0,,37283935
SRR8135948,,,,4992214
SRR1062316,,,,3405236
SRR14066779,,,,42283
ERR594422,,4.0,,13799266
SRR13374859,,2.0,,20541249
SRR3932182,,,,8599294
SRR12661606,,,,29387856
SRR6655119,,,,896332
ERR1889318,,,,1936624
SRR1872243,,,,172889
ERR1216113,,,,444025
SRR10070600,,,,1066592
SRR8305625,,,,3774772
ERR1124601,,,,717926
ERR1442913,,,,1305690
ERR340732,,,,5317688
SRR13760197,,4.0,,12477894
SRR6655155,,,,1032750
SRR5931556,,,,26408570
ERR1216722,,,,562444
SRR1062330,,,,3529870
SRR13759082,,,,11413735
SRR9608475,,,,3407519
SRR20869097,,,,9949216
ERR2723798,,,,60688
SRR8948493,,,,25034485
ERR1215726,,,,79655
SRR16299185,,,,455668
ERR738217,,,,2709116
ERR1124524,,,,929213
ERR1692588,,,,1463622
SRR7757836,,,,18012262
SRR12194896,,,,3571
ERR1888574,,,,300941
ERR590759,,,,2052527
SRR8106539,,,,948394
SRR14693498,,,,21421272
ERR667378,,,,557584
SRR3932189,,,,7880393
SRR11303342,,,,372736
ERR1442741,,,,1395782
SRR21218376,,,,86111726
ERR2723309,,,,113054
SRR5820064,,,,11592492
SRR19430247,,,,21901162
ERR1415115,,,,27745
ERR1374376,,,,560
ERR960719,,,,7173
SRR19638160,,,,26618847
ERR659935,,,,1793731
ERR1374687,,,,9136
SRR6654516,,,,774964
SRR13297040,,,,10887512
SRR7008292,16.0,,,5272228
SRR3544820,,484.0,,2369285
ERR1730729,,,,728271
ERR4648688,,,,8852977
SRR18305958,,,,21988347
SRR6250183,,,,827174
SRR1062799,,,,3508016
ERR1857636,,,,102196
SRR2968442,,,,5274575
SRR14217716,,,,21214242
SRR870967,,,,2429208
SRR6289767,,,,4699937
SRR6654668,,,,459380
SRR18645014,9887.0,,,45944960
SRR6345658,,,,20893960
SRR11302996,,,,277395
SRR5921196,,,,43287401
SRR3179601,,,,14855751
SRR13646756,,,,53687082
SRR8526653,12.0,,,12936203
ERR854842,,,,1241524
SRR10125975,,,,366396
SRR6268132,,,,7254953
ERR1414822,,,,844555
SRR12446294,,,,26614542
ERR853515,,,,872970
ERR1821626,,,,2140172
ERR590789,,,,1242889
ERR1396914,,,,2963521
ERR2722988,,,,96560
SRR11601823,14.0,,,22796926
ERR958922,,,,92543
ERR960761,,,,1908
SRR13646753,,,,54223715
SRR8106310,,,,31254
SRR6654987,,,,350399
ERR1757463,,,,775696
SRR6176716,,,,26301999
ERR1442629,,,,1296018
ERR1108547,,,,1335969
ERR854814,,,,1718832
ERR667480,,,,456071
ERR1407575,,,,8798
SRR17547554,,,,1743915
SRR8106383,,,,363783
SRR14559690,,,,21480520
SRR11951231,,,,30287993
ERR1821516,,,,1971277
ERR1821899,,,,1796203
ERR1374287,,,,761
SRR8928842,,,,2388559
SRR1871885,,,,229644
SRR5810758,,,,579205
SRR6469362,,,,1576790
SRR8811912,,,,7146536
SRR6469056,,,,7180
SRR7266721,,,,13887358
ERR1218493,,,,500307
SRR6387407,,,,11522181
SRR13528198,,,,47101306
SRR12354658,,,,35162291
SRR1871961,,,,133662
SRR15626558,,,,22436462
SRR18042695,,,,21282445
ERR1888345,,,,131189
SRR11700451,,,,1473161
ERR1107867,,,,2280820
SRR8485426,,,,5737643
SRR3923677,,1.0,,11740516
SRR6469865,,,,1477328
SRR11785631,,,,10121286
ERR960123,,,,59777
SRR5817914,,,,8947658
ERR1858026,,,,2114636
SRR10126328,,,,533295
ERR830287,,,,1843218
SRR1062421,,,,3534878
SRR7633488,,,,31042978
SRR8305622,,,,2748695
SRR9669989,,,,17103673
ERR755670,,,,2251573
SRR8106570,,,,499914
ERR1373730,,,,381339
SRR15927799,,42.0,,18722094
ERR1099525,,,,673618
ERR2723875,,,,301200
SRR11303008,,,,94040
SRR8788643,,,,13773510
SRR870824,,,,834253
ERR1107972,,,,437261
SRR8787791,,,,1495927
SRR10511893,175.0,,,27297074
SRR18192311,,,,410399
ERR830274,,,,1525442
SRR1821814,,,,49364547
ERR1215837,,,,443356
ERR959960,,,,47315
ERR1410203,,,,3204271
SRR17210887,,,,32736052
SRR6469387,,,,1084088
ERR667494,,,,1328024
SRR6654338,,,,726728
ERR959391,,,,0
SRR11427454,,,,28429584
ERR1216695,,,,548677
ERR2723983,,,,474168
ERR998272,,,,130350
ERR1216523,,,,680263
ERR960510,,,,4648
ERR925791,,,,307377
ERR949649,,,,205354
SRR10151594,,,,1304668
ERR1888771,,,,83038
SRR1062683,,,,3473651
ERR2723844,,,,298482
SRR5006027,,,,52839493
ERR999531,,,,27352
SRR6908696,,,,1252465
ERR1888742,,,,216873
ERR273897,,,,7067467
ERR1857870,,,,2266501
ERR2723997,,,,510710
ERR2146971,,,,2553477
ERR959318,,,,7279
SRR5044689,,,,8257964
SRR8784143,,,,161585
SRR6257762,,,,31991152
ERR830291,,,,1630097
ERR3011943,,,,18907994
SRR11302886,,,,218335
SRR3666782,,,,43451370
SRR9312972,,,,11724484
SRR3038040,,,,35490928
SRR1265748,,,,451938
SRR9944755,20.0,,,45285071
ERR1431994,,,,34020
ERR1427252,,,,273820
ERR1857572,,,,2321675
ERR1621386,,,,1015275
ERR6690618,,,,31238874
SRR1872465,,,,39
SRR9198811,,,,521721
ERR1124981,,,,1125656
SRR11302373,,,,565598
SRR15931548,2417.0,699.0,,307591230
ERR716810,,,,1833988
SRR1872315,,,,148204
ERR1108069,,,,493132
ERR697903,,,,1447595
ERR689826,,,,2826783
DRR162481,,,,4851642
SRR12070784,,,,7314504
SRR16299190,,,,284401
ERR1692489,,,,1727387
SRR17547496,,,,6765935
SRR9850648,,,,1324729
SRR17604955,,,,10109199
SRR6654305,,,,1253789
ERR4902956,,,,17498322
SRR15376930,,,,49518213
ERR1442608,,,,1445004
SRR6469857,,,,1118874
SRR8106574,,,,555577
ERR1442770,,,,1367591
SRR6818811,,4.0,,22283826
ERR1821875,,,,2133072
ERR7384926,,,,34764119
ERR1730582,,,,1480952
SRR12464069,,,,22547949
ERR492376,,,,1671595
ERR1373521,,,,750461
ERR1408865,,,,1544922
SRR10887511,,,,221683
SRR1821840,,,,33891037
ERR1396815,,,,17181
SRR6250338,,,,601815
ERR1621645,,,,937118
SRR1872623,,,,294448
SRR10095965,,,,577754852
SRR1872299,,,,221218
SRR10735833,,,,12217744
SRR1872864,,,,185388
SRR6025626,,,,12487095
ERR1889538,,,,169373
SRR11305407,,,1.0,29983995
ERR697915,,,,2694230
ERR1955207,,,,179147850
ERR1442878,,,,1417045
ERR716733,,,,1617880
ERR1396985,,,,1795032
ERR4568383,,,,21690141
SRR9854024,,,,25220452
SRR8788679,,,,9370924
SRR8937001,22.0,2.0,,45291343
SRR5810744,,,,959842
SRR12194908,,,,3408
SRR6250192,,,,688280
SRR13115035,,,,2813167
SRR13388643,,,,70241910
ERR1442865,,,,1312434
SRR15831098,,,,25053108
SRR6289679,,,,5022705
SRR12469174,,,,11295432
SRR7240616,,,,2694613
SRR14428590,,,,45854889
SRR6661139,,,,14453199
SRR6025610,,,,30944623
SRR8883765,,,,158103
ERR1067175,,,,2957861
ERR1204388,,,,505484
SRR11365196,,,,20920008
SRR2968456,,,,5890568
SRR5115725,,,,42270829
SRR6654567,,,,107837
ERR998117,,,,622130
SRR13234607,,,,18149085
ERR596624,,,,1334955
SRR13866623,,,,34198022
ERR525392,,,,1997157
SRR13646757,,,,67194473
SRR12614064,382.0,2.0,,22210093
SRR1062238,,,,3106712
ERR1216440,,,,681807
SRR10151851,,,,432117
SRR10974049,,,,3250022
SRR13181577,,,,20157213
SRR8784181,,,,4342809
SRR8526651,6.0,,,12215531
SRR9861065,,,,23157879
SRR7909921,,,,24396632
SRR6908622,,,,15120
ERR667410,,,,1077434
SRR8787782,,,,4341218
ERR1730547,6.0,,,1356125
ERR1730743,,,,226585
ERR1857804,,,,2629501
SRR10126044,,,,421557
ERR999525,,,,994817
SRR12037319,,,,494993
ERR1216405,,,,518036
SRR12436786,,,,9763004
ERR949658,,,,1328996
SRR1871935,,,,84868
ERR1216122,,,,502810
SRR19762948,,,,16596731
ERR698023,,,,2388669
ERR582868,,,,20116
SRR7235550,,,,10250487
ERR1442783,,,,1611974
ERR925763,,,,105225
ERR960010,,,,10720
SRR12661624,,,,13065276
SRR6250371,,,,1023716
ERR1816522,,,,1984211
ERR1620457,,,,483309
SRR10151961,,,,398880
ERR1215512,,,,595755
ERR2154780,,,,418903
SRR13181516,,,,19364376
SRR18124380,,,,21801646
SRR11303022,,,,469463
ERR4321730,,,,37716352
SRR13176111,,,,18795932
ERR1204415,,,,854939
ERR659972,,,,1979357
SRR17714721,,,,24836859
SRR13646771,,,,57592967
ERR1395845,,,,373017
ERR960258,,,,14444
ERR1252174,,,,960120
SRR658534,,,,32285149
ERR830338,,,,1701582
ERR2723776,,,,142164
SRR1871895,,,,112291
ERR1427215,,,,470147
SRR9198649,,,,827047
SRR6020442,,,,64
ERR1432015,,,,3409162
SRR7299194,,,,28668909
SRR19077307,,,,22782052
ERR1218407,,,,366701
SRR13646798,,,,59615891
SRR8928804,,,,551897
SRR7252513,,,,24869203
ERR959175,,,,9874
SRR7905375,,,,1800555
SRR7223666,,,,17594409
ERR959697,,,,21870
ERR279660,,,,407560
SRR6025603,,,,31195216
SRR6469075,,,,924457
SRR2982514,,,,23509967
ERR667508,,,,1217598
ERR1216004,,,,590912
ERR1888145,,,,468162
SRR10916818,,,,23133197
ERR999276,,,,487918
SRR8787640,,,,31475
SRR10151828,,,,1936354
SRR11302836,,,,397877
SRR13339172,,,,15685103
ERR1396893,,,,420520
ERR517924,,,,1756137
SRR1872693,,,,255135
SRR18534000,,,,34535654
SRR22428432,,,,1399482
SRR8798894,9.0,,,27269188
SRR11427399,,,,29598820
SRR11302541,,,,438801
ERR1124985,,,,863193
SRR393000,,,,1085
ERR1216449,,,,1012403
SRR12661586,,,,14792546
SRR14428586,,,,139749706
ERR590791,,,,1664126
SRR11303361,,,,229639
ERR1407716,,,,14736
SRR6829415,,,,27324741
ERR1395916,,,,1430600
ERR960290,,,,7770
SRR7909899,,,,18758014
ERR1122785,,,,1653067
ERR1888835,,,,156365
ERR1216188,,,,583662
SRR12474619,,,,5554211
ERR667407,,,,1323723
ERR1395840,,,,381541
ERR667592,,,,2007645
SRR10126111,,,,13629
SRR10070809,,,,873618
SRR10126304,,,,388122
SRR7891989,,,,2763651
SRR6468946,,,,854751
ERR689874,,,,1920949
ERR1205323,,,,6504
SRR1872876,,,,456339
SRR8883789,,,,13859636
SRR10126211,,,,542370
ERR1251991,,,,1077315
ERR1124550,,,,682157
ERR1124635,,,,107774
SRR12185265,,,,31716738
SRR12661677,,,,90
SRR1872048,,,,191911
ERR2154771,,,,955515
ERR959642,,,,31761
ERR596651,,,,1398691
SRR10974039,,,,2849179
SRR10070826,,,,1069974
SRR5119945,,,,23896755
SRR13979074,,,,12319
ERR1108772,,,,2336993
SRR13674936,,,2.0,23312097
SRR10741399,,,,30258671
SRR12283717,,,,12529015
SRR14882119,,,,39175094
SRR13437194,20.0,,,23422738
SRR953530,,,,986052
SRR11873961,,,,42074673
SRR5822007,,,,28662254
ERR1374672,,,,2918
SRR17994494,,,,16673989
SRR8928821,,,,742794
ERR1395829,,,,393816
ERR1067184,,,,2492317
SRR6655050,,,,510865
ERR718642,,,,7071201
SRR10863044,,,,14833
SRR6374790,2.0,,,19664843
ERR1408837,,,,17584
ERR959896,,,,51592
SRR3381839,10.0,,653.0,8245837
SRR8937002,,,,43111150
ERR780072,,,,1896070
ERR8517115,,,,16092434
SRR11303221,,,,696766
SRR7662125,,,,530710
SRR9333941,,,,24345758
SRR18042680,,,,20040817
ERR2146912,,,,2921895
SRR042431,,,,11251
ERR1426897,,,,161615
SRR6289706,,,,5303895
ERR998454,,,,330911
SRR7240617,,,,16156551
SRR1872880,,,,303075
SRR6996479,,,,4267262
SRR10151827,,,,980280
SRR21518667,,,,25560626
ERR959702,,,,50359
ERR1706514,,,,10640194
ERR1124805,,,,211078
ERR959650,,,,41581
ERR273873,,,,13959315
SRR12661812,,,,11080641
ERR999480,,,,75098
SRR6469741,,,,1302187
ERR1216325,,,,784977
ERR960143,,,,163
SRR3228707,,,,35107301
ERR1891721,,,,198935
ERR959803,,,,28498
ERR1857670,,,,2122362
ERR1416099,,,,561122
ERR1124552,,,,5114
ERR1692446,,,,1893973
SRR11427206,,,,20155927
ERR959121,,,,288288
SRR12436752,,,,56245597
ERR202551,,,,412349
ERR1621498,,,,927031
SRR21092434,,,,57156598
SRR6469383,,,,1645802
ERR1125022,,,,1455934
SRR6655176,,,,1100676
SRR2089837,,,,1220144
SRR1821831,,,,36848357
SRR18745496,,,,9512678
ERR1821773,,,,2119261
ERR1216023,,,,776689
ERR10047720,,,,28932661
ERR4973560,,,,13271260
ERR1821750,,,,2110697
ERR1215762,,,,303297
ERR1374413,,,,2646
ERR959930,,,,8465
SRR13724976,,,,3231262
SRR9198760,,,,548091
ERR2723602,,,,153352
SRR16298981,,,,683319
ERR1124655,,,,354907
ERR1407606,,,,719454
SRR8788653,,,,295065
ERR960602,,,,55949
SRR1039573,,,,27171034
SRR7268988,,,,7610295
ERR1889597,,,,31196
ERR1620502,,,,792257
ERR2723545,,,,1413558
ERR1396971,,,,878002
SRR10151606,,,,1246686
SRR1035239,,,,17356676
SRR6469811,,,,918446
ERR1426856,,,,61559
SRR13646804,,,,69871570
SRR12371366,,,,18001618
SRR17604942,,,,15589413
ERR1888965,,,,8094
SRR13181527,,,,27202734
SRR3679554,,,,6106088
SRR11420469,,,,402108
ERR1889169,,,,57780
SRR10070555,,,,188550
ERR3489868,,,,21658914
SRR6908634,,,,26915
SRR14217571,,,,28719722
SRR7119856,,,,919936
ERR959285,,,,82800
SRR6268180,,,,113282
SRR11302348,,,,475213
SRR13181531,,,,18447047
SRR835169,,,,2412071
ERR1414906,,,,820346
SRR8106580,,,,1064812
SRR17400080,,,,20423942
SRR10510893,,,,19246858
SRR18516947,,,,4702356
SRR11214448,,,,28641443
ERR1203524,,,,1046236
ERR1204566,,,,636688
SRR5004955,,,,64342858
SRR9854022,,,,52955686
SRR12899700,,,,625673
ERR1857632,,,,2321918
ERR853507,,,,757492
ERR1416196,,,,1125815
SRR10117541,,,,33663897
SRR6469143,,,,1233861
SRR3231304,,,,21434
SRR15710932,,,,20696085
SRR4026153,,,,30579255
ERR492357,,,,813435
SRR10151964,,,,1554127
SRR11926680,,,,23269659
SRR16768265,2.0,84.0,,23350651
ERR1416135,,,,1033744
SRR7008288,,,,5099233
SRR6469054,,,,3032
SRR1871957,,,,74522
SRR6814880,,,,9736525
ERR1888810,,,,1610603
SRR18390907,,,,14048181
SRR7041870,,,,34280960
SRR3207413,,,,7010842
ERR959934,,,,27582
ERR697842,,,,1042277
ERR1124497,,118.0,,1305124
ERR716722,,,,1915753
ERR1252007,,,,1092145
SRR11427452,,,,32292741
SRR9198675,,,,608585
ERR960192,,,,21642
ERR1889542,,,,433077
SRR10127673,2.0,,,20834881
SRR12974163,,,,82572632
SRR6654458,,,,465770
SRR13938349,,,,4692546
ERR963151,,,,11939
ERR1858044,,,,2454079
SRR9198641,,,,550421
ERR1046071,,,,1761507
SRR8811905,,,,6161531
ERR667635,,,,2523337
SRR17282610,,,,15146888
ERR2723332,,,,374123
SRR10095969,,,,543928671
ERR202565,,,,2597676
SRR11040636,,,,29373316
SRR5893117,,,,39739157
SRR8787644,,,,8295840
ERR1442805,,,,1338515
ERR716869,,,,1946839
SRR3498282,,1.0,,4485814
SRR10956566,,,,29315141
SRR18296200,,,,21117405
ERR1395858,,,,591279
ERR999437,,,,872933
SRR13693863,,,,185375471
SRR13376244,,312.0,,19356700
ERR1621350,,,,997416
ERR2723605,,,,178737
SRR3018742,,,,23811945
ERR1204497,,,,287311
SRR1609738,2.0,420.0,,11325779
ERR1252193,,,,1141682
ERR1415373,,,,771497
ERR853780,,,,857523
ERR737784,,,,2269949
SRR10126279,,,,480053
ERR999452,,,,9388
ERR716833,,,,2097363
SRR22270157,,,,18470367
SRR10366887,,,,20385086
SRR514029,,,,43189234
ERR2723341,,,,492204
SRR8106366,,,,60899
ERR1540893,,,,2334573
SRR7662023,,,,959495
SRR12831464,,294.0,470.0,24002376
SRR6654774,,,,87940
ERR1069064,,,,1211628
SRR10010389,20.0,,,5944963
ERR1218425,,,,383910
ERR1442724,,,,1426770
SRR6654945,,,,709081
SRR11590421,,12.0,,34141458
ERR1620419,,,,598516
SRR11773522,,,,39644269
SRR8811915,,,,7300626
ERR7384919,,,,52072885
SRR15204088,,,,13655812
SRR18181442,,,,2584540
SRR10151769,,,,315148
SRR6468964,,,,982903
SRR11814645,,,,20268087
SRR11302303,,,,230209
SRR9198771,,,,225979
ERR1069072,,,,1261962
SRR2239183,,,,13505826
ERR998382,,,,71656
ERR1124882,,,,93216
SRR2735241,,,,17080508
ERR1415210,,,,97457
ERR959755,,,,0
ERR1427233,,,,326990
SRR9849279,,,,20592785
ERR1757544,,,,1133672
ERR959375,,,,71565
SRR6877475,4.0,,,25439171
SRR13238432,,,,4555248
SRR11699741,,,,196728
SRR6468879,,,,986096
SRR8867576,,,,22289484
SRR6251101,,,,2011047
SRR5921126,,,,52533819
ERR1124944,,,,706192
ERR1757706,2.0,,,1220765
ERR1374587,,,,1860
SRR11302343,,,,496874
ERR960308,,,,17213
SRR8883759,,,,303481
SRR6654942,,,,296751
SRR5820056,,,,11527878
ERR1889482,,,,159615
SRR2751020,4.0,,1.0,42798845
SRR10151573,,,,1472037
SRR6020335,,,,351740
SRR5934165,,,,29017075
SRR7659030,12.0,,,21789027
ERR1426894,,,,239517
ERR1108529,,,,1350334
ERR1426935,,,,12775
SRR10827995,1345.0,,,27074963
SRR6289689,,,,3303365
SRR1872849,,,,304826
SRR10230307,,,,60143900
ERR1205414,,,,428677
ERR1108200,,,,1130396
SRR8883880,,,,527175
ERR1251905,,,,994271
ERR1099535,,,,538744
ERR959743,,,,40069
SRR5507574,,,,16818057
SRR13074815,,,,560918
SRR6289685,,,,3951498
SRR10863009,,,,13214058
ERR958895,,,,132298
ERR4648710,,,,8474923
ERR2723036,,,,1050636
ERR1821892,,,,1808389
SRR11427434,,,,17535714
ERR1069071,,,,1238369
SRR6654288,,,,1136533
SRR11427458,,,,31907787
SRR19594531,,,,12260291
ERR1692555,,,,1087093
ERR1816528,,,,1867751
SRR17259773,,,,27336116
SRR12661633,,,,10391528
SRR5125627,,,,9578574
SRR8244106,,,,18306339
ERR1858113,,,,2693255
ERR1427380,,,,167469
SRR9861063,,,,19552802
SRR5113044,,,,6325003
ERR1757509,,,,1855209
SRR22044643,14.0,2.0,4.0,19273962
SRR5931550,,,,26838783
SRR6655224,,,,9756
ERR1122705,,,,581143
ERR659959,,,,1963048
SRR6494596,2.0,3266.0,,37791165
SRR10527610,,,,80561432
SRR5818017,,,,12851335
SRR11302424,,,,351739
SRR16299415,,,,99406
ERR1442590,,,,1391241
ERR999529,,,,894434
ERR2723281,,,,793307
