Run ID,Number of reads,Mate1,Mate2
ERR1730787,1894615,75,75.0
ERR1730788,1864705,75,75.0
ERR1730789,1952198,75,75.0
ERR1730790,1475464,75,75.0
ERR1730791,1543201,75,75.0
ERR1730792,1910931,75,75.0
ERR1730793,1971971,75,75.0
ERR1730794,2165582,75,75.0
ERR1730795,1373722,75,75.0
ERR1730796,1392348,75,75.0
ERR1730797,2188429,75,75.0
ERR1730798,2004316,75,75.0
ERR1730799,2206201,75,75.0
ERR1730800,1986059,75,75.0
ERR1730801,290464,75,75.0
ERR1730802,2092892,75,75.0
ERR1730803,1789891,75,75.0
ERR1730804,1210743,75,75.0
ERR1730805,819415,75,75.0
ERR1730806,1974876,75,75.0
ERR1730807,1152335,75,75.0
ERR1730808,507995,75,75.0
ERR1730809,934075,75,75.0
ERR1730810,2024098,75,75.0
ERR1730811,189424,75,75.0
ERR1730812,707168,75,75.0
ERR1730813,130839,75,75.0
ERR1730814,61238,75,75.0
ERR1730815,105564,75,75.0
ERR1730816,2317183,75,75.0
ERR1730817,102370,75,75.0
ERR1730818,404347,75,75.0
ERR1730819,794146,75,75.0
ERR1730820,1698436,75,75.0
ERR1730821,2072989,75,75.0
ERR1730822,869539,75,75.0
ERR1730823,2416666,75,75.0
ERR1730824,1359786,75,75.0
ERR1730825,847042,75,75.0
ERR1730826,551383,75,75.0
ERR1730827,929887,75,75.0
ERR1730828,1786970,75,75.0
ERR1730829,1010204,75,75.0
ERR1730830,118093,75,75.0
ERR1730831,1746088,75,75.0
ERR1730832,738390,75,75.0
ERR1730833,262083,75,75.0
ERR1730834,1335898,75,75.0
ERR1730835,1661531,75,75.0
ERR1730836,1787303,75,75.0
ERR1730837,207855,75,75.0
ERR1730838,1989775,75,75.0
ERR1730839,156730,75,75.0
ERR1730840,405320,75,75.0
ERR1730841,2125806,75,75.0
ERR1730842,2195091,75,75.0
ERR1757369,91563,75,75.0
ERR1757370,1262317,75,75.0
ERR1757371,26258,75,75.0
ERR1757372,1625351,75,75.0
ERR1757373,1529785,75,75.0
ERR1757374,1691088,75,75.0
ERR1757375,87219,75,75.0
ERR1757376,306010,75,75.0
ERR1757377,1856617,75,75.0
ERR1757378,125422,75,75.0
ERR1757379,1653759,75,75.0
ERR1757380,343928,75,75.0
ERR1757381,78486,75,75.0
ERR1757382,232524,75,75.0
ERR1757383,645729,75,75.0
ERR1757384,47036,75,75.0
ERR1757385,91702,75,75.0
ERR1757386,429979,75,75.0
ERR1757387,1671435,75,75.0
ERR1757388,83680,75,75.0
ERR1757389,52028,75,75.0
ERR1757390,151056,75,75.0
ERR1757391,151958,75,75.0
ERR1757392,2106565,75,75.0
ERR1757393,1537290,75,75.0
ERR1757394,99035,75,75.0
ERR1757395,631901,75,75.0
ERR1757396,1786688,75,75.0
ERR1757397,637552,75,75.0
ERR1757398,1526238,75,75.0
ERR1757399,331186,75,75.0
ERR1757400,46144,75,75.0
ERR1757401,180851,75,75.0
ERR1757402,91978,75,75.0
ERR1757403,128107,75,75.0
ERR1757404,80011,75,75.0
ERR1757405,1615380,75,75.0
ERR1757406,969,75,75.0
ERR1757407,400665,75,75.0
ERR1757408,1666970,75,75.0
ERR1757409,104635,75,75.0
ERR1757410,1712795,75,75.0
ERR1757411,1825124,75,75.0
ERR1757412,223641,75,75.0
ERR1757413,488929,75,75.0
ERR1757414,112722,75,75.0
ERR1757415,80943,75,75.0
ERR1757416,1409233,75,75.0
ERR1757417,1940633,75,75.0
ERR1757418,76101,75,75.0
ERR1757419,453277,75,75.0
ERR1757420,403673,75,75.0
ERR1757421,99154,75,75.0
ERR1757422,593691,75,75.0
ERR1757423,2000118,75,75.0
ERR1757424,77151,75,75.0
ERR1757425,56530,75,75.0
ERR1757426,1105985,75,75.0
ERR1757428,1605740,75,75.0
ERR1757429,126456,75,75.0
ERR1757430,1636504,75,75.0
ERR1757431,443793,75,75.0
ERR1757432,1747902,75,75.0
ERR1757433,130349,75,75.0
ERR1757434,78473,75,75.0
ERR1757435,24479,75,75.0
ERR1757436,140612,75,75.0
ERR1757438,855990,75,75.0
ERR1757439,926773,75,75.0
ERR1757440,3613,75,75.0
ERR1757441,550095,75,75.0
ERR1757442,1016399,75,75.0
ERR1757443,53895,75,75.0
ERR1757444,73556,75,75.0
ERR1757445,1888479,75,75.0
ERR1757446,96738,75,75.0
ERR1757447,98389,75,75.0
ERR1757448,64337,75,75.0
ERR1757449,47002,75,75.0
ERR1757450,831772,75,75.0
ERR1757451,49831,75,75.0
ERR1757452,94212,75,75.0
ERR1757453,98329,75,75.0
ERR1757454,135062,75,75.0
ERR1757455,297428,75,75.0
ERR1757456,106183,75,75.0
ERR1757457,46967,75,75.0
ERR1757458,110985,75,75.0
ERR1757459,31229,75,75.0
ERR1757460,269301,75,75.0
ERR1757462,154406,75,75.0
ERR1757463,848974,75,75.0
ERR1757464,90137,75,75.0
ERR1757465,412007,75,75.0
ERR1757466,1606354,75,75.0
ERR1757467,44222,75,75.0
ERR1757468,1574717,75,75.0
ERR1757469,311157,75,75.0
ERR1757470,88241,75,75.0
ERR1757471,240217,75,75.0
ERR1757472,102328,75,75.0
ERR1757473,100986,75,75.0
ERR1757474,86045,75,75.0
ERR1757475,51964,75,75.0
ERR1757476,84441,75,75.0
ERR1757477,77247,75,75.0
ERR1757478,77657,75,75.0
ERR1757479,52194,75,75.0
ERR1757480,383609,75,75.0
ERR1757481,89299,75,75.0
ERR1757482,98580,75,75.0
ERR1757483,93740,75,75.0
ERR1757484,115632,75,75.0
ERR1757485,1540915,75,75.0
ERR1757486,80396,75,75.0
ERR1757487,148374,75,75.0
ERR1757488,475303,75,75.0
ERR1757489,152173,75,75.0
ERR1757490,317711,75,75.0
ERR1757491,548634,75,75.0
ERR1757492,1730294,75,75.0
ERR1757493,289056,75,75.0
ERR1757494,242625,75,75.0
ERR1757495,120622,75,75.0
ERR1757496,323633,75,75.0
ERR1757497,1767406,75,75.0
ERR1757498,89483,75,75.0
ERR1757499,70442,75,75.0
ERR1757500,474244,75,75.0
ERR1757501,80999,75,75.0
ERR1757502,6699,75,75.0
ERR1757503,245367,75,75.0
ERR1757504,90801,75,75.0
ERR1757505,1784180,75,75.0
ERR1757506,162887,75,75.0
ERR1757507,99791,75,75.0
ERR1757508,2155784,75,75.0
ERR1757509,1988639,75,75.0
ERR1757511,139630,75,75.0
ERR1757513,1885265,75,75.0
ERR1757514,167371,75,75.0
ERR1757515,267801,75,75.0
ERR1757516,143287,75,75.0
ERR1757517,1900130,75,75.0
ERR1757518,576086,75,75.0
ERR1757520,75195,75,75.0
ERR1757521,54552,75,75.0
ERR1757522,1066697,75,75.0
ERR1757523,1461501,75,75.0
ERR1757524,328469,75,75.0
ERR1757525,1666586,75,75.0
ERR1757526,1586620,75,75.0
ERR1757528,1696860,75,75.0
ERR1757529,126517,75,75.0
ERR1757530,106809,75,75.0
ERR1757531,40146,75,75.0
ERR1757532,1132432,75,75.0
ERR1757533,1590794,75,75.0
ERR1757534,96251,75,75.0
ERR1757535,903110,75,75.0
ERR1757536,9409,75,75.0
ERR1757537,533197,75,75.0
ERR1757538,990124,75,75.0
ERR1757540,72137,75,75.0
ERR1757541,1842300,75,75.0
ERR1757542,1222111,75,75.0
ERR1757543,1093923,75,75.0
ERR1757544,1241197,75,75.0
ERR1757545,819620,75,75.0
ERR1757546,804663,75,75.0
ERR1757547,19817,75,75.0
ERR1757548,51309,75,75.0
ERR1757549,1651122,75,75.0
ERR1757550,911812,75,75.0
ERR1757551,784732,75,75.0
ERR1757552,168754,75,75.0
ERR1757553,142515,75,75.0
ERR1757554,477780,75,75.0
ERR1757555,621548,75,75.0
ERR1757556,156129,75,75.0
ERR1757557,340219,75,75.0
ERR1757558,402250,75,75.0
ERR1757559,825463,75,75.0
ERR1757560,1704411,75,75.0
ERR1757561,1463039,75,75.0
ERR1757562,1534436,75,75.0
ERR1757563,777242,75,75.0
ERR1757564,1499710,75,75.0
ERR1757565,1419965,75,75.0
ERR1757566,1564610,75,75.0
ERR1757567,1475990,75,75.0
ERR1757568,1938976,75,75.0
ERR1757569,55219,75,75.0
ERR1757570,81867,75,75.0
ERR1757571,1542946,75,75.0
ERR1757572,1563380,75,75.0
ERR1757573,1369906,75,75.0
ERR1757574,1452391,75,75.0
ERR1757575,1580621,75,75.0
ERR1757576,1690724,75,75.0
ERR1757577,1608983,75,75.0
ERR1757578,1631468,75,75.0
ERR1757579,1551001,75,75.0
ERR1757580,1344905,75,75.0
ERR1757581,1470711,75,75.0
ERR1757582,1446286,75,75.0
ERR1757583,1817362,75,75.0
ERR1757584,1955004,75,75.0
ERR1757585,1426288,75,75.0
ERR1757586,1623552,75,75.0
ERR1757587,1275294,75,75.0
ERR1757588,1656391,75,75.0
ERR1757589,1710872,75,75.0
ERR1757590,1089399,75,75.0
ERR1757591,1544359,75,75.0
ERR1757592,1383736,75,75.0
ERR1757593,638169,75,75.0
ERR1757594,1458981,75,75.0
ERR1757595,1222665,75,75.0
ERR1757596,1343755,75,75.0
ERR1757597,1488883,75,75.0
ERR1757598,266902,75,75.0
ERR1757599,1523156,75,75.0
ERR1757600,1553333,75,75.0
ERR1757601,1708630,75,75.0
ERR1757602,1588196,75,75.0
ERR1757603,1685846,75,75.0
ERR1757604,2046740,75,75.0
ERR1757605,1888774,75,75.0
ERR1757606,1424872,75,75.0
ERR1757607,1349526,75,75.0
ERR1757608,1297764,75,75.0
ERR1757609,1799929,75,75.0
ERR1757610,1314729,75,75.0
ERR1757611,1640010,75,75.0
ERR1757612,1774144,75,75.0
ERR1757613,1810820,75,75.0
ERR1757614,1446174,75,75.0
ERR1757615,989190,75,75.0
ERR1757616,1385276,75,75.0
ERR1757617,957051,75,75.0
ERR1757618,1025331,75,75.0
ERR1757619,1395079,75,75.0
ERR1757620,1487956,75,75.0
ERR1757621,1582689,75,75.0
ERR1757622,175636,75,75.0
ERR1757623,1345067,75,75.0
ERR1757624,1608131,75,75.0
ERR1757625,921919,75,75.0
ERR1757626,1286418,75,75.0
ERR1757627,761131,75,75.0
ERR1757628,129808,75,75.0
ERR1757629,1510370,75,75.0
ERR1757630,1781253,75,75.0
ERR1757631,855102,75,75.0
ERR1757632,391061,75,75.0
ERR1757633,510468,75,75.0
ERR1757634,944205,75,75.0
ERR1757635,930975,75,75.0
ERR1757636,1261130,75,75.0
ERR1757637,1756037,75,75.0
ERR1757638,1167688,75,75.0
ERR1757639,1026195,75,75.0
ERR1757640,1174118,75,75.0
ERR1757641,783477,75,75.0
ERR1757642,765639,75,75.0
ERR1757643,590199,75,75.0
ERR1757644,935650,75,75.0
ERR1757645,1571991,75,75.0
ERR1757646,866470,75,75.0
ERR1757647,747056,75,75.0
ERR1757648,608113,75,75.0
ERR1757649,1364050,75,75.0
ERR1757650,459738,75,75.0
ERR1757651,589289,75,75.0
ERR1757652,1263624,75,75.0
ERR1757653,323040,75,75.0
ERR1757654,380192,75,75.0
ERR1757655,787114,75,75.0
ERR1757656,1606582,75,75.0
ERR1757657,1499052,75,75.0
ERR1757658,1566046,75,75.0
ERR1757659,790824,75,75.0
ERR1757660,1531496,75,75.0
ERR1757661,1443470,75,75.0
ERR1757662,122117,75,75.0
ERR1757663,813613,75,75.0
ERR1757664,1984331,75,75.0
ERR1757665,1747685,75,75.0
ERR1757666,1519382,75,75.0
ERR1757667,1567708,75,75.0
ERR1757668,1597983,75,75.0
ERR1757669,1393709,75,75.0
ERR1757670,1477792,75,75.0
ERR1757671,1609118,75,75.0
ERR1757672,1722449,75,75.0
ERR1757673,1644866,75,75.0
ERR1757674,1659370,75,75.0
ERR1757675,129076,75,75.0
ERR1757676,1366135,75,75.0
ERR1757677,582821,75,75.0
ERR1757678,1479239,75,75.0
ERR1757679,1850386,75,75.0
ERR1757680,1999494,75,75.0
ERR1757681,1460789,75,75.0
ERR1757682,1660261,75,75.0
ERR1757683,1294310,75,75.0
ERR1757684,1695295,75,75.0
ERR1757685,1749132,75,75.0
ERR1757686,1437201,75,75.0
ERR1757687,1568292,75,75.0
ERR1757688,1412561,75,75.0
ERR1757689,1708816,75,75.0
ERR1757690,1483139,75,75.0
ERR1757691,1242534,75,75.0
ERR1757692,1363688,75,75.0
ERR1757693,46416,75,75.0
ERR1757694,272257,75,75.0
ERR1757695,1552198,75,75.0
ERR1757696,1582547,75,75.0
ERR1757697,462492,75,75.0
ERR1757698,1621350,75,75.0
ERR1757699,369691,75,75.0
ERR1757700,2083090,75,75.0
ERR1757701,1297727,75,75.0
ERR1757702,1457144,75,75.0
ERR1757703,346618,75,75.0
ERR1757704,1323198,75,75.0
ERR1757705,1834786,75,75.0
ERR1757706,1328132,75,75.0
ERR1757707,1665263,75,75.0
ERR1757708,1800681,75,75.0
ERR1757709,216646,75,75.0
ERR1757710,1473954,75,75.0
ERR1757711,1876442,75,75.0
ERR1757712,1403253,75,75.0
ERR1757713,977228,75,75.0
ERR1757714,241423,75,75.0
ERR1757715,1427047,75,75.0
ERR1757716,1519309,75,75.0
ERR1757717,1612332,75,75.0
ERR1757718,688306,75,75.0
ERR1757719,1369314,75,75.0
ERR1757720,1638822,75,75.0
ERR1757721,942277,75,75.0
ERR1757722,1311682,75,75.0
ERR1757723,776247,75,75.0
ERR1757724,1089765,75,75.0
ERR1757725,1538618,75,75.0
ERR1757726,1814617,75,75.0
ERR1757727,869777,75,75.0
ERR1757728,20691,75,75.0
ERR1757729,522421,75,75.0
ERR1757730,959646,75,75.0
ERR1757731,948217,75,75.0
ERR1757732,1287593,75,75.0
ERR1757733,1779169,75,75.0
ERR1757734,1188613,75,75.0
ERR1757735,1041197,75,75.0
ERR1757736,1188567,75,75.0
ERR1757737,798457,75,75.0
ERR1757738,777394,75,75.0
ERR1757739,600729,75,75.0
ERR1757740,943957,75,75.0
ERR1757741,1592092,75,75.0
ERR1757742,876042,75,75.0
ERR1757743,756102,75,75.0
ERR1757744,618206,75,75.0
ERR1757745,1378539,75,75.0
ERR1757746,468590,75,75.0
ERR1757747,595665,75,75.0
ERR1757748,1283249,75,75.0
ERR1757749,327754,75,75.0
ERR1757750,386758,75,75.0
ERR1757751,802860,75,75.0
ERR1757752,1631761,75,75.0
ERR1759699,10080701,74,
ERR1759700,9995581,74,
ERR1759701,5914547,74,
ERR1759702,5872931,74,
ERR1816503,1797363,75,75.0
ERR1816504,1991072,75,75.0
ERR1816505,1876165,75,75.0
ERR1816506,2393561,75,75.0
ERR1816507,2032803,75,75.0
ERR1816508,124076,75,75.0
ERR1816509,2093090,75,75.0
ERR1816510,2147558,75,75.0
ERR1816511,1837723,75,75.0
ERR1816512,2085548,75,75.0
ERR1816513,1606682,75,75.0
ERR1816514,1772424,75,75.0
ERR1816515,2072865,75,75.0
ERR1816516,1932199,75,75.0
ERR1816517,1963879,75,75.0
ERR1816518,2179585,75,75.0
ERR1816519,2237717,75,75.0
ERR1816520,2289915,75,75.0
ERR1816521,2018049,75,75.0
ERR1816522,2087052,75,75.0
ERR1816523,2097988,75,75.0
ERR1816524,2089556,75,75.0
ERR1816525,2260894,75,75.0
ERR1816526,2070175,75,75.0
ERR1816527,2164097,75,75.0
ERR1816528,2018935,75,75.0
ERR1816529,1216795,75,75.0
ERR1816530,2114483,75,75.0
ERR1816531,2219209,75,75.0
ERR1816532,2162113,75,75.0
ERR1816533,2093582,75,75.0
ERR1816534,1906804,75,75.0
ERR1816535,2148288,75,75.0
ERR1816536,2095528,75,75.0
ERR1816537,1204285,75,75.0
ERR1816538,2024256,75,75.0
ERR1816539,2537635,75,75.0
ERR1816540,2134128,75,75.0
ERR1816541,2270045,75,75.0
ERR1816542,2072228,75,75.0
ERR1816543,2027780,75,75.0
ERR1816544,2092118,75,75.0
ERR1816545,2231564,75,75.0
ERR1816546,2079362,75,75.0
ERR1816547,2062158,75,75.0
ERR1816548,2128642,75,75.0
ERR1816549,952600,75,75.0
ERR1816550,2238102,75,75.0
ERR1816551,2165494,75,75.0
ERR1816552,1702093,75,75.0
ERR1816553,2073893,75,75.0
ERR1816554,904441,75,75.0
ERR1816555,1810280,75,75.0
ERR1816556,2083499,75,75.0
ERR1816557,1978329,75,75.0
ERR1816558,1896205,75,75.0
ERR1816559,2241231,75,75.0
ERR1816560,1918965,75,75.0
ERR1816561,1797965,75,75.0
ERR1816562,1947626,75,75.0
ERR1816563,1955258,75,75.0
ERR1816564,1927792,75,75.0
ERR1816565,2023356,75,75.0
ERR1816566,2082645,75,75.0
ERR1816567,1605308,75,75.0
ERR1816568,2024686,75,75.0
ERR1816569,2035070,75,75.0
ERR1816570,2165961,75,75.0
ERR1816571,2476553,75,75.0
ERR1816572,2234480,75,75.0
ERR1816573,2255543,75,75.0
ERR1816574,1750180,75,75.0
ERR1816575,2191515,75,75.0
ERR1816576,2085449,75,75.0
ERR1816577,2067363,75,75.0
ERR1816578,2162815,75,75.0
ERR1816579,2015362,75,75.0
ERR1816580,2110412,75,75.0
ERR1821483,1921730,75,75.0
ERR1821484,1949802,75,75.0
ERR1821485,1893981,75,75.0
ERR1821486,1958517,75,75.0
ERR1821487,1932764,75,75.0
ERR1821488,2025088,75,75.0
ERR1821489,1950588,75,75.0
ERR1821490,2042888,75,75.0
ERR1821491,2168065,75,75.0
ERR1821492,2478542,75,75.0
ERR1821493,2041641,75,75.0
ERR1821494,2258779,75,75.0
ERR1821495,2077750,75,75.0
ERR1821496,2197450,75,75.0
ERR1821497,2061661,75,75.0
ERR1821498,431849,75,75.0
ERR1821499,2283501,75,75.0
ERR1821500,2030339,75,75.0
ERR1821501,2077550,75,75.0
ERR1821502,1793332,75,75.0
ERR1821503,2147299,75,75.0
ERR1821504,473092,75,75.0
ERR1821505,2016329,75,75.0
ERR1821506,384258,75,75.0
ERR1821507,2014021,75,75.0
ERR1821508,2202949,75,75.0
ERR1821509,2017759,75,75.0
ERR1821510,2239242,75,75.0
ERR1821511,1961063,75,75.0
ERR1821512,1892860,75,75.0
ERR1821513,2378695,75,75.0
ERR1821514,2073568,75,75.0
ERR1821515,2102711,75,75.0
ERR1821516,2092012,75,75.0
ERR1821517,1867784,75,75.0
ERR1821518,1947047,75,75.0
ERR1821519,2191948,75,75.0
ERR1821520,2167395,75,75.0
ERR1821521,2104527,75,75.0
ERR1821522,1989389,75,75.0
ERR1821523,1887868,75,75.0
ERR1821524,1873576,75,75.0
ERR1821525,2390888,75,75.0
ERR1821526,461595,75,75.0
ERR1821527,1834346,75,75.0
ERR1821528,2085743,75,75.0
ERR1821529,430949,75,75.0
ERR1821530,348419,75,75.0
ERR1821531,1947471,75,75.0
ERR1821532,2069443,75,75.0
ERR1821533,1931846,75,75.0
ERR1821534,130229,75,75.0
ERR1821535,2038014,75,75.0
ERR1821536,424475,75,75.0
ERR1821537,2280077,75,75.0
ERR1821538,2011908,75,75.0
ERR1821539,200622,75,75.0
ERR1821540,2095702,75,75.0
ERR1821541,2256723,75,75.0
ERR1821542,2058365,75,75.0
ERR1821543,2132060,75,75.0
ERR1821544,567992,75,75.0
ERR1821545,2281241,75,75.0
ERR1821546,2028186,75,75.0
ERR1821547,410236,75,75.0
ERR1821548,2216653,75,75.0
ERR1821549,1788429,75,75.0
ERR1821550,652589,75,75.0
ERR1821551,2091760,75,75.0
ERR1821552,2141078,75,75.0
ERR1821553,2085230,75,75.0
ERR1821554,1906319,75,75.0
ERR1821555,2147452,75,75.0
ERR1821556,2094358,75,75.0
ERR1821557,267959,75,75.0
ERR1821558,1140765,75,75.0
ERR1821559,2019077,75,75.0
ERR1821560,2533800,75,75.0
ERR1821561,481381,75,75.0
ERR1821562,511674,75,75.0
ERR1821563,497064,75,75.0
ERR1821564,2066544,75,75.0
ERR1821565,136930,75,75.0
ERR1821566,2200594,75,75.0
ERR1821567,393393,75,75.0
ERR1821568,2026272,75,75.0
ERR1821569,2238507,75,75.0
ERR1821570,2091517,75,75.0
ERR1821571,506586,75,75.0
ERR1821572,268921,75,75.0
ERR1821573,518918,75,75.0
ERR1821574,1042053,75,75.0
ERR1821575,489267,75,75.0
ERR1821576,1947975,75,75.0
ERR1821577,1779181,75,75.0
ERR1821578,1887786,75,75.0
ERR1821579,2159540,75,75.0
ERR1821580,1290912,75,75.0
ERR1821582,405754,75,75.0
ERR1821583,544213,75,75.0
ERR1821584,1049904,75,75.0
ERR1821585,2194578,75,75.0
ERR1821586,73632,75,75.0
ERR1821587,2090331,75,75.0
ERR1821588,2090509,75,75.0
ERR1821589,190245,75,75.0
ERR1821590,655964,75,75.0
ERR1821591,1187232,75,75.0
ERR1821592,131699,75,75.0
ERR1821593,2164330,75,75.0
ERR1821594,571629,75,75.0
ERR1821595,2233112,75,75.0
ERR1821596,2102211,75,75.0
ERR1821597,510912,75,75.0
ERR1821598,1800544,75,75.0
ERR1821599,1949957,75,75.0
ERR1821600,904305,75,75.0
ERR1821602,709505,75,75.0
ERR1821603,550878,75,75.0
ERR1821604,539660,75,75.0
ERR1821605,1834948,75,75.0
ERR1821606,473817,75,75.0
ERR1821607,1957596,75,75.0
ERR1821608,1264826,75,75.0
ERR1821609,507874,75,75.0
ERR1821610,1837754,75,75.0
ERR1821611,2021557,75,75.0
ERR1821612,2089861,75,75.0
ERR1821613,1605045,75,75.0
ERR1821614,1948625,75,75.0
ERR1821615,533178,75,75.0
ERR1821616,321249,75,75.0
ERR1821617,2039822,75,75.0
ERR1821618,274124,75,75.0
ERR1821619,863965,75,75.0
ERR1821620,558881,75,75.0
ERR1821621,578602,75,75.0
ERR1821622,2042660,75,75.0
ERR1821623,1176527,75,75.0
ERR1821624,649764,75,75.0
ERR1821625,352597,75,75.0
ERR1821626,753251,75,75.0
ERR1821627,474003,75,75.0
ERR1821628,256797,75,75.0
ERR1821629,2193603,75,75.0
ERR1821630,1151373,75,75.0
ERR1821631,148852,75,75.0
ERR1821632,260728,75,75.0
ERR1821633,2258125,75,75.0
ERR1821634,620935,75,75.0
ERR1821635,208422,75,75.0
ERR1821636,2060872,75,75.0
ERR1821637,2016761,75,75.0
ERR1821638,2131956,75,75.0
ERR1821639,2152715,75,75.0
ERR1821641,2112629,75,75.0
ERR1821642,2029250,75,75.0
ERR1821643,2073742,75,75.0
ERR1821644,2218082,75,75.0
ERR1821645,1790127,75,75.0
ERR1821646,2159149,75,75.0
ERR1821647,142372,75,75.0
ERR1821648,1211640,75,75.0
ERR1821649,2088323,75,75.0
ERR1821650,1906900,75,75.0
ERR1821651,2146041,75,75.0
ERR1821652,2094710,75,75.0
ERR1821653,2114661,75,75.0
ERR1821655,2015532,75,75.0
ERR1821657,766169,75,75.0
ERR1821658,1505272,75,75.0
ERR1821660,2138064,75,75.0
ERR1821662,1948461,75,75.0
ERR1821664,2268240,75,75.0
ERR1821666,195364,75,75.0
ERR1821668,2017804,75,75.0
ERR1821670,649174,75,75.0
ERR1821672,2019952,75,75.0
ERR1821675,2236019,75,75.0
ERR1821676,146874,75,75.0
ERR1821677,2230302,75,75.0
ERR1821678,2077293,75,75.0
ERR1821681,2126953,75,75.0
ERR1821682,591932,75,75.0
ERR1821683,2235618,75,75.0
ERR1821684,1031460,75,75.0
ERR1821685,419842,75,75.0
ERR1821686,2375993,75,75.0
ERR1821687,1943133,75,75.0
ERR1821688,2074499,75,75.0
ERR1821689,2075179,75,75.0
ERR1821690,1772348,75,75.0
ERR1821692,538500,75,75.0
ERR1821693,2092926,75,75.0
ERR1821694,2091809,75,75.0
ERR1821695,1939371,75,75.0
ERR1821696,2014526,75,75.0
ERR1821697,2192689,75,75.0
ERR1821698,1434141,75,75.0
ERR1821700,1892217,75,75.0
ERR1821701,2235748,75,75.0
ERR1821702,2107839,75,75.0
ERR1821703,134949,75,75.0
ERR1821704,1804132,75,75.0
ERR1821705,1956929,75,75.0
ERR1821707,1893311,75,75.0
ERR1821708,1879478,75,75.0
ERR1821709,2396860,75,75.0
ERR1821710,2037048,75,75.0
ERR1821711,1842637,75,75.0
ERR1821712,2097783,75,75.0
ERR1821713,1960480,75,75.0
ERR1821714,2148179,75,75.0
ERR1821715,1263614,75,75.0
ERR1821717,2027430,75,75.0
ERR1821718,2089500,75,75.0
ERR1821719,1606779,75,75.0
ERR1821720,1955577,75,75.0
ERR1821721,2029429,75,75.0
ERR1821722,2073194,75,75.0
ERR1821723,2042149,75,75.0
ERR1821724,2171554,75,75.0
ERR1821725,1935424,75,75.0
ERR1821726,2484257,75,75.0
ERR1821727,1966977,75,75.0
ERR1821728,2041178,75,75.0
ERR1821729,2184650,75,75.0
ERR1821730,651436,75,75.0
ERR1821731,2262482,75,75.0
ERR1821732,2289950,75,75.0
ERR1821733,1830070,75,75.0
ERR1821735,209405,75,75.0
ERR1821736,2091267,75,75.0
ERR1821737,2099063,75,75.0
ERR1821738,2091951,75,75.0
ERR1821739,2260884,75,75.0
ERR1821740,2071931,75,75.0
ERR1821741,2167929,75,75.0
ERR1821743,2021502,75,75.0
ERR1821745,150504,75,75.0
ERR1821746,2288574,75,75.0
ERR1821747,952582,75,75.0
ERR1821748,2036819,75,75.0
ERR1821749,2079126,75,75.0
ERR1821750,2221650,75,75.0
ERR1821751,1795070,75,75.0
ERR1821753,2097446,75,75.0
ERR1821754,2148617,75,75.0
ERR1821755,2092833,75,75.0
ERR1821756,1909284,75,75.0
ERR1821758,2102811,75,75.0
ERR1821759,2120556,75,75.0
ERR1821760,398665,75,75.0
ERR1821761,2027649,75,75.0
ERR1821762,2541587,75,75.0
ERR1821763,2138895,75,75.0
ERR1821765,2272903,75,75.0
ERR1821766,2075851,75,75.0
ERR1821767,2023496,75,75.0
ERR1821769,2023608,75,75.0
ERR1821770,2032348,75,75.0
ERR1821772,2093893,75,75.0
ERR1821773,2233683,75,75.0
ERR1821774,2081833,75,75.0
ERR1821775,1965537,75,75.0
ERR1821776,2059927,75,75.0
ERR1821777,2131878,75,75.0
ERR1821778,1956228,75,75.0
ERR1821779,2243270,75,75.0
ERR1821780,1892783,75,75.0
ERR1821781,2163540,75,75.0
ERR1821782,2382138,75,75.0
ERR1821783,1950328,75,75.0
ERR1821784,2080271,75,75.0
ERR1821785,2080462,75,75.0
ERR1821786,2104263,75,75.0
ERR1821787,2196869,75,75.0
ERR1821788,753942,75,75.0
ERR1821789,2095836,75,75.0
ERR1821790,2095599,75,75.0
ERR1821791,1947682,75,75.0
ERR1821792,2016364,75,75.0
ERR1821793,2198181,75,75.0
ERR1821794,1979451,75,75.0
ERR1821795,2170051,75,75.0
ERR1821796,1897318,75,75.0
ERR1821797,2238648,75,75.0
ERR1821798,2109187,75,75.0
ERR1821799,1924446,75,75.0
ERR1821800,1805413,75,75.0
ERR1821801,1954373,75,75.0
ERR1821802,1995111,75,75.0
ERR1821803,1897713,75,75.0
ERR1821804,1880853,75,75.0
ERR1821805,2403837,75,75.0
ERR1821806,2040978,75,75.0
ERR1821807,1842603,75,75.0
ERR1821808,2097250,75,75.0
ERR1821809,1962141,75,75.0
ERR1821810,2151967,75,75.0
ERR1821811,1936189,75,75.0
ERR1821812,1843956,75,75.0
ERR1821813,2031588,75,75.0
ERR1821814,2092489,75,75.0
ERR1821815,1613475,75,75.0
ERR1821816,1957722,75,75.0
ERR1821817,2029378,75,75.0
ERR1821818,2079669,75,75.0
ERR1821819,2043479,75,75.0
ERR1821820,2172848,75,75.0
ERR1821821,1937572,75,75.0
ERR1821822,2485108,75,75.0
ERR1821823,1969078,75,75.0
ERR1821824,2045531,75,75.0
ERR1821825,2185333,75,75.0
ERR1821826,2244442,75,75.0
ERR1821827,2266805,75,75.0
ERR1821828,2293522,75,75.0
ERR1821829,2085963,75,75.0
ERR1821830,2023397,75,75.0
ERR1821831,2199381,75,75.0
ERR1821832,2094363,75,75.0
ERR1821833,2103153,75,75.0
ERR1821834,2093047,75,75.0
ERR1821835,2264743,75,75.0
ERR1821836,2075091,75,75.0
