GeneID,reads
ERR8516970,31569996
ERR667458,664987
SRR11302746,531487
SRR3166957,1105247
SRR11302738,188454
SRR13249627,13063308
SRR6469545,1370889
SRR17375070,252015496
ERR949682,1598562
ERR1858000,2445457
ERR2723852,454558
ERR2102838,15073963
ERR949686,17089
SRR8787803,2555933
ERR517954,1565857
SRR5341524,10506615
SRR10151714,192997
SRR6655066,1416156
ERR1204625,510838
SRR6469684,1576810
SRR3231356,29826
SRR18220785,12292615
ERR1442815,1366429
ERR659814,2127339
SRR8883801,12809455
SRR22018611,21236256
SRR6654999,313621
SRR8928772,16260817
SRR7268851,9082236
SRR10974057,3191390
SRR1872393,468395
SRR22129108,26874937
ERR998444,48228
ERR1858088,2489405
ERR1396892,6279241
ERR573437,2451139
SRR1565818,29428755
SRR10199497,19421124
ERR1621610,665930
SRR12287386,30175665
ERR594457,13298453
ERR1374124,0
SRR11874795,5680331
ERR1122836,1913830
ERR273870,9676161
SRR15600952,4546481
ERR1426853,3028532
SRR8106700,1223318
ERR1621538,766192
SRR21758105,34527954
SRR15049563,18257235
ERR960158,0
ERR1205106,4121600
ERR1108122,1146500
ERR963141,14443
SRR13339172,15685103
ERR1374263,1098
ERR960528,14
SRR9962806,10532336
ERR1692458,1349735
SRR5893106,23191827
ERR780310,2487264
SRR11302624,547964
ERR959604,68666
SRR1265760,161152
ERR1757738,715737
SRR15813430,132738722
SRR8788638,14647407
SRR10753208,1427383
SRR8106433,308574
SRR7662114,439452
SRR7892018,2826632
SRR3207406,17467169
ERR525375,1262883
SRR9728723,37521902
SRR6908657,377202
SRR7235550,10250487
ERR1889615,723589
ERR035545,20858036
ERR2723519,405809
SRR10887574,259266
ERR1692613,1281111
ERR659811,1385082
ERR1889085,433006
ERR1427387,357652
SRR12492961,28799381
SRR10741404,13851366
SRR3231272,5862
SRR6469843,1085577
SRR11302939,147280
ERR1108521,1272240
ERR1410200,1718893
ERR999414,27193
SRR10550557,20711864
ERR1416178,881112
ERR1621587,926502
SRR5115719,39891421
SRR10151854,1557072
ERR1410119,699057
SRR15927815,19167666
ERR1407547,48630
SRR17547516,4312655
SRR8244079,16993404
ERR1442773,1510066
SRR1039866,20239002
ERR780124,2154887
SRR10344669,47714506
ERR1203534,1168599
SRR14060979,25132662
ERR959923,22511
SRR6289747,6386902
SRR9728737,51602963
SRR959320,2510932
SRR7008303,2832177
SRR15927807,19770753
SRR5119941,17985795
SRR6249973,409470
SRR8106530,1054945
SRR10974116,3029172
SRR10151602,532631
ERR1427406,1045433
ERR959287,28007
SRR10070686,480077
ERR1888264,465212
ERR1414947,564212
SRR1062525,3116479
SRR5683303,11646151
SRR6039690,22203347
ERR1426836,982679
ERR1821984,1909723
ERR1099386,632986
ERR4648705,8584356
ERR998113,637028
ERR830340,1635407
ERR1252094,1028356
ERR1215790,5749
ERR1124781,492912
ERR659929,1465918
SRR8135929,21900840
SRR6289686,3960211
SRR11427275,25639058
SRR14428554,34714324
ERR1069114,1146483
ERR1373650,911124
SRR9198665,432517
SRR12436794,45250762
ERR594447,13206563
ERR1124726,439635
ERR697987,1449470
SRR8106398,755836
SRR7049633,31746041
ERR1889720,641918
SRR6654693,390048
SRR6469533,1304870
SRR1872065,185
SRR10070685,592667
SRR9735179,34950044
SRR3381759,11848336
ERR1374588,2
ERR853679,868172
SRR6654258,1070350
SRR5984239,28785049
SRR5504149,23700716
SRR5593159,11721552
SRR9674262,12477655
SRR6469642,1372670
SRR5320515,38332821
ERR1757660,1419805
ERR1821639,2033942
SRR6176682,31614177
ERR659790,1462639
ERR1205308,488979
ERR1125090,967560
SRR6654643,427416
ERR2146973,2933151
ERR1374230,3507
ERR1108754,1146199
ERR232292,230805
DRR162505,2332333
SRR10989899,22592710
ERR1415133,606366
SRR12037339,2129
SRR14703465,1809975
SRR10344673,35483729
SRR5952030,50860234
ERR6501833,54499871
SRR1554494,552211
ERR1374844,863
SRR1872075,224812
SRR22270140,19687123
SRR10295266,8441963
SRR3381725,4120554
ERR2723115,408723
SRR12436737,16198740
ERR958896,124427
SRR6249976,285155
SRR1872196,458354
SRR14272175,4500537
SRR7801948,3828326
SRR7278698,52789375
SRR7662142,424588
ERR1216772,403948
SRR11862827,45119005
ERR1395853,521443
SRR6020411,433844
SRR7749243,2417239
ERR1414909,700848
SRR12436732,15057510
SRR6654348,1319621
SRR8106689,1018698
SRR5810858,803781
ERR1373746,451602
SRR5520630,17376706
ERR657581,3512585
SRR12876847,25149856
SRR1872590,285358
ERR4910326,36544810
SRR10836775,8528502
ERR667490,1216689
SRR10127642,20251126
ERR659888,1844868
SRR1062620,3476945
ERR1108108,1034277
SRR4026151,33386867
SRR15964633,109717922
SRR22968682,18847231
SRR11303087,481136
ERR1108030,1214286
SRR11540941,123612760
SRR18063810,54225476
ERR871375,50694
SRR6654488,1084203
ERR1415075,815504
ERR1857634,756325
SRR3932202,7802797
SRR10126118,24475
SRR5921086,53880695
ERR959303,1
SRR21966817,15978675
SRR10126034,375493
SRR7749219,2150163
SRR12493001,31705813
SRR9198855,542053
ERR1889550,580386
SRR11303056,279220
ERR202601,2484850
SRR10863013,17234859
ERR4910702,26416034
SRR10550516,23170192
ERR780054,1982622
SRR8928754,9511959
SRR6257753,32730241
SRR12661610,22633395
SRR12436834,10343581
ERR960836,12526
ERR517852,4598836
SRR5006032,28985773
SRR10151651,1204904
SRR15927801,20297061
SRR1872326,233629
SRR12070751,11189577
SRR19594540,12131784
SRR12661531,8331378
ERR2154822,471707
ERR1821566,2090342
SRR7268855,9258052
ERR960081,22702
SRR16195493,8355946
ERR1107902,800607
SRR19627919,19497260
SRR11590428,30408374
ERR1124771,442730
SRR14075704,21221459
SRR11302758,222222
ERR1821942,2117156
ERR1757480,1578315
ERR1410187,796358
SRR12874643,11841010
ERR1124716,251709
ERR1475677,394151
SRR9692044,33350354
SRR10126051,278919
ERR1857766,2128637
ERR1124924,958951
ERR1888075,190259
ERR1889800,510687
SRR17282622,16963472
SRR11427204,17211595
SRR6289704,5252856
ERR4648683,9171420
SRR3536536,0
SRR12194894,3563
ERR1889461,336182
SRR6654869,252986
SRR6654337,948822
SRR1797742,10046168
SRR1555528,1692961
SRR7905415,3763020
SRR10126296,51148
ERR959396,1
SRR1555529,1873070
ERR960109,38355
ERR1821650,1794155
SRR997328,2129127
ERR1416036,1054793
DRR189377,20836363
SRR6289761,2164079
SRR1519898,30236217
SRR1872871,626369
SRR13594957,172883
ERR1396837,8091
ERR1108028,683750
SRR6908611,266225
ERR1888371,128321
ERR960793,3554
ERR1857983,2463746
SRR7008295,5085269
SRR8868536,26257159
ERR716773,2319147
ERR1475490,837515
SRR7268832,9593812
ERR925750,1438164
SRR10199506,17925894
SRR6468930,844278
SRR6661146,13025209
SRR11684011,15276655
ERR960124,61454
ERR1621687,399938
SRR8106654,1060417
SRR6469430,1641164
SRR11427441,26754079
SRR13958296,18506312
ERR1427133,217552
SRR18516710,6886890
ERR1888868,135263
SRR1872575,91
ERR1373773,510786
ERR2723900,309565
ERR1857661,2784964
SRR10887579,184309
SRR9198657,417585
SRR11140721,36561684
SRR8383269,1680633
ERR1889700,103519
SRR8106354,469386
SRR3207423,7824012
SRR16299125,489795
SRR12661659,11403124
SRR11856750,11908025
SRR1555520,1287419
ERR4321729,32301374
ERR853455,725107
ERR1108176,782012
ERR2723738,216499
ERR1415210,97457
ERR1889248,1271406
ERR1251963,1299894
SRR11302851,367800
ERR1124556,822066
ERR960114,8341
SRR12443346,9405447
ERR1099488,344807
ERR958950,4667
SRR13849959,87424388
SRR1872620,158325
ERR1252033,1307377
SRR19661777,3225941
ERR999425,117120
SRR6250091,1191841
ERR1294276,8972190
SRR16299068,618866
ERR1889066,210170
ERR1889781,75881
ERR1821859,2023168
SRR1872432,36
SRR11427217,25353362
ERR202579,394925
SRR7410447,38606455
SRR1872005,250765
ERR698016,2661018
SRR10887536,573894
ERR1426952,109380
ERR1442730,1581540
SRR1872835,174307
SRR11039789,13803870
ERR1889868,622062
SRR10863038,12544194
ERR1426915,134419
SRR11186465,37401980
ERR959531,12029
ERR590751,2202262
ERR1216178,863296
SRR3228717,42625474
ERR871372,1316652
ERR1215597,5779
ERR830277,1665716
SRR18885364,16697139
ERR1426854,134467
SRR5855249,27063715
ERR1125046,1549254
SRR8706249,8378221
ERR659916,1932469
SRR8788630,9023495
ERR1416154,887923
ERR960783,52
SRR11302775,383022
SRR8106375,801649
SRR13796908,11993690
ERR596612,2015365
SRR5810886,1508632
ERR871561,337457
ERR1204494,285478
ERR1475509,709090
SRR13594953,85496
ERR959922,28578
ERR960221,41362
ERR232317,2096384
SRR18124522,41096451
SRR11267516,19851579
SRR959366,3503533
ERR1125012,1369447
SRR11267505,21870319
SRR6250195,774229
ERR853459,886685
ERR1124709,174059
SRR6908739,658845
ERR738224,2088617
SRR10550511,20211438
SRR6132702,5062848
ERR1216449,1012403
ERR1891714,5924002
ERR1203487,771590
ERR1374534,3083
ERR1889140,2092412
ERR1374589,1204
SRR12469182,12120583
SRR11302413,268365
SRR14915988,11789287
ERR1396922,2794616
SRR10126042,17661
ERR853765,1403434
SRR13076840,9768999
ERR958997,171
SRR3228721,39893600
SRR9728709,45856351
ERR958928,2
ERR1374546,2350
SRR6268087,8415704
ERR1730755,2031669
SRR9899212,26451135
ERR959064,164608
SRR959351,3719084
ERR1373794,439041
SRR14713044,99829341
SRR12436754,30995213
SRR7236670,23461994
ERR755670,2251573
ERR1397018,2802914
SRR18042691,185938
SRR12661835,12394427
SRR8383288,1263386
ERR2723156,456267
ERR1414859,864727
SRR13149763,21160989
ERR1891631,5332013
SRR1872539,65
SRR11302479,343704
ERR1251953,1279772
SRR8312798,42839978
SRR13074823,704668
ERR716843,2427110
ERR2723769,166098
SRR15964627,10428860
ERR960583,14
SRR10010393,5722706
ERR1888405,188522
SRR11862874,955759
ERR1374145,275
SRR16894980,14237531
ERR667385,1930698
ERR2723264,588335
ERR738273,2462059
SRR9022962,30201648
SRR17282608,17485624
SRR19572324,17537239
ERR1821603,2261480
SRR10948647,22477826
SRR1062361,3090030
ERR1124925,2061521
ERR1416017,966805
SRR9198873,502120
SRR6784684,19928440
ERR1888182,96560
ERR1431998,796848
ERR958936,7264
ERR7179893,33894827
ERR998287,531706
SRR3465556,25897271
ERR1415421,778077
ERR1215522,50700
SRR1048073,13566543
ERR525422,1350063
SRR8883759,303481
SRR13437195,26057508
SRR8788636,10435530
ERR1216552,476466
SRR12436820,9615245
ERR1889202,14956
ERR1888468,4853
ERR1410183,887059
ERR2154825,1310
SRR22558350,20358578
SRR17210883,32196522
SRR7299200,24762306
SRR13565153,19714671
ERR998228,1004238
ERR1442707,1477562
SRR17224783,18824067
ERR2723832,393248
SRR519744,136291448
SRR18267566,25857918
SRR15101308,156464197
ERR959244,46137
SRR6250014,308173
SRR5382060,15133027
SRR6655229,666986
SRR6654776,338498
SRR11684024,10943731
ERR1889153,992913
SRR1871883,64052
ERR517865,2506350
SRR11302676,131494
ERR1218494,502905
ERR659856,3288385
SRR16299577,421908
SRR12464098,22358299
SRR9674268,11267647
SRR12338628,22384765
SRR7268835,9584439
SRR1609736,12381174
ERR1442693,1645176
SRR998909,3528184
ERR960822,713
SRR1708346,29094688
SRR16705710,6187717
SRR13181514,19527970
SRR6661150,14214211
ERR1124553,2370138
ERR2154803,514004
ERR1108784,1455423
ERR1216119,468267
ERR1821523,1787055
ERR977589,59385533
SRR12661555,15932527
ERR1415104,608696
SRR1736700,9523900
ERR716803,1600457
SRR10126035,108344
SRR10887532,486146
SRR15831087,26677437
SRR15036057,15122728
SRR870962,704734
ERR9077163,8759754
ERR716917,1973150
ERR1216052,887146
SRR22018568,14537726
ERR2723677,40211
SRR12672461,22441526
SRR3207416,12141856
ERR1099437,517161
SRR14567481,21698541
ERR1426882,133063
SRR12446295,19048147
ERR853672,1296138
ERR1821771,2114759
SRR12464070,24012774
SRR13242470,17235325
SRR6469205,1342787
ERR959571,7511
SRR11185421,14397751
ERR1427153,211600
SRR15376935,23275511
ERR3838738,5092515
ERR962918,10227
ERR718643,6971521
SRR6908708,218569
ERR1427205,881609
ERR1252048,1204274
ERR998115,488326
ERR202553,2601505
SRR10151708,463397
ERR659924,1394707
SRR10152007,1268183
SRR17077502,58759284
ERR959960,47315
ERR960658,8716
SRR7813752,35381363
SRR5893070,8836780
ERR1821884,1715332
SRR13074860,555264
ERR1888542,8164
SRR12125410,11016811
SRR10125968,381152
ERR780286,2474350
ERR4029246,27118233
ERR960352,3281
ERR2723029,417698
ERR1373776,587363
SRR6468838,823158
ERR1891749,5672016
SRR11427231,32066451
SRR15390205,160467058
ERR1124507,661743
SRR6908634,26915
ERR1205401,12711
SRR12037403,711183
SRR3742563,8866170
ERR697852,1317385
SRR13519932,49884826
SRR8305648,1551584
SRR6039230,5727940
ERR1888081,247789
ERR689852,1988024
ERR959246,61366
ERR959092,254976
SRR11303199,150295
SRR14930248,24606350
SRR3139108,121035670
ERR1396961,51572
SRR8928912,1019281
SRR942771,18879293
SRR17994489,25454790
SRR14140445,21900839
ERR405180,5595837
SRR6469625,1378594
ERR1251979,1577165
ERR960388,20
SRR11302852,538149
SRR4302022,64415010
ERR1252219,1387269
SRR17282598,17092425
SRR3113937,30352930
SRR12436775,9241764
ERR2154727,1030420
SRR10974071,3022821
SRR2138291,224486
SRR13234650,9873591
SRR9707993,11049899
ERR1889400,430138
SRR801556,17285079
ERR949659,12403
SRR17400078,20381912
ERR1374401,1215
SRR13646796,58311405
ERR2723916,89098
SRR2013989,13729027
ERR960792,53301
ERR1373686,1103903
SRR6268171,101275
ERR1442809,1271133
ERR2723298,2041122
SRR6176638,105503
SRR1785160,60505035
SRR9198831,47240
ERR1216139,554018
SRR9674283,15995174
ERR1407570,20627
SRR1872376,452559
SRR8106721,1098034
ERR1067184,2492317
ERR960175,37777
SRR10153636,39824191
ERR375749,50995307
SRR1872122,306499
SRR15204101,11329476
SRR8383315,1703553
SRR7268824,9726643
SRR16299406,584772
SRR6654670,455336
ERR697913,2685768
SRR13115068,2728690
SRR6469222,612268
ERR959306,71876
ERR4029243,21982399
SRR10323910,10236923
SRR516136,4888544
SRR5921099,52457445
SRR10126017,129864
ERR2154673,1230728
ERR1374354,1258
ERR590755,1618399
SRR10151932,329683
ERR1757735,968839
ERR999505,476771
SRR7659033,23152755
SRR12113711,98842680
SRR7764540,20990986
SRR12194888,3116
ERR1857814,2382690
SRR15626570,30902893
ERR830296,1589572
SRR7662035,851203
SRR8787652,14645649
SRR9674259,12136988
DRR162540,4087921
SRR11554199,24661255
SRR10550566,22630387
SRR8106668,1136788
ERR960766,151
SRR21966821,17227780
ERR780072,1896070
SRR15999463,28364890
SRR11206262,9227299
ERR659925,1692557
SRR15626551,36392340
SRR3290611,36280220
SRR6250042,540271
ERR2723658,412158
SRR5921174,37815924
SRR6655261,296691
SRR1062679,3463098
SRR9674290,15083609
ERR854858,1197235
SRR16299385,630087
SRR8286603,17516124
SRR8135961,9211080
SRR11302315,449254
ERR1888431,2233
ERR1204417,595733
ERR968101,29940
SRR6908630,51165
ERR659775,1392684
SRR2750987,40136603
SRR10126300,469474
SRR2751010,38536963
SRR8106288,457895
ERR1706510,4491167
SRR6250028,292357
ERR1621547,906406
SRR12201311,26697298
SRR6655157,886691
ERR1821986,1784055
DRR189365,17455353
SRR6469855,556086
SRR12464109,21934381
SRR1872717,252096
SRR12661823,10624036
ERR1373772,587426
ERR962897,30191
ERR667397,1021054
ERR959457,186
ERR958970,22316
ERR999270,10003
ERR780083,2126583
ERR1374733,1089
ERR1373419,743266
ERR4910716,34165794
ERR1426863,184926
SRR16768273,23828504
ERR959811,2
SRR6494597,34131043
SRR8948494,22498677
SRR11448259,20628972
ERR1730606,1386587
SRR7662145,383786
ERR406893,9871011
SRR6655121,2767064
ERR1373683,1095557
SRR6250348,1114510
SRR1872592,282729
SRR6469294,1164116
ERR1374674,4251
ERR1218370,409532
ERR1730612,1579036
SRR8250773,24274697
SRR6829414,41381454
ERR716855,2043207
SRR12070816,9095335
SRR12898814,30779436
SRR2180302,15059937
SRR13115057,1672362
SRR8883859,280412
SRR14428576,109478117
ERR1407540,16285
ERR959780,1
ERR1858037,2659016
SRR9961220,15190693
SRR14923978,40015629
SRR10989893,24263198
SRR5893157,22518855
ERR1216519,370421
SRR2087774,12692549
ERR1892070,6531561
SRR5127976,19231902
SRR6654710,388910
SRR2834943,3103733
SRR6654647,436749
SRR1732707,3940510
SRR11601822,17893373
SRR8133154,17664489
ERR573424,2579656
ERR2723273,127077
ERR1730793,1845571
SRR22129112,34896437
SRR11206271,8762408
ERR1252129,1455329
SRR6908710,170299
ERR1108837,1648843
SRR1062296,3102021
SRR17299044,21531905
SRR9849859,20308367
SRR12160591,22690670
SRR11016370,31421204
ERR958867,91634
ERR2723104,411694
SRR8802100,43152035
ERR1889050,948794
ERR1215978,775175
SRR12971278,20802623
ERR1407713,955955
SRR6469300,1892020
SRR17714699,23952497
ERR1427220,190851
SRR9849856,18981231
SRR5810873,122690
SRR14428575,111326873
SRR8587734,18293291
ERR1216342,762660
SRR8457163,39566583
SRR9674271,12953627
SRR10010397,7180547
SRR3381858,10821572
ERR1889056,1176469
SRR13777250,34691789
SRR9947421,19915219
SRR13594954,119130
SRR10990391,18598235
ERR968126,92700
ERR1216433,473996
SRR13115083,16287261
SRR6654536,434151
ERR998107,13852
SRR16298983,192186
SRR5507583,15704269
ERR1415047,618482
SRR5893105,1418780
SRR7789534,1982785
ERR1216523,680263
ERR1427011,274
ERR1122692,665796
ERR1857957,2122346
ERR667600,1244554
ERR960443,18487
ERR1108145,860773
SRR7661992,1166991
ERR1124631,249309
SRR3381786,13622404
SRR1872344,341996
SRR6469436,1279911
ERR999360,9541
SRR13417607,47098705
SRR12340458,44554513
SRR14428593,41380732
ERR1757432,1601490
SRR12037411,533638
SRR8802095,48743486
SRR12464066,20886792
ERR1216107,421090
SRR13979032,23278056
ERR960780,73
SRR5934159,21283865
SRR21518668,26037154
ERR4029257,24185730
ERR958801,123028
ERR1215820,299342
SRR6921828,21731721
ERR1692535,2207947
SRR3932191,7422703
ERR1108746,1399334
SRR6249999,401403
ERR1374285,932
ERR2723279,88285
SRR13970400,63463885
SRR7268876,9522046
ERR1124504,1069114
SRR13849955,25103712
SRR12661667,11008947
SRR6268158,851510
ERR1857723,2332688
ERR2724020,29143
ERR1374197,1498
SRR997335,2256157
SRR15910171,22568378
ERR1374267,1064
ERR1621557,341738
DRR314104,68101245
ERR960093,69324
SRR14367978,419381712
SRR886453,5573064
ERR2723992,462246
SRR11033820,36082048
ERR517999,2829034
ERR999476,7528
ERR1205379,498439
SRR9728741,47202531
ERR1408828,1013638
SRR9945454,161803519
ERR1397016,60531
ERR1821865,1911448
SRR12661704,13285466
SRR11302396,748021
ERR2723506,426906
ERR1204596,404256
ERR1620429,1949768
SRR14923979,20582216
SRR6921824,19546861
SRR14217584,33634165
ERR1427243,220964
SRR1062241,3106630
SRR9610837,14768408
SRR13437201,22587638
SRR19364728,79541807
ERR2723194,600615
SRR9141307,17877168
SRR2025020,24504994
SRR10215484,95541498
SRR5113017,18996306
ERR2723782,266889
SRR10125969,442591
ERR2723528,102690
SRR3679528,18910394
SRR7292751,30954658
ERR1374205,37360
SRR11302757,534470
SRR13706209,19229763
SRR2039719,28521789
SRR11206289,11316252
SRR8135939,16075366
ERR718655,7535605
SRR10863018,19431154
ERR1475575,1561706
ERR1108157,1436914
SRR10511888,34739175
SRR5507577,14984339
SRR8883882,527385
SRR8106587,912354
ERR657569,3004222
SRR8787684,778415
SRR10541203,20190527
ERR1408789,864397
SRR11303257,249402
SRR7662073,585741
ERR1416079,504527
ERR1124516,45557
SRR12037347,306120
ERR2723763,262227
SRR1871934,97350
ERR1204560,894207
SRR6025593,36419676
SRR13039582,28478021
SRR11303157,515565
SRR10153191,94766794
SRR7882019,55027945
ERR960342,13716
SRR19571656,8107419
ERR958844,23041
ERR1204466,878023
ERR1888983,1219320
SRR7008294,5401537
ERR1099460,292272
SRR12436741,10911174
ERR1252205,1570753
SRR11092494,16141302
SRR1872439,23
SRR13849956,38773155
ERR1396830,4057
SRR7410356,20134902
ERR202501,1123402
ERR2154708,369766
SRR2146363,4831967
SRR3742565,8660652
ERR1427416,241851
ERR1442853,1325201
SRR12037473,715211
SRR10887586,202281
SRR9962808,9169661
SRR11886671,33121448
SRR1062513,3126704
ERR659889,1811631
SRR3231292,95307
SRR15204066,12184863
ERR2154635,330309
ERR1888575,392504
ERR1888839,11006
ERR657523,2273005
SRR6494600,37913880
SRR11303071,94676
ERR147026,7177281
SRR21966804,16965806
SRR9198839,961964
SRR870817,792155
SRR12661787,8295130
SRR15646744,46338939
SRR1872508,1
SRR12492963,28535056
SRR10151839,2533519
SRR13998193,28967851
SRR7905373,874692
SRR3932171,5727831
SRR6268042,5866567
ERR1431976,1036595
ERR998453,412252
ERR4321731,34023703
SRR6468777,928592
SRR6020353,1381
SRR16299469,661585
SRR14935607,148043
ERR998173,42205
ERR517882,2460670
SRR12661611,22359215
ERR1442760,1209576
SRR17723115,19298262
SRR6655096,1377280
ERR1757611,1526717
SRR6468836,558657
SRR22420224,11864651
ERR1888354,351599
SRR23036884,25202418
ERR1757655,718635
ERR1415177,860514
ERR959751,52839
ERR1621620,841361
SRR5058319,63502279
ERR8517159,16479744
SRR10887571,802693
SRR6469470,1002104
ERR1427254,216941
SRR6846416,27035992
SRR17375072,189135813
ERR657593,3688746
SRR5378558,16819947
SRR15999458,59144965
ERR998439,809974
SRR10230303,79645161
ERR1427336,291428
ERR1396910,70144
ERR1475771,816075
SRR6469274,1209870
SRR15347700,29127124
ERR1757456,594337
ERR1888648,1443503
ERR1122746,1215973
ERR2146888,1755849
DRR032744,33814509
ERR959163,119426
ERR1426801,738222
SRR17191197,19705217
ERR1108520,1089975
ERR1099431,805247
ERR1889222,91737
SRR17259774,31410408
SRR5810939,10965114
SRR13015569,18283957
ERR1124917,1175873
SRR6654245,999288
SRR8922968,22860124
SRR1872565,133
ERR1124861,121469
SRR1872044,274937
SRR10040062,8002773
SRR6468906,879185
SRR1062714,3447313
SRR2089837,1220144
SRR9077097,32625015
DRR334961,16329806
SRR5186142,4955468
ERR1621603,1060418
SRR6020394,239
ERR999351,1016734
ERR960161,0
SRR11303020,376328
SRR12974170,87690601
ERR1373640,897697
SRR8106284,126624
SRR9198700,91552
SRR14703439,38516714
ERR1374676,1517
SRR12060522,4987369
SRR16298963,491953
SRR11303239,487007
ERR1415156,799499
ERR411481,15969468
ERR1621649,631803
SRR13074848,305687
ERR960717,7028
ERR1416141,741835
SRR870871,1212672
SRR10974022,3170638
ERR1620540,10
SRR10753236,1570709
ERR1204243,859617
ERR1204505,497312
SRR11302698,376223
ERR525351,1861483
SRR13528189,47541624
SRR16299275,710481
ERR960673,10170
SRR9674251,11146038
SRR998884,3564404
ERR958887,51
SRR6469106,920285
SRR15048134,34104581
ERR960462,723
ERR4648704,8846835
SRR11090029,2928371
SRR8587723,43002945
ERR1857666,1838741
SRR6654799,221070
SRR9674282,15618559
ERR780115,1875379
SRR11427272,24175110
SRR12037346,399074
ERR1426930,127387
ERR1426830,1176046
ERR871373,736821
SRR18063806,61016672
ERR1374283,535
SRR5810773,1661432
SRR8928760,10661305
ERR1251944,1218223
SRR11213697,28332678
SRR9849265,47835436
SRR7410379,12201717
SRR11267518,19058844
SRR3228710,41008061
SRR1555501,329013
ERR1730533,1472970
ERR999522,191402
SRR9198969,470810
ERR1374199,7352
ERR960758,5652
SRR8784163,9489096
SRR7419874,3532094
ERR2154787,1320870
SRR5186146,5287363
SRR11267526,21495612
SRR6468818,778857
SRR17604945,16471695
SRR11610431,22461108
ERR1621492,413824
SRR6132703,4379264
ERR1218424,371578
SRR13339150,17034157
SRR11302593,282419
SRR10836792,7959377
SRR13381328,20321438
SRR14217624,29878843
SRR6654714,400969
SRR6469788,1157502
ERR1621630,834728
ERR1889564,618547
SRR870758,1516383
SRR6655149,795443
SRR6890847,43142449
SRR3109808,19599574
SRR6417970,24451768
SRR7904993,18846982
SRR6654368,1018214
ERR1620582,469914
SRR6654292,1013861
ERR738291,1897093
ERR1442882,1482638
ERR2722990,659750
ERR738280,1910167
ERR1396931,2084816
SRR8587699,19465557
SRR1872860,219496
SRR12142045,6887489
SRR12149536,28061894
SRR16574819,24080444
ERR1821738,1967067
ERR2723698,655237
ERR1416130,788849
SRR20018674,27560933
ERR2723145,336629
ERR1757633,463594
ERR2723931,168157
SRR6654980,325223
SRR886454,19087677
SRR12194915,2209
SRR8106687,1027784
SRR17077509,30232926
ERR1395949,55242
SRR6654312,761559
SRR11874791,6918647
SRR10974105,3272882
ERR2723134,434806
ERR1730739,925138
ERR2722995,401935
SRR13374854,18777185
ERR1204331,911053
ERR999345,893852
SRR11542110,28643106
SRR9849208,21688110
SRR6652896,57315952
SRR14300252,4631691
SRR5483547,10002752
ERR1730549,647565
ERR1475725,1164666
SRR13149769,23570962
ERR1205271,7381
SRR1299126,28680315
SRR6250279,1183855
SRR6468982,956588
SRR13005705,20901906
SRR7892007,911190
ERR1216345,615648
SRR1872887,417401
ERR1108737,1265062
ERR1374784,1349
SRR17547553,5113552
SRR18687232,42811308
SRR14710792,20312115
SRR7145923,20830963
SRR9198819,387525
SRR7468698,15894421
SRR17714713,24415775
ERR3365998,20439248
ERR1215544,4813
SRR13249699,24208767
ERR1205123,166873
SRR12661756,9526691
ERR998316,536172
SRR2346975,18053242
SRR11302333,291074
ERR1442762,1188859
SRR5683311,3739216
SRR5127963,84791392
SRR10040093,6938882
SRR6921829,20725744
ERR1427236,128662
SRR870741,3395119
SRR8787585,8306214
ERR1891706,5270702
ERR1858035,2650894
ERR959980,38337
SRR6654274,859813
SRR11427258,32254382
ERR1374717,921
SRR12443355,8558371
ERR1889489,114259
ERR1821652,1973706
ERR1888404,252015
ERR1218366,401643
SRR6469504,1669231
ERR1888493,12753
SRR065196,20686292
SRR14567475,34035080
SRR5379364,18042591
ERR1821781,2017233
SRR12313626,32658191
SRR10852226,21602664
SRR7049636,37328904
ERR960389,265
SRR15236531,26965863
ERR959133,180
SRR11267517,19761469
ERR853671,867868
SRR11033819,32812175
SRR10126228,110551
SRR11699732,110808
SRR7223665,22213035
ERR2154824,353633
ERR1124445,1405117
ERR667456,890581
ERR960571,31908
SRR5934166,59765062
SRR10126130,123321
ERR1218428,524536
SRR11303082,356598
SRR10040126,19258538
SRR6469076,467383
ERR1442808,1334940
ERR853588,888227
SRR8928882,677606
ERR960107,62646
ERR517972,2745808
SRR6176654,25706393
ERR780120,2091128
SRR11855601,39651546
SRR14362885,58444253
ERR960580,268
SRR11090038,1957354
ERR1888606,1102
SRR633550,14041104
ERR1204409,505915
ERR1107953,589623
SRR1562531,41631164
SRR19846951,22948720
SRR15900243,28627096
ERR1397033,547610
ERR1204627,300476
SRR5443681,13120539
SRR1062791,3064328
SRR14300251,4788002
SRR10126179,6301
SRR9198799,554209
ERR2723170,197973
ERR949644,1085630
ERR1888672,500941
ERR569535,99415
SRR7662071,307368
ERR1620558,538940
SRR835156,597349
ERR1216718,633453
SRR22805240,23244073
SRR519727,47329814
ERR1373490,794666
SRR6655032,370039
ERR1415231,966209
ERR1888835,156365
ERR1252231,1379175
SRR13242458,19341622
SRR6250372,876148
SRR11214400,548644
ERR1395844,256220
SRR6654711,271089
SRR1872330,75
SRR18042683,20450164
ERR1124706,204254
SRR12774369,37750052
SRR5131062,16500606
SRR10151721,1160049
SRR5934158,20969173
ERR1216931,16854137
SRR6250259,3
ERR667446,900682
SRR7268858,9252136
SRR12661922,15710933
ERR1620449,1097171
ERR1889243,1634641
ERR1125018,249972
SRR2750998,37108391
SRR1871895,112291
SRR2968437,5029845
