SRA_run_accession,count
SRR7905371,2316032
ERR718579,71692
ERR9787501,300718
ERR2723262,44292
ERR1216100,132436
SRR16299583,14502
ERR3446748,68008
ERR1107939,162328
SRR6655086,62901
ERR2983450,65064
ERR1122771,180004
ERR1888090,12410
SRR17499146,260554
ERR1858113,31542
ERR657603,86274
ERR1215861,268
SRR10151615,28766
ERR1124638,215478
SRR13176109,1456162
ERR1442624,18404
SRR14567480,541700
ERR959352,892
ERR1108831,228934
ERR1374192,2224
SRR6054092,1492200
SRR12037444,14463
SRR6654622,16271
SRR6020334,886316
SRR12661737,40171
ERR1205296,194832
SRR12103770,376292
ERR1426775,156806
SRR11862884,1143187
ERR1889278,40224
SRR7882015,486246
SRR5817929,1716901
SRR12436789,59509
SRR9198789,4554
ERR1124743,305722
ERR4910726,378930
ERR998291,19224
SRR9875034,48720
SRR8788673,1517366
SRR6469023,83980
ERR202552,176972
ERR963182,198
ERR998180,50676
SRR6469178,134342
SRR10974032,383438
ERR1892062,116180
ERR1475759,24674
SRR12464110,252672
ERR1108806,183688
ERR1204563,143048
SRR5113042,128988
SRR13673980,187016
SRR5382046,132937
ERR517880,73476
ERR998381,324
ERR1216752,21388
ERR1204292,84566
ERR517937,52128
SRR7905367,4533768
ERR273823,2904816
ERR2723932,74074
ERR999223,54
ERR1757565,18920
ERR4568379,197952
ERR596581,35016
SRR10044903,37508
SRR10126255,11519
SRR8784156,242974
ERR1122802,255954
ERR1374394,5110
SRR6469058,31512
ERR1621400,52644
ERR854841,140062
SRR11869113,58076
SRR17400075,161660
DRR189394,119496
ERR2723008,478
SRR10126292,28069
SRR7119834,41562
SRR9058961,469970
ERR1692582,45680
ERR1216546,103732
SRR12774387,87468
SRR11302977,52
SRR19661780,1041702
SRR17413281,83168
SRR3470784,107468
ERR4029246,563328
SRR8135930,24440
SRR1062641,11168
ERR2723345,81338
SRR13176113,898232
SRR9077097,277122
SRR8106270,315802
ERR1889471,121532
SRR1872810,15154
ERR3931361,118764
SRR8928956,12260
SRR14882119,249322
SRR14217710,119391
ERR1373797,33486
ERR1427121,833114
ERR1122686,173924
SRR23060062,329286
ERR1374335,5216
ERR1620554,349098
ERR1427108,563374
SRR12661840,81377
SRR6841473,662224
ERR1730777,30252
SRR6251104,9893
SRR298564,29827
ERR1821723,21596
SRR3381865,88758
SRR17714700,335434
ERR853583,42500
SRR1872034,22108
SRR5893100,93442
SRR19641889,247954
SRR8552565,100282
ERR1692611,65188
SRR22561329,213026
SRR10321293,2543184
ERR1252009,15310
SRR12199231,265116
SRR1872867,18980
SRR22018610,235046
ERR1216630,86486
SRR8457160,548710
ERR871338,300
SRR6469779,105202
SRR7299176,173375
SRR5810885,358
ERR1204523,130268
ERR1205397,374
ERR854854,193078
SRR6655279,11991
SRR17879862,321523
ERR2723742,41388
ERR4029234,465406
SRR5883638,93156
SRR6469774,45298
ERR1857657,38874
SRR998901,30297
SRR9875061,66010
SRR13646789,304490
SRR5810739,300
SRR5520637,238995
SRR1872249,13632
SRR13796904,1629750
SRR10126308,21846
ERR925771,406
SRR18927202,49207
ERR697847,42226
SRR14703446,32228
SRR14428583,312778
SRR11303229,136
SRR12999695,2746
ERR830325,232038
SRR12103776,936838
SRR14915989,112380
SRR1062564,18141
ERR2723440,118916
ERR1891725,58342
ERR1215700,193542
SRR11585433,1418218
ERR1857977,28732
SRR8503423,123988
SRR2020597,357603
SRR1265763,271219
ERR1410199,75396
SRR13005704,327966
SRR13839973,48159
SRR15483591,304108
SRR14813041,232020
SRR11302843,69
ERR1122831,74166
ERR1373385,20628
ERR1373654,41680
ERR1124774,368594
ERR960547,2128
ERR958947,1094
SRR8377240,1040
ERR1730639,9376
SRR6297669,1496732
SRR2750999,149433
ERR1620537,316592
ERR1252071,13764
SRR13319615,319074
SRR2968461,1301090
ERR853640,44166
ERR1374712,17002
SRR5235640,268884
SRR7268926,113574
SRR6469305,78864
SRR13015624,749092
SRR14217569,120549
SRR5666979,345450
ERR1821984,22334
SRR6020320,33199166
ERR1408775,46656
SRR6654984,9455
SRR17846328,129024
SRR11293501,833658
ERR202561,1134
SRR9728703,455746
SRR7613129,579797
ERR830308,174222
SRR12661919,96620
SRR3207403,102206
SRR10151949,119130
ERR1475528,39166
SRR15101309,4199491
SRR21034915,253204
ERR2723670,65294
SRR16339850,225704
SRR8106330,63290
ERR960030,15530
SRR15483597,210482
ERR273864,146896
SRR12194839,383700
ERR1888764,155168
ERR1374299,5226
SRR11302341,57
SRR6654725,17162
ERR1816516,21298
SRR7891990,47814
SRR12443342,607310
SRR6655250,12517
ERR1888883,495462
SRR6025611,376318
ERR780036,64626
SRR1205169,245114
SRR8106274,398276
ERR1124945,628852
ERR1252079,15876
SRR6450489,128954
DRR189386,208793
ERR738243,98388
SRR5342767,2510762
SRR16299111,8880
SRR16574821,297642
SRR7801953,586554
SRR18042701,183560
ERR2146915,304726
ERR1124784,435364
ERR959147,460
SRR12661704,57494
ERR1891704,62590
SRR6246043,709938
SRR11427203,176010
ERR1821523,19924
SRR18053104,725076
ERR1251907,15000
SRR7119823,24117
ERR1205343,52
ERR716865,123664
SRR3231291,5031020
ERR1889229,57184
SRR14679409,1154622
SRR3381778,146704
SRR11427336,379328
ERR1415079,1864
ERR1857744,28128
SRR8298697,162564
ERR2723198,17254
SRR12194902,461458
SRR5810925,1186
SRR10070823,233982
SRR12903379,215554
ERR1620582,175092
ERR697926,92170
SRR8784482,16500
SRR13646729,406184
SRR7268964,190620
ERR2154695,111312
ERR1069114,273118
SRR6654370,79334
ERR411633,175194
ERR273833,730
SRR9674330,1752456
SRR6176737,87497
SRR11302687,51
SRR13958297,266274
SRR12194825,384442
ERR960046,608
ERR1216733,110828
ERR960699,6834
ERR1821889,24768
SRR3109808,17813
SRR8377225,67282
ERR2146957,152836
ERR5005142,504404
SRR6469611,134568
SRR5893079,205015
ERR2723330,185232
SRR5921113,172458
ERR1124872,646404
SRR12661626,49019
SRR11302725,698
SRR12469187,202830
ERR1108222,145754
ERR2723452,92550
ERR1205363,62
SRR6654333,127142
ERR960814,6212
SRR10902868,225780
ERR960910,2
SRR6176619,834652
SRR6655265,28817
ERR1374202,16458
ERR1416140,49758
ERR1107947,118602
SRR13796918,4203452
SRR10586529,790576
SRR1048060,87806
SRR2835253,126054
SRR6468833,198558
SRR11777183,226172
SRR2239772,188357
SRR12661529,37862
SRR2136165,229668
SRR10151943,88184
SRR6814889,270440
SRR13015627,1854362
SRR11302944,306
SRR10151636,34600
SRR6268168,60587
ERR1216601,84224
SRR870943,226561
ERR1692619,57776
ERR1892075,3782
SRR12661817,69206
ERR1475616,28004
SRR10611686,4877334
ERR853625,40876
ERR4029241,776080
ERR959996,8000
ERR1891702,57842
ERR998215,324
SRR22825764,5146458
SRR8788671,1311042
SRR5810713,844
SRR5378557,319436
SRR6494609,732136
SRR4243170,119457
ERR1730708,25944
SRR14168550,195902
ERR1216930,871212
ERR1215591,36
ERR1706526,68506
SRR8787767,8051816
SRR18837599,307912
SRR7749254,13345
SRR12100494,373902
SRR12313630,209376
ERR780132,98404
ERR1415173,93920
ERR1252221,16748
SRR19638118,221340
SRR4423752,779277
SRR11033793,63436
ERR2723011,576
SRR10863059,2899524
SRR11577280,47483
SRR7419854,49824
SRR6908650,400
SRR21218373,16537374
ERR1416086,29372
SRR17219909,7701
ERR1374379,2100
ERR1216121,75254
ERR1215884,239900
SRR3038038,61955
ERR1427074,1119168
SRR14140444,253314
SRR7119855,18517
ERR596703,26372
SRR7410356,185402
SRR6468813,48952
ERR959512,60
ERR958970,932
SRR10126190,24089
SRR19661774,1340350
SRR4734155,149350
SRR7119805,1490338
SRR13221967,852430
SRR9707996,177178
SRR1872654,18964
ERR670995,74362
SRR850599,171860
SRR13979026,99310
SRR10903544,1329692
ERR1374393,5020
SRR10038918,680480
SRR12661525,24629
SRR6469158,81890
SRR1872969,12898
ERR1216166,141260
SRR17247909,269520
SRR10151820,68912
SRR13089283,226651
ERR1426803,167814
ERR573452,33700
SRR17745591,4892
ERR1889759,1295358
SRR11178128,567012
SRR5017069,5558166
SRR15783454,409144
ERR2154675,48022
ERR1858061,28108
ERR1442607,11750
ERR959555,1532
ERR1821804,20462
SRR3083697,321664
SRR18220775,32280
SRR6654734,19524
ERR517861,72758
ERR755708,251770
ERR1889631,136662
ERR596688,25898
ERR2723196,15598
SRR7904991,241410
SRR9854027,458813
ERR590716,33360
SRR870906,148247
ERR1730830,26812
SRR7299175,151738
SRR6655080,49675
SRR13238437,275606
ERR960757,2982
SRR9849854,1148032
SRR16784086,1174678
ERR960139,8
SRR7268806,237794
SRR14703443,445224
SRR6237745,4026
ERR1108187,217722
ERR1373696,62394
ERR4140031,197836
SRR6250158,115850
SRR8787674,3818988
SRR5931557,158341
ERR689886,72616
SRR12194813,862530
SRR11302490,73
SRR15390212,4127123
SRR18745501,1648020
ERR1414979,99770
SRR18352685,11181
ERR202553,5646
ERR968060,55882
ERR1122678,182964
SRR8526656,217246
SRR8106428,27178
SRR11700447,112307
SRR6654332,28238
SRR12125413,28087
SRR10916829,92715
ERR340690,136014
ERR1432018,182244
ERR871349,154
SRR11869115,29339
SRR15048121,125598
SRR3183436,1125886
ERR2724017,189474
SRR13724939,3260236
ERR273865,896
ERR1108184,168514
SRR5893049,636468
ERR517940,55004
SRR11302978,49
SRR8106356,969696
SRR6921821,277192
SRR1821803,337883
ERR1205272,112
ERR854819,96364
SRR11303148,151
SRR15498144,108567
ERR689830,59878
ERR1821502,20316
SRR6025610,263932
ERR998286,124
ERR1426802,210646
SRR10117590,289285
ERR1216014,110694
SRR10070708,49464
SRR10126071,14990
ERR1216046,168196
SRR5441847,6583770
SRR12661597,101772
ERR1620588,169070
SRR9674241,125710
SRR9207195,124158
SRR12492964,96733
SRR8787604,3202643
ERR697957,100940
SRR3381819,216278
ERR1373576,53638
SRR5443674,175176
SRR11140712,230795
ERR232355,1086228
SRR9662026,173076
ERR999375,198
SRR6250019,48230
SRR1872564,34
ERR960132,2
ERR1757578,23310
SRR1872001,20116
SRR8928766,139166
SRR6289660,411444
SRR8883832,297686
ERR716803,136788
SRR3183446,1584436
SRR11427236,305940
ERR959932,638
ERR959305,17702
ERR871545,226
ERR271385,176584
SRR6494610,874358
SRR516548,156
SRR6468766,118804
SRR12446285,425824
ERR2723655,77988
SRR22404872,219924
ERR1416041,30596
SRR10126041,191
SRR10126079,16256
SRR6655019,5856
SRR1872711,18218
SRR6469279,49190
SRR1265755,887671
SRR11302740,56
ERR960103,21016
ERR202613,978
SRR20083923,210640
SRR8788681,1417118
ERR1289929,154978
SRR8706240,1214874
ERR1621661,75846
ERR1475495,36330
SRR10836775,183000
SRR5893081,121990
SRR11033827,212796
SRR1062787,97669
SRR12070777,23384290
ERR596586,36408
ERR1888827,13052
ERR959515,226
SRR20083908,260386
SRR9674343,640887
SRR5810757,532
ERR853522,40460
SRR11540943,418534
SRR6469623,82130
ERR1757720,25036
ERR657625,70556
ERR959311,13812
SRR392990,37501
SRR1872350,48
ERR517875,73210
SRR10903543,1301224
SRR10070616,221516
SRR6654732,22663
SRR6250361,2
SRR14075704,266880
ERR2723957,26224
SRR18181441,1529708
SRR10151885,75496
ERR1821905,20562
SRR8106639,24698
SRR10010350,152292
ERR1252081,14486
SRR13839963,12163
SRR870723,27916
SRR9728724,475926
SRR8787631,5139384
SRR12037450,25731
ERR1397080,2932
SRR12774370,87986
ERR573439,34208
ERR854838,126342
ERR1821899,20046
ERR232350,20684
SRR12492961,105669
ERR1621380,37256
SRR15927832,504064
ERR1621443,43478
SRR9198808,20736
SRR10078099,475264
ERR1124965,522202
DRR162483,61614
SRR6268170,48260
ERR6690617,677236
SRR10902876,1705006
SRR835174,82718
ERR1251929,14132
SRR19764248,522584
SRR11923001,175272
ERR477373,30890
SRR15036056,245330
ERR999292,50296
ERR1426882,834906
SRR12037480,45876
SRR5818010,147581
ERR1857923,34480
ERR590725,44250
SRR13724923,169088
SRR10126242,8905
SRR12786076,256798
SRR10887441,563688
SRR7789587,286
ERR1888282,24438
SRR6814871,208192
SRR12661750,113347
ERR959060,2414
ERR718590,87596
SRR7662008,14531
SRR10127656,244972
SRR12661791,89085
ERR925738,121154
SRR11590417,155307
ERR1415183,48728
ERR1888628,9058
ERR1858094,27526
SRR14679154,140028
SRR8106360,15490
SRR1062740,122315
ERR960646,6240
SRR11039801,132310
SRR2968449,882710
SRR9198706,12032
SRR11951238,155805
SRR12037391,42038
SRR6468895,50216
ERR1124476,401582
ERR7132866,323488
SRR17714702,346806
ERR8517194,171770
ERR1252184,19420
SRR6469691,156664
SRR5810779,2164
SRR6654844,18883
SRR11206276,57972
SRR3679507,326172
SRR6176690,82849
SRR12464087,262454
SRR12194855,442220
ERR1216512,119622
SRR15626571,498414
SRR6654949,7577
ERR1858065,27522
DRR162541,32842
ERR1124483,278128
ERR2154773,22144
ERR1475581,20888
SRR7292742,161213
SRR12045007,1810998
SRR15204094,163966
ERR780300,98076
SRR18192281,377276
SRR11303120,111
SRR8377217,122422
SRR19627922,190306
ERR1252255,16078
SRR1797731,80652
SRR10151911,92764
SRR11302692,780
ERR1757500,20342
ERR959015,326
SRR3018752,411186
SRR7008285,36548
ERR1373643,31354
SRR11140724,265495
ERR1857616,30084
SRR5320504,337726
SRR14270304,2480102
ERR960396,5002
ERR1373400,21504
ERR1216409,86796
SRR13339153,288586
ERR1427292,953258
SRR5810771,1108
ERR1730638,8568
SRR6176693,17462
ERR3489851,133357
ERR1108126,296200
ERR467070,67134
ERR1442651,18032
SRR14567473,990842
SRR578909,156261
ERR925719,232
SRR8119911,161878
SRR10151875,69538
ERR1621448,39928
ERR755695,138244
ERR1216318,155134
SRR12661638,52084
SRR9198807,10305
SRR6655297,4221
ERR755684,179976
SRR17026710,257048
SRR6469763,77092
ERR1857599,33670
SRR9692049,11916890
SRR1872682,24132
ERR853479,38228
ERR1215516,40
SRR870921,90166
SRR12661593,100482
SRR2426760,133903
SRR1714467,2176688
ERR2723894,22672
SRR19086712,104804
SRR12197603,312778
SRR1062428,26550
ERR854855,131734
ERR659878,98420
SRR6654599,24433
SRR20746133,676693
ERR1373494,31364
ERR1107879,232104
ERR1414845,75892
SRR12926111,449694
ERR1396932,58448
SRR3381847,421134
SRR13039579,93026
SRR10117520,24451
SRR10956572,807382
ERR1205358,260580
SRR6250326,61216
SRR6655051,10380
SRR8298705,360976
SRR5942256,91777
ERR853621,44132
SRR13015647,353042
ERR1889780,174172
SRR6654925,35549
ERR1475815,29526
SRR959335,61083
SRR10151776,17650
SRR11777170,135942
SRR12898823,161644
ERR1442594,15920
SRR11302392,276
ERR1426962,655590
SRR15831112,269882
SRR14075695,244804
ERR1252049,15344
SRR7268921,112038
SRR11114797,316218
SRR5127987,217561
SRR13388654,996446
SRR8883812,1065350
SRR7063568,638854
SRR12037331,12716
SRR10151676,73576
SRR22805246,163848
ERR1251889,22052
SRR9674255,129954
ERR1218387,173646
ERR959981,1030
ERR1888786,81560
ERR596638,23432
SRR6468852,91538
SRR6289696,52562
SRR6655232,12803
ERR411495,50824
SRR5127988,134927
SRR7236661,13026341
SRR8106281,444970
SRR870936,134363
ERR1108113,346232
ERR1374812,1394
ERR1204410,143958
SRR11777168,223970
SRR20958392,127522
ERR1757601,22796
SRR17224785,183684
ERR959158,3828
SRR12967076,71149
SRR8106376,24588
SRR3179607,539058
SRR12125411,40804
SRR17219903,6925
SRR9674231,112022
SRR9850673,11716
SRR7419830,28103
SRR13979087,1180018
SRR18254621,5590347
ERR1891715,12828
SRR11303323,825
ERR594450,40776
SRR6469756,115780
SRR6654645,15670
SRR6072791,309054
ERR1215852,274
ERR960920,6
SRR11302755,125
SRR10511874,104449
SRR16299574,11333
ERR959499,950
SRR3159071,79015
SRR10753204,52490
SRR5195169,113403
SRR5805889,59843
SRR11302503,119
SRR10040074,1399898
ERR853801,44400
ERR2723172,35464
SRR870810,111207
SRR9050619,272890
ERR1889268,35682
ERR1251904,11692
ERR958863,19756
SRR7942611,1308538
ERR1218322,289846
SRR21228028,127250
ERR1216750,37080
ERR1204543,125092
SRR11554197,121891
SRR8928883,21532
SRR6374797,853364
ERR1857953,23030
ERR1730594,22332
ERR1442674,13724
ERR960886,21338
SRR12628232,314316
SRR10295266,76246
ERR697862,49874
SRR2239177,171625
SRR3932171,270818
ERR1891690,61560
SRR1562531,67362
ERR2723748,63966
ERR1757533,23180
ERR667568,42496
ERR1124852,105876
ERR659803,86510
ERR1888404,593590
ERR1374807,5378
SRR2834963,101662
ERR1108051,116146
SRR9622328,95510
SRR3139120,2482280
SRR11302738,46
SRR10753250,18978
SRR6468817,377406
ERR3011947,89880
ERR1891699,124556
ERR1730578,27684
SRR8787614,217106
SRR1872287,27996
ERR780139,94684
SRR14703470,23030
SRR11267496,187252
SRR6654484,20850
SRR13319607,294066
SRR3207416,91719
ERR1889764,137532
ERR1857907,1884
SRR1138230,1665242
SRR8788689,831930
SRR6163070,5931414
ERR1757699,22238
SRR7637837,434798
ERR1888472,430860
ERR1427096,1043130
ERR1124799,377534
ERR755665,277706
ERR1218406,141014
SRR13559194,239677
ERR517888,62750
SRR22044642,359296
SRR6250352,91372
SRR13724974,2012564
ERR1407624,22780
ERR1888181,378412
SRR16299121,14598
SRR6250333,53466
ERR1730768,31962
ERR716759,139430
SRR11302937,172
SRR17691952,113100
SRR2146373,120153
SRR7662145,11802
SRR6469655,97192
SRR6908714,23626
SRR6268196,147994
ERR1757669,21548
ERR926046,362
SRR11590426,135212
SRR9906833,236562
SRR17219923,7641
SRR5921184,369591
ERR667441,24364
SRR8106713,31732
SRR10887455,429920
SRR4124046,96268
ERR1427318,991998
ERR1621362,50586
ERR1216376,149940
ERR1410215,103994
ERR1203519,178536
ERR960942,504
SRR5342795,572388
SRR10510890,697328
SRR1872161,40754
ERR667539,29494
ERR1374543,10516
ERR1108537,242448
ERR1757371,28156
SRR7264572,14205232
SRR16299373,15907
SRR11302389,458
ERR1125047,611760
ERR1216589,22918
ERR718570,114858
SRR6268052,34128
ERR1122805,173718
SRR17604932,185
SRR3536480,472534
SRR6469032,19600
SRR1872267,27194
ERR1294275,86714
SRR5883637,382546
ERR1888161,70890
SRR6654446,1018
SRR11263444,2579760
SRR1871899,20676
SRR7892018,46284
SRR10765085,141436
ERR517935,43714
SRR14217677,109126
SRR1188157,141881
DRR334975,1096462
ERR1108087,436458
SRR2776880,195002
ERR1888094,37006
SRR1872721,12722
SRR10070703,330040
SRR7905419,757204
ERR1107956,199228
ERR1374259,4578
ERR2723738,22832
ERR1218320,230552
SRR8928927,227944
ERR1374774,3430
ERR1218344,155320
ERR1407534,340
SRR16299431,14309
SRR5921106,189384
SRR15931300,274280
ERR738230,87206
SRR21617357,198372
SRR13565163,215462
SRR12194849,289359
ERR1888918,175554
SRR6469117,141778
SRR3381802,106800
ERR830311,199958
SRR23064370,196376
SRR1872125,16
SRR11302799,50
SRR10151762,38196
SRR9662023,234090
SRR6468829,68728
SRR10117543,217845
SRR20746134,515634
SRR6655243,21694
SRR18390907,990036
ERR1889411,8278
ERR998124,38606
ERR1216734,74256
ERR1427414,1199306
SRR6654776,18056
SRR1872883,19832
ERR1396998,3018
ERR999458,70862
SRR7892007,12822
SRR10436026,211268
SRR12037360,14338
ERR1124925,545200
SRR6411467,508142
ERR10047715,223026
ERR1889760,140828
ERR1442689,14292
ERR1396865,4922
SRR10126189,27268
SRR17846329,116638
ERR998265,52632
SRR6468760,75050
SRR1062370,114513
SRR7801967,337340
ERR1889693,71306
SRR10070704,27788
SRR2087774,207110
SRR7789596,62112
SRR9198676,8465
SRR1872789,22422
SRR5921036,316269
SRR5398211,157736
ERR1888917,645578
ERR2716246,366264
SRR11302983,21
SRR7015885,227050
ERR1374643,14050
ERR1216351,197816
ERR667553,47914
SRR8417668,184199
SRR6469705,178910
ERR1621692,66456
ERR1374836,2438
SRR12134624,366278
ERR998183,74
ERR1124747,319490
SRR10126087,24875
SRR8377211,78132
ERR1889707,256060
ERR853723,53362
SRR8106318,40858
DRR189398,202625
ERR1218398,188922
ERR2154647,178192
ERR1069066,271912
SRR998922,30759
SRR11302405,94
SRR5820063,229426
SRR3207402,150588
SRR6469745,129716
SRR9906830,442624
SRR10916824,93567
SRR6654345,25884
ERR689818,83530
ERR984501,4120
SRR5810768,5892
SRR8587739,457386
ERR1889376,209124
SRR10126272,16230
SRR6468953,60222
SRR6469450,64458
SRR11303024,104
ERR853626,41152
SRR1554481,494319
SRR6655286,5743
DRR032738,152522
SRR1062546,32154
SRR1821790,462464
SRR21420706,200532
SRR1785166,259601
ERR1475540,48500
ERR1414974,50070
ERR1415089,36486
SRR10117595,223974
SRR11427361,204430
SRR6289794,86606
SRR17994489,251986
SRR6025619,303808
ERR1889096,273884
SRR8868536,101676
ERR1204431,221932
SRR22129122,1407498
SRR7419857,11983
ERR1889344,110066
SRR870828,138402
ERR1540910,250284
SRR3231264,3495726
SRR13716597,169250
ERR2723654,53692
SRR12661775,97121
SRR12023705,361512
SRR1872297,30
ERR1889270,144382
ERR1069077,191428
ERR2723391,57276
SRR15927811,209752
ERR998140,128
SRR1731762,125854
SRR8787664,50621
SRR8587740,651628
ERR1204441,228766
SRR5810793,4270
SRR11302980,283
ERR659854,95862
ERR2723883,2856
ERR1621517,52546
SRR1872064,44510
SRR7699155,280115
ERR1396925,306974
ERR1205402,200606
SRR9198968,13258
SRR12354656,118954
ERR1821972,22012
SRR5810803,2116
ERR853660,44368
ERR1857650,29716
SRR6654955,129067
ERR2723768,151534
ERR1396974,107150
ERR2723469,87768
SRR1062650,19832
SRR11302902,134
SRR5810851,496
ERR958927,17050
SRR11303254,1023
ERR1216391,86
ERR1816519,21804
SRR12436800,42536
SRR15600950,101932
SRR12661652,53535
SRR10974031,69968
SRR5381346,407946
SRR13234637,665838
ERR1416027,23612
SRR1872566,48
SRR17183788,14894
SRR6469459,42626
ERR871334,267822
SRR5342797,366280
ERR517852,135798
ERR2146895,371692
SRR9331664,244010
ERR1858120,25706
SRR489483,34530
ERR1124877,735456
SRR11909496,199270
SRR9164644,2187
SRR1872231,9298
ERR1889042,372710
SRR6655300,4245
SRR10735826,106889
SRR1062672,21878
DRR084196,101058
ERR959170,17958
ERR1442600,13190
ERR1889560,39594
ERR525370,70108
SRR6655137,19753
SRR3655795,91429
SRR14559686,199577
ERR3909546,82984
SRR18305960,596918
SRR7419829,27423
ERR853490,68614
SRR11206265,51926
SRR5934159,79156
SRR12661905,76366
SRR5341526,70405
SRR14813042,200004
SRR1872334,71904
ERR1216010,132674
ERR1252213,17408
ERR1427257,999844
SRR11302326,338
SRR7410370,151838
SRR870850,122829
SRR9050631,203020
ERR1125086,435010
SRR5979254,258007
ERR1888702,151484
SRR15376941,5558310
SRR13234669,207751
SRR13302564,2047318
SRR12661855,89066
SRR5942261,91309
ERR1821947,23850
SRR6468951,101298
ERR1216735,86110
ERR960088,2438
ERR1099454,175576
SRR11302433,113
ERR273889,1130
SRR11214382,381106
ERR1426935,399506
SRR11303099,38
ERR1442652,18280
SRR6020397,1171534
SRR9875017,72804
ERR999275,54
SRR17218116,424514
SRR12469143,203450
SRR6250314,2
SRR11186429,1591694
SRR7613107,413926
SRR12874654,145992
SRR17497220,164690
SRR6469777,83450
SRR11302895,571
SRR8787717,41293
ERR1124738,356714
SRR7892006,19778
SRR11427416,381602
SRR11303178,90
SRR12661631,44124
SRR8560600,393270
SRR13972077,82573
ERR1442774,16848
SRR11427382,403484
ERR1889088,68798
SRR835151,6498
SRR19086700,397544
ERR1107908,94422
ERR5838120,393430
ERR1373702,56878
SRR17235496,11
SRR2087765,175604
SRR11039787,125826
ERR1426851,147544
ERR1889830,5926
SRR10753209,49788
ERR1408823,46228
SRR23036882,149242
SRR6654408,53916
ERR1205096,101330
SRR6450490,127622
ERR1395916,93592
SRR6655186,21830
SRR1872111,41944
ERR960236,28734
ERR1858048,34260
ERR022486,326554
SRR21831645,375724
ERR232286,108570
ERR716861,193026
SRR19661772,1313136
SRR7235534,433558
ERR780289,116396
ERR1426994,678112
ERR960344,2596
ERR1888804,31102
SRR17224793,243298
ERR1427045,568638
ERR1218381,163742
SRR17745561,12274
SRR8106513,36728
SRR17219943,6235
SRR9312990,120708
ERR1621342,58502
SRR1205170,217837
SRR1872579,30
ERR1204626,123244
ERR1730745,21052
SRR14217614,100724
ERR1205411,179144
SRR1565814,247062
SRR20001185,701010
SRR6654838,13987
ERR1204496,133304
SRR11303142,231
ERR1215545,38
ERR999504,682
SRR5342780,246002
SRR7789539,9976
SRR6654673,20933
SRR15600935,208218
ERR1889358,182988
ERR1757729,6914
ERR1427050,927774
SRR18192270,72254
ERR1099414,81358
SRR748488,765856
SRR9198671,11532
SRR12661752,117152
SRR8784143,3980
SRR11577247,38550
ERR1442891,16416
SRR8788682,3222242
ERR1730669,22816
ERR1215764,16
ERR1857888,29178
ERR755712,221394
ERR958788,13676
SRR17831294,164598
ERR1215599,215344
ERR1475580,19308
ERR1889301,604528
SRR535913,34508
SRR10070828,45570
ERR998371,24006
SRR14340367,6582
ERR232313,15124
SRR12661576,87876
SRR658547,488024
SRR13381153,336040
SRR1523211,86872
ERR1374204,23086
SRR8928870,55654
SRR10070865,190574
ERR718627,115902
ERR1122710,128900
SRR19430243,402932
ERR1124444,190842
ERR1374535,6780
SRR6469174,113632
SRR15049569,112519
SRR1872850,18822
SRR8106573,24492
ERR1621465,185286
SRR5952029,1157298
SRR12436770,35150
SRR10126248,19064
ERR1374404,9152
SRR1062399,26442
ERR871303,439472
ERR667585,42734
ERR737775,114084
ERR959761,2094
ERR1395892,36856
ERR1888609,123378
SRR6654974,7775
ERR1252170,18290
SRR7633491,200517
SRR1872761,16998
SRR10827996,615336
SRR5810930,320
SRR13724945,2927044
SRR19571654,122786
SRR8706246,1448778
SRR9198835,9205
SRR1021213,1229218
ERR959564,3136
SRR21966804,222450
SRR6655196,13243
SRR1299129,514160
ERR984498,15572
SRR6469235,75350
SRR11302759,23
ERR1757469,20630
SRR11302959,172
ERR273894,3632
SRR11302939,109
ERR738224,100678
SRR6468834,63756
SRR12037327,14601
ERR1205354,156210
SRR5810920,1482
ERR1415111,62832
ERR738212,94370
SRR12161252,186304
ERR1889494,219872
ERR657565,63402
ERR1889302,149214
SRR5259817,1741996
ERR1889355,357584
SRR6469857,67056
SRR7468682,216731
ERR968148,312
SRR1062482,37329
SRR1872086,41660
SRR5163094,245992
SRR11869117,29206
SRR10040108,1175736
ERR1374615,9548
SRR6469767,95262
ERR960624,31986
SRR6655167,21876
SRR6268099,38803
ERR958935,63078
SRR1872120,37688
SRR6655149,14170
SRR18645024,821220
SRR12654018,880994
ERR1889158,53118
ERR1889240,82802
SRR11214425,424412
SRR1062664,19131
ERR1374191,3336
SRR6334840,481372
ERR998178,274
SRR8883780,11806
SRR6469421,78440
SRR8868542,396906
SRR12658664,284870
ERR960771,1884
ERR1374850,25998
SRR10127645,162832
SRR7468694,53820
SRR17218102,39110
DRR051059,1783996
ERR977587,833394
ERR1426773,164536
ERR1374329,1580
SRR4050160,419708
SRR11427459,438462
SRR21966822,436688
ERR1408786,82650
SRR9850663,14662
ERR1821520,22348
ERR1374790,11296
ERR2723247,24246
SRR15783460,426640
ERR2146892,409160
SRR8811924,52397
ERR2723095,27100
SRR13646768,522198
ERR959055,5118
SRR21966423,168294
SRR6654875,13976
ERR582879,418
ERR998378,314
ERR1373461,24638
ERR4910732,336363
ERR999446,72800
ERR1415270,54776
SRR1797746,38798
SRR8647260,369982
ERR926058,266
SRR13972070,102000
SRR20002722,134414
SRR6020329,2160270
SRR12672457,117382
ERR963166,37562
SRR10974047,56458
SRR8883840,230324
SRR6908751,170266
DRR314104,523556
SRR8293707,218544
ERR1891633,58750
