SRA_run_accession,count
SRR13074865,35185
SRR5443719,50813
SRR6289806,79750
SRR9333944,561316
ERR659972,107530
ERR1415084,1248
ERR1205301,80
ERR1251983,24228
ERR659971,89244
SRR2834933,165320
ERR1374847,1726
SRR9974571,98320
SRR1872338,24052
SRR22561331,256308
ERR1215546,259044
SRR1872914,30544
ERR1252187,18344
SRR6469733,153934
DRR161311,128550
ERR949659,146
SRR1872236,23474
SRR13938370,175704
ERR1215695,194
ERR1621509,22662
SRR6654462,12497
SRR998890,30280
SRR6451497,83254
SRR11427457,395494
SRR1609741,157476
SRR8106311,96488
ERR960992,246
ERR1857908,30262
SRR9849208,328108
SRR17604942,239087
SRR12998954,312208
SRR6654348,34493
ERR1124553,472074
SRR6176626,2320504
SRR18056676,578126
SRR8305653,789890
SRR1565811,306793
SRR5186145,223778
SRR870803,113735
SRR12774363,211663
SRR998924,32052
SRR13646792,447940
ERR1757497,23456
ERR667497,30240
SRR17547552,38499
SRR6025607,295794
SRR1871911,18372
SRR5579869,25300
SRR7664345,393252
SRR2138287,77892
SRR6469034,18414
SRR5639261,2471442
SRR1872900,27220
ERR659819,62856
SRR12340482,626728
ERR1730554,16304
ERR1122727,263972
ERR999345,85474
SRR8106288,91888
ERR1442879,12870
SRR17191191,143910
SRR10887573,264340
SRR6468990,53300
ERR1692524,42078
SRR12650410,129476
SRR10151561,51898
ERR1888748,310000
ERR1442829,11374
ERR1069118,242352
SRR6250024,38536
ERR959341,5280
SRR8811912,62440
SRR8106495,22252
SRR7468697,76833
ERR1889770,99520
SRR14703465,20410
SRR1872738,460962
ERR854856,220862
SRR7292734,154930
ERR999199,118
SRR7419848,23906
SRR18927000,580000
SRR5810788,2764
SRR3923678,148380
SRR14923964,86787
SRR22428436,5114
ERR2723294,306248
SRR498195,351080
SRR7789562,12196
ERR1757530,15246
SRR14217712,120461
SRR6655010,16138
SRR6468757,78486
SRR14308850,369575
SRR8298703,563608
ERR1891668,56698
ERR960743,1108
SRR12786071,235320
ERR1730762,30940
SRR8788652,577460
ERR1373379,19844
SRR8888281,836736
ERR1215521,230634
SRR16299054,29771
SRR11213715,542476
ERR1857582,27684
SRR8106549,28394
ERR1475637,49592
ERR1216745,128208
SRR8787707,2428520
SRR16964679,273458
ERR1203533,161902
ERR1442779,15086
SRR14867551,212436
SRR7299186,150390
SRR8377250,192030
SRR18297400,1741296
SRR6416912,233770
DRR189363,403756
ERR960445,2984
SRR8106634,156162
SRR21966427,127997
SRR21966829,221756
ERR1205316,84
SRR5921166,352350
ERR1821970,21736
SRR3679514,384010
SRR11519051,149934
ERR1426900,699058
ERR759386,189166
ERR830347,248158
ERR1621595,53480
ERR960543,2
ERR998345,21578
SRR10126173,16180
ERR1858022,25718
SRR6289675,75812
SRR17604950,74795
ERR1108159,110980
SRR9067638,1146380
SRR9198793,8001
SRR17745599,4164
ERR1889712,83106
ERR492357,44966
ERR1730542,15082
ERR2723379,176350
SRR16299298,5953
ERR925765,180
SRR13437204,165152
ERR960148,8946
ERR1540908,280454
SRR3679509,309004
ERR963128,38612
SRR13242472,27802
ERR1252237,18218
ERR962925,442
SRR6848349,274386
SRR13972071,72421
SRR5893084,22466
SRR12037470,9139
SRR5507577,261366
SRR7410379,92506
SRR13234651,57926
SRR6417970,349970
ERR273849,435958
ERR780109,122784
SRR11303317,755
ERR854787,120034
ERR1108066,122950
SRR10151802,66728
ERR10034051,424770
ERR1099391,60266
SRR11302809,91
SRR7268905,101532
SRR7268899,111730
ERR1892082,97314
SRR11303221,95
ERR1215874,193020
ERR1374785,3710
SRR13181582,410124
ERR1373747,35542
SRR1872071,304
ERR1204623,145634
ERR960363,3590
ERR958779,24920
SRR12194845,657780
SRR11869111,58441
SRR1062628,18294
SRR8928900,68266
ERR959642,738
SRR10151596,52032
ERR659800,116298
SRR6250293,96194
SRR16784084,1096016
ERR1069061,243406
ERR871549,237986
ERR999565,89246
ERR1858104,34354
ERR1408789,207922
ERR698004,98638
ERR2723251,75430
SRR5810924,398
SRR15831088,259662
SRR6450501,102570
ERR1124701,325048
SRR15048133,601780
ERR1216945,684376
ERR1427098,836862
SRR14217679,102659
ERR1218376,159928
SRR870751,38668
ERR1108790,220980
SRR13005709,412358
SRR5893088,8731
ERR2723714,116136
SRR16299540,2793
SRR4375302,47064
ERR1426955,823832
ERR1416101,21136
SRR10126118,18049
SRR16327294,195638
SRR15626594,4837706
ERR590752,47830
SRR8706244,1347338
SRR11214383,708246
SRR6334839,442964
SRR1531476,77992
SRR13074810,20982
SRR870972,120377
ERR1888593,39894
ERR959908,5450
SRR9198679,6799
ERR2723733,26262
SRR8928824,19816
SRR15347700,624918
ERR7131145,361915
ERR959608,2356
ERR737761,119168
ERR1216145,80566
SRR12661874,50895
SRR5004949,606854
SRR1872165,19046
SRR3381844,230108
SRR6469535,83868
ERR1426844,109384
ERR1099452,194428
ERR1410135,548096
ERR1426790,128584
ERR1888086,57384
SRR6249957,32518
ERR1124522,392112
ERR1692478,57118
ERR1251934,12250
ERR659848,87206
SRR1062599,18029
ERR1857668,27752
SRR8485410,16396
ERR960395,11534
SRR6249983,31114
SRR12436746,47888
SRR1121288,225464
ERR1415371,83736
SRR7268854,110062
ERR340714,285208
ERR689819,84004
SRR3393530,153428
SRR11801325,92953
SRR11585440,758064
SRR15871410,154692
SRR870787,173832
SRR1062812,19282
ERR2723365,89276
SRR1146563,276158
SRR18049405,18108
ERR999344,71286
ERR854851,154958
SRR8119910,185598
SRR7299174,160004
SRR11186472,1311552
SRR489489,97515
ERR573457,29966
SRR959346,26610
SRR2834956,126450
ERR853798,46748
SRR870871,179655
SRR12436812,78386
ERR1204340,125496
SRR9207163,206350
ERR2146920,314044
SRR17731347,144470
ERR1124868,734924
SRR12436745,58257
SRR8928820,10336
SRR11427426,336754
SRR14213371,155479
SRR1714465,2068990
ERR962958,466
SRR10903541,1125566
ERR2723293,93342
ERR697956,110506
ERR1857716,29686
ERR659909,105568
ERR1216056,142296
SRR17400056,157414
SRR21526552,1007846
SRR21518683,3141254
ERR594423,200962
SRR16299299,22241
ERR1857677,29002
SRR8129710,145866
SRR10070655,64094
ERR871497,196
SRR11427350,405500
SRR10151901,157148
SRR8867579,289930
ERR1431989,39328
SRR8137056,209891
ERR1374552,31546
ERR958985,2770
ERR1215902,219804
SRR5485618,214200
SRR11080805,838456
SRR17191192,348946
SRR870967,40505
ERR959360,13148
ERR1621543,46988
SRR7905393,331174
SRR8784154,11584
SRR1872898,21200
SRR7726443,1235213
ERR1891657,123894
SRR17547503,21343
SRR7886628,1208387
SRR2751005,264028
ERR716765,160464
SRR12749700,6048565
SRR2392489,1555874
SRR1062453,26884
SRR1872807,22770
ERR959664,8654
SRR13374850,493444
ERR659986,122476
SRR6289787,87164
SRR11362969,281608
SRR2146368,69874
ERR1396827,74515
SRR12661555,73900
SRR8928941,51414
ERR1475710,43620
SRR1871991,22456
SRR1062403,26521
ERR689848,58318
SRR6890902,246370
SRR870761,184306
SRR14923998,76764
ERR1373641,44956
ERR999519,66
ERR2723758,39642
SRR5893117,297512
SRR15626552,359176
SRR7061298,542442
ERR2723080,91120
ERR1204358,165226
ERR3446764,67060
SRR8106427,25758
SRR12436815,93135
ERR1215772,191920
SRR12037500,17118
SRR11302510,138
SRR19764253,335014
ERR1889537,80356
ERR1216504,78650
ERR1374413,9068
SRR489482,39170
ERR960717,36366
ERR1218437,222940
ERR737740,83416
ERR780068,132296
SRR13176107,1023140
SRR8928840,14668
SRR12672474,102673
SRR5810706,1102
SRR21518661,2265986
ERR960737,2468
SRR8868535,95482
ERR2723146,24876
ERR1410124,11900
ERR1205329,30
SRR1048071,9226
SRR12474680,1109598
SRR12876832,625398
ERR959533,1778
SRR17313507,218634
SRR15049566,140437
ERR2154818,1296
ERR525379,31712
ERR1204422,410730
SRR2043035,165406
SRR8788660,964094
ERR1821538,21882
SRR11186467,1495530
ERR998249,55456
SRR8591747,686070
SRR5810941,6476
ERR718650,117060
SRR3231358,382485
DRR032742,205286
ERR1067177,416042
SRR10126104,33246
SRR1062746,121760
SRR13724990,2620522
ERR340750,133238
ERR2723839,11148
SRR6814895,199022
ERR492325,9712
ERR1407715,586
ERR2402423,666412
SRR5818015,163833
ERR1757748,21106
ERR1692607,60842
ERR1427365,700452
SRR6289779,87314
ERR1124652,416988
SRR1872180,514
ERR1108091,385830
SRR1871857,16876
SRR5810869,742
DRR162472,48198
SRR5398206,102998
ERR2154645,168302
SRR6469572,8
ERR854825,102120
ERR1475641,32610
ERR1407562,366
SRR13998188,774792
ERR1857853,7364
SRR392976,80772
ERR959855,590
ERR1408794,918
ERR202529,672
SRR11812054,166040
ERR1374585,7480
ERR716801,164060
SRR5579866,30120
SRR10070594,179914
SRR13115053,1158076
ERR2146929,333130
SRR13796901,1810336
ERR925782,240
SRR1062652,19710
SRR10152007,151140
SRR19762949,203361
SRR10070716,77310
SRR19641886,271080
SRR5810672,470150
SRR6468941,56004
SRR12340119,987170
SRR2040572,95081
SRR2735232,836764
SRR12474627,267030
SRR8883813,471585
ERR2722979,2552
SRR7789594,19120
ERR1757613,27430
SRR10902598,169959
ERR1475724,24258
SRR11303313,88
ERR960704,21560
ERR959817,34
ERR1730662,25908
SRR2921973,118662
SRR6469715,602534
ERR1889040,40286
SRR6908699,1108750
SRR6144823,28671
SRR10550535,93862
SRR6468751,70628
ERR958971,4074
SRR8883781,878990
SRR18927198,50872
ERR1215752,224
SRR6308293,658268
SRR8071438,319166
ERR998155,46264
SRR9674299,116664
SRR9854017,9054141
ERR1395861,96
ERR780073,158724
SRR6908628,36066
SRR535986,6409
SRR1871861,10946
ERR1858052,26682
ERR1692545,57830
ERR958843,0
ERR1203517,180376
SRR1062209,38097
SRR7662126,16326
SRR3179609,220570
ERR411494,53700
ERR1442910,13920
SRR6469356,92832
SRR7419849,10593
ERR1889566,38152
ERR1821985,25076
SRR1871875,20978
SRR870794,176006
SRR7535416,27828
SRR1872017,64
SRR13777250,344954
SRR13234635,665093
ERR1475496,21042
ERR2304199,559176
ERR1888187,335288
ERR1816535,24856
SRR16299010,8904
SRR3498293,4258025
SRR4369373,107432
SRR6289670,68866
ERR1730605,23378
SRR9198849,4841
SRR5337743,47912
ERR963190,120
ERR1374559,5636
ERR2723774,137282
SRR17224791,235000
SRR11302597,30
SRR20746137,787028
ERR1374589,16396
ERR755666,230644
ERR2154789,65902
ERR7132851,316178
SRR5810843,1494
SRR11302523,109
ERR697925,84260
SRR363985,341039
SRR8526636,167212
SRR3371421,773582
SRR22747856,205688
SRR3083748,407496
ERR1218330,198332
ERR1414959,45550
ERR960315,6764
SRR4734162,118054
SRR10070593,735378
SRR6908646,912
ERR1416104,24474
SRR6250370,110032
SRR6215422,118818
ERR999406,38082
ERR1857973,36094
ERR853770,49212
SRR1871961,18044
SRR6890908,213371
ERR1396855,20680
SRR3655802,276767
SRR1872092,42
SRR12851619,86020
SRR2087769,151526
ERR590741,36088
SRR12933781,269356
SRR5810702,662
SRR9164643,65963
SRR10126023,23247
SRR9850660,13474
SRR19859440,289138
SRR6654600,24737
ERR999360,112
SRR5443706,89982
ERR1124726,329504
ERR10034091,416542
ERR273862,125644
SRR3018751,256869
ERR959467,3622
ERR1407649,1114
ERR998272,806
SRR16905275,849722
SRR5810738,436
ERR698023,103620
SRR11862885,1205964
ERR959344,5526
SRR6888839,833174
SRR10070766,140504
SRR1611970,66218
ERR1410211,92530
SRR4375097,6049876
SRR959352,34416
SRR6469301,90456
SRR9277357,99108
ERR582856,184
ERR999515,58
ERR1414980,68842
SRR11214421,409996
ERR1757597,23736
SRR3139114,3049882
SRR11427322,589050
SRR19638121,336890
SRR11302327,100
SRR7252513,590726
ERR1892041,77640
ERR1124581,367538
SRR870945,189530
ERR2154724,306
SRR22272446,248710
ERR960689,27766
SRR12661881,47495
ERR1205101,4338
SRR1872930,25208
SRR10040098,276336
ERR1108819,289810
SRR9596463,372528
ERR2723021,192454
SRR7947924,1162204
ERR759372,203640
ERR1415099,52002
ERR1124885,533870
SRR5382000,122579
ERR2983452,230614
SRR11302575,1132
SRR7905399,20066
SRR11033830,752756
SRR6888835,127522
SRR12070782,23956494
ERR959040,17126
SRR7410438,206742
ERR1475477,18030
ERR1888064,94970
SRR8106526,29696
SRR10126034,10016
SRR16604674,562282
SRR10527611,1126440
SRR13426329,162262
SRR9906821,169972
SRR7801974,574378
SRR12786075,378150
SRR11926669,906196
ERR1442884,17228
SRR20746139,728754
ERR1124873,584274
ERR1821813,24832
ERR659877,77876
SRR10868213,400216
SRR12023699,499298
ERR1821801,21408
ERR232300,339558
ERR1373561,53428
SRR18267562,244174
ERR2723215,252
SRR5017060,4620279
SRR8883805,1847389
SRR19594541,119257
SRR14233943,259378
SRR14217696,120769
SRR11542110,149439
SRR13115045,461464
SRR6469248,86590
ERR1373539,19764
SRR3159070,96370
SRR12974168,393064
SRR5810765,74
SRR12661556,99047
ERR2723903,44964
SRR6469831,264604
SRR6469463,58290
ERR1821547,24012
SRR11777252,507594
ERR1692441,69360
ERR1427081,789000
ERR590723,53022
ERR960122,9248
SRR7637838,531232
ERR667451,48764
SRR2027909,117444
SRR6655333,6626
SRR8888284,865282
DRR032752,172978
SRR18124375,130198
ERR590789,30614
ERR1892074,86822
SRR1062612,18735
ERR1374176,9194
ERR959935,828
ERR1889614,173502
ERR1858130,28592
SRR10151592,41928
SRR1555501,837
ERR2723970,40374
SRR2834946,131368
SRR6654968,8758
SRR11267491,273236
SRR9198711,30890
SRR17723100,352954
SRR392969,257306
SRR6654323,22717
SRR6469672,134306
ERR1396908,2806
ERR659859,72
SRR10735810,157
ERR853651,71310
SRR15831110,276450
SRR10393510,10921
SRR14679151,217978
ERR1442797,16414
ERR1475671,13132
SRR12492958,100871
ERR1475789,21900
SRR8298704,386542
SRR3420359,2239608
ERR1821531,21458
ERR1396882,213156
ERR1889837,40870
ERR1395951,2420
SRR9728714,516984
SRR12134634,566020
ERR1594700,223988
DRR189403,188087
SRR12356835,283420
ERR1373746,35276
SRR1872632,14240
SRR10151559,40642
SRR10203907,172180
SRR20083913,242034
ERR1888921,446748
ERR960147,2096
ERR1892058,93180
SRR12774416,152433
ERR1888778,28188
SRR6654982,8280
ERR525377,35984
ERR2146959,321700
ERR202598,230676
SRR5337747,32973
ERR1415364,73078
SRR6654401,48669
ERR1816505,20058
ERR1888973,151576
SRR11302576,128
SRR6289747,100518
SRR18124526,619398
ERR1373514,22844
SRR22558345,109686
ERR1475523,34038
SRR14285959,175075
ERR1216338,210534
SRR17547514,27460
SRR8928782,304878
SRR7789561,13121
SRR13839954,181783
SRR17529060,473830
SRR17630955,132771
ERR3489871,118657
SRR10974111,53628
SRR11874811,66844
ERR716747,106574
ERR959130,7730
SRR13998081,1453758
ERR1892050,85694
ERR2722989,188732
SRR11427266,559726
SRR11855603,465252
SRR17210882,152868
DRR189374,73606
SRR18054177,42178
ERR960035,18292
ERR1889352,213278
SRR10586526,279332
SRR11302426,170
ERR405184,138830
ERR1099546,162130
ERR271384,1588
SRR16183160,943462
ERR1218417,180470
ERR525415,88816
SRR2976525,458688
SRR1062304,19976
SRR7444124,629662
ERR1215519,54
ERR853458,52640
ERR1888214,177624
SRR6654560,28288
ERR999198,43610
ERR1216404,118030
ERR4968953,211230
ERR4911022,147164
SRR2089839,110142
SRR13339162,184346
SRR10117556,228712
ERR582862,246
SRR12464092,263216
SRR5893158,150102
ERR1407686,24332
ERR1857934,30882
SRR6132701,46670
ERR1397069,46230
SRR11305408,358761
SRR13115055,833926
ERR8517115,159928
SRR6784689,1056038
ERR2154768,46276
SRR6268102,18877
SRR21518669,1314728
SRR8383274,2895
ERR1443967,396548
ERR1427305,1025966
ERR959396,16
SRR7662123,12351
SRR6654680,17196
ERR1821888,22088
SRR1785159,625936
SRR11214456,462884
SRR6654435,2974
ERR2723673,2240
SRR14213385,99960
SRR12134633,403314
SRR9207186,190486
SRR6654911,6609
SRR10415535,455514
ERR1204227,169118
ERR1427052,1053884
ERR1204516,171184
SRR10151567,59560
ERR659989,94558
SRR17745563,9264
SRR22018577,240722
SRR8298688,457738
ERR998199,198
ERR2723145,40580
SRR10070540,60448
ERR1889630,92644
SRR870769,143002
ERR1888567,329416
ERR271391,396
SRR6908750,141514
SRR3228703,36193
SRR13938356,101520
ERR1858131,31026
ERR2723530,113412
ERR1373389,26318
ERR2723818,49478
ERR960466,3804
ERR958838,25838
ERR926014,430
ERR7720647,2144338
SRR10126053,14047
ERR1857838,41172
ERR1107967,150032
SRR13602439,279890
SRR6654320,87581
SRR10974056,61700
ERR1215931,185380
ERR4091974,335870
SRR7264588,14871373
ERR1124567,468968
ERR3489855,195938
SRR5893091,20627
SRR953577,570209
SRR5341542,63848
ERR1108768,325316
SRR4241866,620174
SRR11302830,52
ERR716918,126570
ERR3266358,26954
ERR1107948,141302
SRR6469193,50748
SRR10010342,86744
SRR6469812,145966
ERR1252108,23918
SRR8106358,1005078
SRR5810893,536
ERR871540,407702
ERR1892077,2038
ERR1888521,717990
ERR2154799,60722
SRR1555499,1432
SRR14551647,3323562
SRR8244086,142607
SRR5820059,100120
ERR7132860,367320
SRR22420214,345764
SRR11700446,72870
SRR1872341,33528
ERR998335,112
SRR1872806,12850
ERR1888087,32964
ERR959484,43214
SRR10151948,30366
ERR1373708,57634
ERR1373429,26450
ERR3489852,65977
ERR1415004,79304
SRR13839921,3892284
SRR18220764,50667
SRR7909922,2999290
SRR6468778,76394
SRR13115048,937166
SRR17499138,88210
SRR6654305,25694
SRR12661663,56463
SRR14217659,94815
SRR5017061,5002242
ERR999408,450
ERR1888254,39730
ERR1416189,56254
ERR1124618,159326
SRR1872794,47744
SRR11033805,30844
SRR15097770,144914
ERR1374417,10786
SRR8784180,212628
SRR5893152,14500
ERR1108751,58530
ERR10034089,280912
SRR3166959,67744
SRR8132756,207718
SRR13011473,1631002
SRR9849215,245658
ERR1215867,199126
ERR492337,68578
SRR6654780,14607
ERR1374248,6782
ERR1216362,180434
SRR8377210,464606
ERR1108771,289002
SRR18745512,1367100
ERR2723431,28998
ERR1215562,175180
ERR1475521,27582
SRR6655267,15354
SRR13447010,226333
ERR202564,526
SRR16784085,1615944
SRR22437986,204420
SRR13652350,140889
SRR9685040,76878
ERR1692544,49674
ERR999388,112
ERR1416199,72388
SRR12661537,70315
SRR17879856,374381
SRR6654831,10964
SRR10152019,80126
ERR2983453,72836
SRR12898814,419496
ERR1099383,100600
SRR11610430,193552
SRR12194976,368168
SRR10151827,113196
SRR6215412,376930
ERR697983,52000
SRR11427387,1546888
SRR9674322,194582
SRR7764537,795374
SRR10151740,214728
ERR2455364,311469
SRR6384890,241284
SRR10151945,87548
ERR1888794,136102
SRR959312,106847
SRR7410391,140000
SRR6268123,45243
SRR14915979,90743
ERR1692473,83624
SRR18192279,232254
SRR12661831,103921
ERR959742,4316
SRR2127901,610157
ERR3301004,328796
SRR17085060,668284
SRR1872844,15862
SRR12150551,193469
ERR1374838,19504
SRR499866,10331
ERR871298,404262
SRR1062413,27245
ERR871371,1072
SRR6469149,78486
SRR8182174,139200
SRR12194865,325328
ERR1069116,137310
SRR6469110,116514
SRR12971780,1444582
SRR6025621,338732
ERR1821845,24046
ERR1252124,15348
SRR11303114,86
SRR9336420,10275362
ERR1396859,94076
SRR7535407,34633
ERR1427280,911102
SRR11699734,182595
SRR13181568,508656
SRR797916,182256
SRR21518664,1916934
ERR959842,378
SRR1947876,103814
SRR12661729,99691
SRR10887436,336740
SRR2138290,104970
ERR1620476,636394
SRR7789558,17517
SRR8106308,150272
SRR10735813,155
SRR12874662,140886
SRR11302306,171
SRR870734,32070
SRR6655350,5024
SRR9692021,558966
SRR10887439,247214
SRR1872417,139986
ERR853753,40348
ERR1889403,209548
SRR4457853,112082
ERR1205236,66
SRR16339852,187130
ERR1416157,50550
SRR12658673,701300
SRR6268051,36009
ERR1475600,26230
ERR998251,51116
ERR1415431,105276
SRR16299584,21702
ERR1821867,25196
ERR716742,42288
ERR2865436,170474
SRR5805914,79986
SRR11933712,133223
ERR716804,128302
ERR202582,4868
SRR8106541,45868
SRR13221792,213604
ERR582876,180
SRR516545,84
SRR959316,137186
ERR959468,3114
SRR7905372,3418862
ERR1069133,424064
SRR6411470,144572
ERR716775,150906
ERR667574,52060
ERR1216132,77106
ERR569526,2284
ERR1216182,90342
SRR11267517,219294
SRR22805240,174068
ERR1122804,184972
SRR5855253,269286
SRR8991397,1150528
SRR1872748,27074
ERR999441,229552
SRR10125986,31324
SRR6846415,395226
ERR1252190,12778
ERR1204520,60028
SRR3622446,198706
ERR960615,1694
SRR11302515,893
SRR5382002,116575
SRR5519772,279862
ERR1443968,464896
SRR7119822,6900
ERR871435,250
ERR1216437,962
SRR519721,2675240
SRR12194948,448559
SRR10394607,335866
SRR10753247,30610
SRR16299062,8436
SRR8883729,34708
ERR1410131,449966
ERR959179,5928
SRR13393450,72185
ERR2723943,84226
ERR949656,2648
SRR4026148,667902
ERR1426758,132794
ERR960343,692
SRR6250161,78924
SRR5822005,164900
ERR1216718,101560
ERR1407675,24340
ERR1821586,19188
ERR1373759,56204
SRR1010333,3458
SRR12199232,209242
ERR1373497,34364
ERR737712,118614
SRR2751009,280210
SRR2976528,336992
SRR13381334,809275
ERR960369,15966
ERR2154640,31558
SRR8315379,317253
SRR11427376,279026
ERR1397015,3098
ERR1416034,21936
SRR1872856,1808
SRR5274770,271974
SRR19641860,704608
SRR6654467,43007
ERR2723575,142612
ERR1125049,488008
ERR959890,362
ERR1204428,327536
SRR352482,30099
ERR999315,128
SRR1872310,22194
ERR1124477,366750
ERR1889311,316752
SRR6654931,15630
ERR202565,5306
SRR1947863,56974
ERR1621499,68110
ERR1730631,18468
SRR15483582,126577
ERR716736,59430
ERR1821627,22984
SRR11519034,124166
ERR659993,110134
SRR3932206,222082
ERR1099532,90122
ERR962897,1028
ERR1410119,5308
SRR8928762,241680
SRR5270231,245467
SRR870804,148336
ERR1373748,37124
ERR1205359,328
SRR11427224,372692
SRR3932179,189336
ERR959984,592
ERR1124741,592016
SRR13724968,1877804
ERR1888772,7920
SRR2136162,190236
SRR9728730,435138
SRR10010339,141708
SRR12436754,109822
SRR1049956,233106
ERR1620475,237150
SRR3420420,1383944
SRR6468815,53624
ERR1889137,166832
SRR1062681,20073
ERR1396873,36392
ERR1252195,19398
SRR4734154,150014
ERR2723256,33598
ERR871517,270
SRR12661823,95695
SRR11590408,95919
ERR1373563,38550
SRR15927809,149244
SRR3166946,68834
ERR1251955,13882
SRR10737693,626050
SRR7662162,16880
ERR1205246,112554
SRR6468926,54014
SRR1291417,136642
ERR1124558,387896
SRR8928939,93006
ERR999279,112
SRR8106548,34882
ERR1692485,84388
ERR1757657,18594
SRR5006033,2203188
SRR5817916,2506534
SRR11302961,143
SRR9198813,8921
SRR1872999,90852
SRR8883733,13216
SRR6176699,83749
SRR8787727,38797
SRR1609743,133330
ERR959909,132
ERR1621574,17714
SRR6814894,204906
SRR7268799,108240
SRR6411466,290686
ERR697958,102388
ERR667537,41854
SRR8197483,174562
ERR1204240,68322
SRR1062593,18388
ERR4172791,379586
SRR12661563,97208
ERR1374452,9176
SRR1062345,117978
ERR4648668,108304
SRR9906792,151706
ERR1442791,15060
SRR1062708,18941
ERR1427033,1108162
SRR1872990,59060
SRR10887534,300456
SRR1062443,26117
ERR2723436,109856
SRR11303365,88
SRR12708449,382548
SRR7268914,117922
ERR1427288,1339014
SRR6469838,87924
SRR17282618,455006
SRR18927011,521684
SRR14217673,110388
ERR2722973,41812
ERR1889299,147208
ERR1108754,153134
SRR5469315,382510
SRR15831113,271940
SRR18885367,533674
SRR13238430,15675846
SRR8784158,250134
ERR1416112,43272
SRR6250345,100646
SRR11777247,764200
ERR1888858,55278
SRR6249955,52012
ERR1888238,29646
SRR10151610,43146
SRR16299556,12750
ERR1216055,146488
ERR657585,107798
ERR1395943,37648
SRR15927794,197204
SRR11302986,50
SRR10151851,52568
ERR596702,21484
ERR4910715,352990
SRR7891991,49250
SRR4734157,121604
SRR14883467,140876
ERR596625,29288
ERR1415232,98486
SRR11267492,297464
SRR10070544,168566
ERR2146916,11556
ERR467067,111644
SRR6468859,166220
SRR14703459,12494
ERR1621404,21834
ERR1427014,1024524
ERR1442763,13988
ERR1125046,640250
SRR15626536,235798
ERR1858040,27886
SRR6020386,1493260
SRR9198934,7467
ERR960158,6
SRR16905278,1075234
SRR12436837,114609
SRR10151710,41370
SRR14924009,22480
SRR13429151,116052
ERR1757581,22922
ERR962977,49840
SRR959339,30626
ERR999267,108706
ERR202517,2090
SRR9077089,296486
SRR7746638,50803
ERR1621580,68190
SRR6654991,26998
ERR1416079,21212
SRR11302705,122
ERR1888508,601454
ERR1730525,19636
ERR4648680,106808
SRR12037404,21649
SRR1872115,19266
ERR1692471,61616
ERR959819,1304
SRR6654855,15333
ERR1475812,30132
SRR6468796,79992
ERR1374548,5614
SRR6268074,44246
SRR8883740,21380
SRR9674266,133590
SRR9947425,247426
ERR1408812,320
ERR958813,23574
SRR6268159,90324
ERR2146921,286874
ERR4910717,313140
ERR1427383,664216
ERR1427060,1061932
SRR11302358,67
ERR2723672,19284
SRR7264585,7917824
SRR6469206,200978
SRR11186454,1202840
ERR2723033,29616
ERR1858051,28930
SRR1872833,16284
ERR780290,112742
ERR1204392,140720
SRR14077610,206746
SRR10836791,234882
SRR7801963,448364
ERR1889296,172258
DRR162502,43768
ERR1216499,366584
SRR6469406,72978
ERR1889568,804100
SRR15813440,234952
SRR20083927,227918
ERR596628,22838
ERR960818,4258
SRR6654601,23780
ERR1416072,37700
SRR1872284,26366
ERR1204511,87440
ERR1373644,43390
SRR11427347,462710
SRR11427252,521314
ERR716753,166380
SRR8787655,147381
ERR959678,20
ERR738302,87518
ERR517978,111350
SRR7410442,154262
SRR5805905,128740
ERR1821811,22296
ERR963148,114
SRR15373451,6838764
ERR340702,255010
ERR525374,43134
SRR17879854,351293
ERR1069121,217484
ERR232309,886290
SRR14066769,644094
ERR1216432,101070
SRR6654398,33267
ERR960832,1004
SRR6655164,30102
SRR20083918,289842
SRR13005708,470576
ERR1415244,70214
ERR998377,19846
ERR667487,29314
SRR6020357,56439034
SRR7662082,46961
SRR3536478,452478
ERR1621630,58828
SRR5921146,263925
SRR15498149,96705
ERR9077184,57022
SRR8883704,75686
SRR13181532,380428
SRR14679405,227550
ERR1396889,11910
SRR1205160,188570
SRR10550521,122039
SRR15712666,18182
SRR5833543,723058
SRR14915974,84687
SRR6654363,5622
SRR19846952,6263634
SRR21617360,200822
SRR11590435,407024
SRR12070735,24029630
ERR411503,40080
SRR13594965,17542
SRR9674333,1402854
SRR1555497,578
ERR659929,101040
SRR11016373,357080
SRR11554196,234383
ERR1252045,16252
SRR6654544,22968
SRR8106429,21982
SRR13646747,396778
ERR517862,81536
SRR16894979,276784
ERR1415391,91542
SRR499871,15831
SRR10989896,327432
SRR15831095,260916
ERR573441,27872
ERR202494,7286
SRR7662128,11804
ERR1215768,213866
SRR15927825,441546
ERR1730744,17110
SRR2225888,114063
ERR1205248,632
SRR1871986,26
SRR6132695,81222
ERR1889450,294502
SRR6654689,12065
SRR2040574,110194
SRR21966808,195202
SRR12037395,18871
SRR1531456,37864
SRR13565138,329476
SRR3381792,110608
ERR1692551,68592
SRR10060613,173184
SRR12999268,1495614
SRR10070732,37920
SRR6655274,13405
ERR1374713,6506
SRR11302765,295
ERR1205347,224
ERR2154822,19180
ERR1414836,58930
SRR1062375,108106
SRR10058772,258032
SRR6250228,99296
SRR1062640,13419
ERR1857912,32106
SRR9198999,10510
ERR1889356,257396
ERR1374751,1598
SRR10974019,65402
SRR8816381,485132
SRR6250265,117728
SRR8787738,10974
ERR1888191,368282
SRR8883847,73742
