fastq_name	median	unique	reads	size	compressed_size
ERR968066_2	75	1	396288	87531516	21026077
ERR968067_1	55	1	376832	68139004	14626372
ERR968067_2	75	1	376832	83212284	20664326
ERR968068_1	55	1	3594183	664073622	149756190
ERR968068_2	75	1	3594183	807840942	214691391
ERR968069_1	55	1	3045442	562007796	124608381
ERR968069_2	75	1	3045442	683825476	181462404
ERR968070_1	55	1	3028985	558946794	125982232
ERR968070_2	75	1	3028985	680106194	179795771
ERR968071_1	55	1	2440321	449455290	101454909
ERR968071_2	75	1	2440321	547068130	148582240
ERR968072_1	55	1	2301341	423605010	96284520
ERR968072_2	75	1	2301341	515658650	140195950
ERR968073_1	55	1	2473896	455700240	103065447
ERR968073_2	75	1	2473896	554656080	150009753
ERR968074_1	55	1	3013830	556127964	122361614
ERR968074_2	75	1	3013830	676681164	177393076
ERR968075_1	55	1	3074605	567432114	128740173
ERR968075_2	75	1	3074605	690416314	185341186
ERR968076_1	55	1	2642840	487123824	110539633
ERR968076_2	75	1	2642840	592837424	158949472
ERR968077_1	55	1	1634017	299482746	67913414
ERR968077_2	75	1	1634017	364843426	97967715
ERR968078_1	55	1	2189668	402833832	91825095
ERR968078_2	75	1	2189668	490420552	130480372
ERR968079_1	55	1	3169551	585092070	134035369
ERR968079_2	75	1	3169551	711874110	192160630
ERR968080_1	55	1	2988581	551431650	125241661
ERR968080_2	75	1	2988581	670974890	180129137
ERR968081_1	55	1	3083362	569060916	130699621
ERR968081_2	75	1	3083362	692395396	187642054
ERR968082_1	55	1	3517926	649889820	146656750
ERR968082_2	75	1	3517926	790606860	208299306
ERR968083_1	55	1	38912	6881912	1500186
ERR968083_2	75	1	38912	8438392	2107664
ERR968084_1	55	1	3415856	630904800	141971750
ERR968084_2	75	1	3415856	767539040	203404970
ERR968085_1	55	1	2790028	514500792	116837847
ERR968085_2	75	1	2790028	626101912	166322963
ERR968086_1	55	1	3000442	553637796	129025638
ERR968086_2	75	1	3000442	673655476	189860337
ERR968087_1	55	1	2990755	551836014	124138124
ERR968087_2	75	1	2990755	671466214	176801962
ERR968088_1	55	1	3412385	630259194	142223641
ERR968088_2	75	1	3412385	766754594	205092061
ERR968089_1	55	1	2655529	489483978	111237194
ERR968089_2	75	1	2655529	595705138	160479264
ERR968090_1	55	1	2155172	396417576	90230784
ERR968090_2	75	1	2155172	482624456	129407541
ERR968091_1	55	1	57344	10162808	2249256
ERR968091_2	75	1	57344	12456568	3128416
ERR968092_1	55	1	2744105	505959114	114452166
ERR968092_2	75	1	2744105	615723314	162375279
ERR968093_1	55	1	2821609	520374858	116119378
ERR968093_2	75	1	2821609	633239218	162679315
ERR968094_1	55	1	158720	28442620	6239715
ERR968094_2	75	1	158720	34791420	8609744
ERR968095_1	55	1	1529027	279954606	61788675
ERR968095_2	75	1	1529027	341115686	86161390
ERR968096_1	55	1	1922308	353104872	78777195
ERR968096_2	75	1	1922308	429997192	109253239
ERR968097_1	55	1	1831662	336244716	74385676
ERR968097_2	75	1	1831662	409511196	105071768
ERR968098_1	55	1	2034876	374042520	82434288
ERR968098_2	75	1	2034876	455437560	115731281
ERR968099_1	55	1	2209902	406597356	89378548
ERR968099_2	75	1	2209902	494993436	127674568
ERR968100_1	55	1	25600	4512376	1014324
ERR968100_2	75	1	25600	5536376	1422962
ERR968101_1	55	1	2370459	436460958	96607005
ERR968101_2	75	1	2370459	531279318	134428648
ERR968102_1	55	1	2709628	499546392	109254440
ERR968102_2	75	1	2709628	607931512	151531112
ERR968103_1	55	1	2258977	415725306	93392432
ERR968103_2	75	1	2258977	506084386	132364334
ERR968104_1	55	1	2121687	390189366	87137563
ERR968104_2	75	1	2121687	475056846	121901353
ERR968105_1	55	1	1876574	344598348	78674128
ERR968105_2	75	1	1876574	419661308	110808350
ERR968106_1	55	1	1921734	352998108	80264632
ERR968106_2	75	1	1921734	429867468	113966882
ERR968107_1	55	1	1353075	247227534	57720491
ERR968107_2	75	1	1353075	301350534	81723691
ERR968108_1	55	1	1837353	337303242	78580224
ERR968108_2	75	1	1837353	410797362	111785573
ERR968109_1	55	1	1657556	303861000	71218126
ERR968109_2	75	1	1657556	370163240	101827972
ERR968110_1	55	1	1245956	227303400	52330352
ERR968110_2	75	1	1245956	277141640	74489126
ERR968111_1	55	1	1124727	204754806	47494703
ERR968111_2	75	1	1124727	249743886	67460043
ERR968112_1	55	1	1807185	331691994	75345778
ERR968112_2	75	1	1807185	403979394	107078911
ERR968113_1	55	1	1910727	350950806	80309166
ERR968113_2	75	1	1910727	427379886	112657172
ERR968114_1	55	1	3315494	612237468	137139664
ERR968114_2	75	1	3315494	744857228	193136832
ERR968115_1	55	1	2768175	510436134	115542387
ERR968115_2	75	1	2768175	621163134	166479189
ERR968116_1	55	1	1825438	335087052	77610279
ERR968116_2	75	1	1825438	408104572	111527716
ERR968117_1	55	1	2604068	479912232	109914599
ERR968117_2	75	1	2604068	584074952	154889116
ERR968118_1	55	1	2920527	538773606	124634174
ERR968118_2	75	1	2920527	655594686	176943688
ERR968119_1	55	1	23552	4147832	951998
ERR968119_2	75	1	23552	5089912	1310848
ERR968120_1	55	1	1671755	306502014	70129213
ERR968120_2	75	1	1671755	373372214	101996471
ERR968121_1	55	1	2825427	521085006	119411486
ERR968121_2	75	1	2825427	634102086	172700667
ERR968122_1	55	1	2060606	378828300	87129045
ERR968122_2	75	1	2060606	461252540	123046769
ERR968123_1	55	1	441344	79880188	16781818
ERR968123_2	75	1	441344	97533948	23304317
ERR968124_1	55	1	3202895	591294054	133494450
ERR968124_2	75	1	3202895	719409854	192298874
ERR968125_1	55	1	1908319	350502918	80532381
ERR968125_2	75	1	1908319	426835678	115871088
ERR968126_1	55	1	3690631	682012950	154777815
ERR968126_2	75	1	3690631	829638190	221060842
ERR968127_1	55	1	3124765	576761874	128772273
ERR968127_2	75	1	3124765	701752474	186705884
ERR968128_1	55	1	3107720	573591504	130081617
ERR968128_2	75	1	3107720	697900304	185016478
ERR968129_1	55	1	2503285	461166594	104719857
ERR968129_2	75	1	2503285	561297994	152887299
ERR968130_1	55	1	2366476	435720120	99653869
ERR968130_2	75	1	2366476	530379160	144485903
ERR968131_1	55	1	2540410	468071844	106480809
ERR968131_2	75	1	2540410	569688244	154306480
ERR968132_1	55	1	3094599	571150998	126572815
ERR968132_2	75	1	3094599	694934958	182593974
ERR968133_1	55	1	3160249	583361898	133209910
ERR968133_2	75	1	3160249	709771858	190988563
ERR968134_1	55	1	2713363	500241102	114175611
ERR968134_2	75	1	2713363	608775622	163579104
ERR968135_1	55	1	1679808	307999872	70298637
ERR968135_2	75	1	1679808	375192192	100970034
ERR968136_1	55	1	2250627	414172206	95021189
ERR968136_2	75	1	2250627	504197286	134497465
ERR968137_1	55	1	3254323	600859662	138493420
ERR968137_2	75	1	3254323	731032582	197783673
ERR968138_1	55	1	3068019	566207118	129518885
ERR968138_2	75	1	3068019	688927878	185420211
ERR968139_1	55	1	3164341	584123010	135021132
ERR968139_2	75	1	3164341	710696650	193100707
ERR968140_1	55	1	3609648	666950112	151451605
ERR968140_2	75	1	3609648	811336032	214424404
ERR968141_1	55	1	3560919	657886518	147571240
ERR968141_2	75	1	3560919	800323278	210853602
ERR968142_1	55	1	3511174	648633948	146923151
ERR968142_2	75	1	3511174	789080908	209662668
ERR968143_1	55	1	30720	5423736	1228895
ERR968143_2	75	1	30720	6652536	1707946
ERR968144_1	55	1	3079625	568365834	133261025
ERR968144_2	75	1	3079625	691550834	195303846
ERR968145_1	55	1	3071683	566888622	128340539
ERR968145_2	75	1	3071683	689755942	182084150
ERR968146_1	55	1	3505984	647668608	147064097
ERR968146_2	75	1	3505984	787907968	211219958
ERR968147_1	55	1	2728917	503134146	115051718
ERR968147_2	75	1	2728917	612290826	165353011
ERR968148_1	55	1	2216721	407865690	93453620
ERR968148_2	75	1	2216721	496534530	133453149
ERR968149_1	55	1	2702847	498285126	113543683
ERR968149_2	75	1	2702847	606399006	161911121
ERR977397_1	101	1	40336250	14134910858	2795542385
ERR977397_2	101	1	40336250	14134910858	2701448042
ERR977398_1	101	1	86308531	30270246666	6118115878
ERR977398_2	101	1	86308531	30270246666	5851038490
ERR977399_1	101	1	70913847	24866655704	4873699261
ERR977399_2	100	1	70913847	24724828010	4872558511
ERR977576_1	101	1	52463946	18392094772	4393383861
ERR977576_2	101	1	52463946	18392094772	4102381769
ERR977577_1	101	1	18639119	6519845336	1297843386
ERR977577_2	101	1	18639119	6519845336	1229790129
ERR977578_1	101	1	16092134	5625859974	1227060683
ERR977578_2	101	1	16092134	5625859974	1160392006
ERR977579_1	101	1	42237699	14802655184	2736884683
ERR977579_2	101	1	42237699	14802655184	2608686213
ERR977580_1	101	1	87255743	29904981734	6066027518
ERR977580_2	101	1	87255743	29904981734	5723778685
ERR977581_1	101	1	37544826	13155549162	2546305121
ERR977581_2	101	1	37544826	13155549162	2391991130
ERR977582_1	101	1	42566752	14918385658	2878350591
ERR977582_2	101	1	42566752	14918385658	2829422781
ERR977583_1	101	1	36867631	12917866632	2507635835
ERR977583_2	101	1	36867631	12917866632	2347528350
ERR977584_1	101	1	42679957	14958138030	2901095176
ERR977584_2	101	1	42679957	14958138030	2836176120
ERR977585_1	101	1	90125715	30889325028	6094482391
ERR977585_2	101	1	90125715	30889325028	5796259489
ERR977586_1	101	1	13903091	4857534702	1010748033
ERR977586_2	101	1	13903091	4857534702	936376060
ERR977587_1	101	1	39293518	13769285684	2387389977
ERR977587_2	101	1	39293518	13769285684	2274478331
ERR977588_1	101	1	44902187	15737942180	2874423689
ERR977588_2	101	1	44902187	15737942180	2721270848
ERR977589_1	101	1	87582164	30016526466	5702013503
ERR977589_2	101	1	87582164	30016526466	5382613467
ERR977590_1	101	1	11644194	4064758732	949039952
ERR977590_2	101	1	11644194	4064758732	871314672
ERR977591_1	101	1	47170967	16533970394	3814633620
ERR977591_2	101	1	47170967	16533970394	3697158055
ERR977592_1	101	1	17136610	5992516166	1096137374
ERR977592_2	101	1	17136610	5992516166	1027103714
ERR977593_1	101	1	77773567	27274958584	4876672022
ERR977593_2	101	1	77773567	27274958584	4822303415
ERR977594_1	101	1	83837668	29403335998	5242581406
ERR977594_2	101	1	83837668	29403335998	5160865189
ERR9787501_1	101	1	30854484	8779938012	1669129770
ERR9787501_2	101	1	30854484	8779938012	1690598060
ERR9787502_1	101	1	31127902	8858135560	1675552691
ERR9787502_2	101	1	31127902	8858135560	1689599577
ERR9787503_1	101	1	30688524	8732473452	1656348031
ERR9787503_2	101	1	30688524	8732473452	1683713517
ERR9787504_1	101	1	30777180	8757829068	1655597504
ERR9787504_2	101	1	30777180	8757829068	1680440856
ERR9787505_1	101	1	31350285	8921737098	1689436540
ERR9787505_2	101	1	31350285	8921737098	1717734834
ERR9787506_1	101	1	30829071	8772669894	1660877163
ERR9787506_2	101	1	30829071	8772669894	1681605840
ERR9787507_1	101	1	31488815	8961356678	1696158626
ERR9787507_2	101	1	31488815	8961356678	1722917465
ERR9787508_1	101	1	30726073	8743212466	1653607783
ERR9787508_2	101	1	30726073	8743212466	1689577270
ERR9787509_1	101	1	31196495	8877753158	1685565419
ERR9787509_2	101	1	31196495	8877753158	1696331858
ERR9787510_1	101	1	30763998	8754059016	1656469236
ERR9787510_2	101	1	30763998	8754059016	1687140890
ERR9787511_1	101	1	31147923	8863861566	1668466281
ERR9787511_2	101	1	31147923	8863861566	1712643203
ERR9787512_1	101	1	31388203	8932581646	1687327922
ERR9787512_2	101	1	31388203	8932581646	1707335194
ERR9787513_1	101	1	30969591	8812858614	1674292586
ERR9787513_2	101	1	30969591	8812858614	1689025400
ERR9787514_1	101	1	30701289	8736124242	1653769013
ERR9787514_2	101	1	30701289	8736124242	1674429783
ERR9787515_1	101	1	30670514	8727322592	1513454152
ERR9787515_2	101	1	30670514	8727322592	1549101335
ERR9787516_1	101	1	31486887	8960805270	1699624667
ERR9787516_2	101	1	31486887	8960805270	1714709775
ERR984479_1	55	1	6784862	1257539916	208230114
ERR984479_2	75	1	6784862	1528934396	320431630
ERR984480_1	55	1	5370729	994511178	166123006
ERR984480_2	75	1	5370729	1209340338	256691773
ERR984481_1	55	1	6232809	1154858058	190955472
ERR984481_2	75	1	6232809	1404170418	293453587
ERR984482_1	55	1	6032183	1117541622	184399178
ERR984482_2	75	1	6032183	1358828942	282946834
ERR984483_1	55	1	5935841	1099622010	186762380
ERR984483_2	75	1	5935841	1337055650	286488510
ERR984484_1	55	1	1119232	203732736	33062035
ERR984484_2	75	1	1119232	248502016	52742414
ERR984485_1	55	1	5714943	1058534982	180338016
ERR984485_2	75	1	5714943	1287132702	278524311
ERR984486_1	55	1	147456	26392572	4429528
ERR984486_2	75	1	147456	32290812	7068594
ERR984487_1	55	1	5095170	943257204	154235545
ERR984487_2	75	1	5095170	1147064004	237263598
ERR984488_1	55	1	4018657	743025786	123796518
ERR984488_2	75	1	4018657	903772066	193210218
ERR984489_1	55	1	4846753	897051642	148676842
ERR984489_2	75	1	4846753	1090921762	228911270
ERR984490_1	55	1	5741521	1063478490	180058289
ERR984490_2	75	1	5741521	1293139330	272719754
ERR984491_1	55	1	6027954	1116755028	185950807
ERR984491_2	75	1	6027954	1357873188	290878315
ERR984492_1	55	1	5179181	958883250	160531690
ERR984492_2	75	1	5179181	1166050490	247605769
ERR984493_1	55	1	6042152	1119395856	184340752
ERR984493_2	75	1	6042152	1361081936	280812118
ERR984494_1	55	1	6105918	1131256332	185854956
ERR984494_2	75	1	6105918	1375493052	288261727
ERR984495_1	55	1	5479391	1014722310	167894458
ERR984495_2	75	1	5479391	1233897950	260524001
ERR984496_1	55	1	4695974	869006748	146095099
ERR984496_2	75	1	4695974	1056845708	225651388
ERR984497_1	55	1	5014953	928336842	155179656
ERR984497_2	75	1	5014953	1128934962	239598372
ERR984498_1	55	1	5446615	1008625974	166720824
ERR984498_2	75	1	5446615	1226490574	253511876
ERR984499_1	55	1	4743563	877858302	147345996
ERR984499_2	75	1	4743563	1067600822	226596956
ERR984500_1	55	1	6328694	1172692668	194075514
ERR984500_2	75	1	6328694	1425840428	299636205
ERR984501_1	55	1	5252553	972530442	163369195
ERR984501_2	75	1	5252553	1182632562	251789203
ERR984502_1	55	1	4390039	812102838	137689921
ERR984502_2	75	1	4390039	987704398	210489290
ERR998097_1	55	1	1880025	345240234	68526100
ERR998097_2	75	1	1880025	420441234	117772245
ERR998098_1	55	1	1803800	331062384	68513721
ERR998098_2	75	1	1803800	403214384	112680465
ERR998099_1	55	1	1350802	246804756	51517679
ERR998099_2	75	1	1350802	300836836	84241885
ERR998100_1	55	1	1311484	239491608	53673967
ERR998100_2	75	1	1311484	291950968	79836881
ERR998101_1	55	1	1343487	245444166	54664674
ERR998101_2	75	1	1343487	299183646	81917444
ERR998102_1	55	1	26062	4594612	1133533
ERR998102_2	75	1	26062	5637092	1765475
ERR998103_1	55	1	801142	145363424	32571295
ERR998103_2	75	1	801142	177409104	48874307
ERR998104_1	55	1	910814	165323728	36587923
ERR998104_2	75	1	910814	201756288	54521911
ERR998105_1	55	1	644676	116886612	26076246
ERR998105_2	75	1	644676	142673652	39994871
ERR998106_1	55	1	660224	119716348	27296103
ERR998106_2	75	1	660224	146125308	39611570
ERR998107_1	55	1	1207842	220214196	49254733
ERR998107_2	75	1	1207842	268527876	73984791
ERR998108_1	55	1	1738115	318844974	70543351
ERR998108_2	75	1	1738115	388369574	105238628
ERR998109_1	55	1	1573137	288159066	63113088
ERR998109_2	75	1	1573137	351084546	94552600
ERR998110_1	55	1	1739188	319044552	71296253
ERR998110_2	75	1	1739188	388612072	105002134
ERR998111_1	55	1	1280934	233809308	51807466
ERR998111_2	75	1	1280934	285046668	76993900
ERR998112_1	55	1	1217798	222066012	48475764
ERR998112_2	75	1	1217798	270777932	69020875
ERR998113_1	55	1	1031467	187408446	42187354
ERR998113_2	75	1	1031467	228667126	61836587
ERR998114_1	55	1	913529	165817858	37466339
ERR998114_2	75	1	913529	202359018	55079556
ERR998115_1	55	1	783608	142172236	31990000
ERR998115_2	75	1	783608	173516556	46944133
ERR998116_1	55	1	689699	125080798	27989044
ERR998116_2	75	1	689699	152668758	40928943
ERR998117_1	55	1	922515	167453310	36169887
ERR998117_2	75	1	922515	204353910	53578423
ERR998118_1	55	1	1268480	231492864	51064828
ERR998118_2	75	1	1268480	282232064	75725043
ERR998119_1	55	1	1403272	256564176	57068996
ERR998119_2	75	1	1403272	312695056	83781851
ERR998120_1	55	1	130048	23224316	4788423
ERR998120_2	75	1	130048	28426236	6228705
ERR998121_1	55	1	1782332	327069336	74277229
ERR998121_2	75	1	1782332	398362616	106706912
ERR998122_1	55	1	1463635	267791694	62816243
ERR998122_2	75	1	1463635	326337094	92919445
ERR998123_1	55	1	1344898	245706612	56629314
ERR998123_2	75	1	1344898	299502532	81723744
ERR998124_1	55	1	1046128	190135392	44318749
ERR998124_2	75	1	1046128	231980512	65069123
ERR998125_1	55	1	1424485	260509794	60325520
ERR998125_2	75	1	1424485	317489194	88236214
ERR998126_1	55	1	1267990	231401724	53191673
ERR998126_2	75	1	1267990	282121324	80913260
ERR998127_1	55	1	40960	7246456	1486333
ERR998127_2	75	1	40960	8884856	2112544
ERR998128_1	55	1	1718272	315154176	72399017
ERR998128_2	75	1	1718272	383885056	106260622
ERR998129_1	55	1	1626108	298011672	68052418
ERR998129_2	75	1	1626108	363055992	99757319
ERR998130_1	55	1	1796530	329710164	75156609
ERR998130_2	75	1	1796530	401571364	111836435
ERR998131_1	55	1	1645123	301548462	69069424
ERR998131_2	75	1	1645123	367353382	102689578
ERR998132_1	55	1	166912	29933564	6109074
ERR998132_2	75	1	166912	36610044	8297405
ERR998133_1	55	1	1451352	265507056	60639300
ERR998133_2	75	1	1451352	323561136	90838677
ERR998134_1	55	1	1532257	280555386	65301962
ERR998134_2	75	1	1532257	341845666	96565081
ERR998135_1	55	1	1187833	216492522	50381903
ERR998135_2	75	1	1187833	264005842	76000810
ERR998136_1	55	1	164864	29560828	5961620
ERR998136_2	75	1	164864	36155388	8004936
ERR998137_1	55	1	1787962	328116516	74623916
ERR998137_2	75	1	1787962	399634996	109601332
ERR998138_1	55	1	1788606	328236300	75080809
ERR998138_2	75	1	1788606	399780540	112768202
ERR998139_1	55	1	1758808	322693872	75147365
ERR998139_2	75	1	1758808	393046192	108619403
ERR998140_1	55	1	1777505	326171514	75177790
ERR998140_2	75	1	1777505	397271714	110532641
ERR998141_1	55	1	1581133	289646322	66786529
ERR998141_2	75	1	1581133	352891642	97820178
ERR998142_1	55	1	1495648	273746112	62710853
ERR998142_2	75	1	1495648	333572032	90875823
ERR998143_1	55	1	1506609	275784858	62080934
ERR998143_2	75	1	1506609	336049218	91479137
ERR998144_1	55	1	858771	155851902	35700339
ERR998144_2	75	1	858771	190202742	52631675
ERR998145_1	55	1	1731014	317524188	74498418
ERR998145_2	75	1	1731014	386764748	110392565
ERR998146_1	55	1	1509249	276275898	62616068
ERR998146_2	75	1	1509249	336645858	93611154
ERR998147_1	55	1	1425706	260736900	60410832
ERR998147_2	75	1	1425706	317765140	87639195
ERR998148_1	55	1	1808394	331916868	75361805
ERR998148_2	75	1	1808394	404252628	110611245
ERR998149_1	55	1	24576	4330104	878041
ERR998149_2	75	1	24576	5313144	1245373
ERR998150_1	55	1	1974500	362812584	82817958
ERR998150_2	75	1	1974500	441792584	120536569
ERR998151_1	55	1	1869933	343363122	76007344
ERR998151_2	75	1	1869933	418160442	115913728
ERR998152_1	55	1	1371349	250626498	58009128
ERR998152_2	75	1	1371349	305480458	85037837
ERR998153_1	55	1	1502776	275071920	65039640
ERR998153_2	75	1	1502776	335182960	93386485
ERR998154_1	55	1	1001031	181747350	40892033
ERR998154_2	75	1	1001031	221788590	62743709
ERR998155_1	55	1	15360	2689656	579107
ERR998155_2	75	1	15360	3304056	724041
ERR998156_1	55	1	1425590	260715324	58894899
ERR998156_2	75	1	1425590	317738924	87199869
ERR998157_1	55	1	1976689	363219738	81982840
ERR998157_2	75	1	1976689	442287298	120607166
ERR998158_1	55	1	1764873	323821962	73022828
ERR998158_2	75	1	1764873	394416882	108337185
ERR998159_1	55	1	1509934	276403308	64330233
ERR998159_2	75	1	1509934	336800668	92514207
ERR998160_1	55	1	1750568	321161232	73267873
ERR998160_2	75	1	1750568	391183952	105614240
ERR998161_1	55	1	1659019	304133118	71554356
ERR998161_2	75	1	1659019	370493878	101204726
ERR998162_1	55	1	1394998	255025212	58239048
ERR998162_2	75	1	1394998	310825132	84623491
ERR998163_1	55	1	1517627	277834206	64326699
ERR998163_2	75	1	1517627	338539286	93576966
ERR998164_1	55	1	762397	138311834	31919004
ERR998164_2	75	1	762397	168807714	47667857
ERR998165_1	55	1	1146115	208732974	46350812
ERR998165_2	75	1	1146115	254577574	70752988
ERR998166_1	55	1	1237238	225681852	50979701
ERR998166_2	75	1	1237238	275171372	76678024
ERR998167_1	55	1	1704889	312664938	72253578
ERR998167_2	75	1	1704889	380860498	105545599
ERR998168_1	55	1	19456	3418744	704670
ERR998168_2	75	1	19456	4196984	941274
ERR998169_1	55	1	1965573	361152162	81814690
ERR998169_2	75	1	1965573	439775082	119054809
ERR998170_1	55	1	21504	3783288	790961
ERR998170_2	75	1	21504	4643448	1054448
ERR998171_1	55	1	1570165	287606274	66046504
ERR998171_2	75	1	1570165	350412874	96119604
ERR998172_1	55	1	1522601	278759370	63347038
ERR998172_2	75	1	1522601	339663410	93134187
ERR998173_1	55	1	1393657	254775786	58400085
ERR998173_2	75	1	1393657	310522066	86705875
ERR998174_1	55	1	1448797	265031826	65310428
ERR998174_2	75	1	1448797	322983706	89922640
ERR998175_1	55	1	1586502	290644956	65927857
ERR998175_2	75	1	1586502	354105036	96808604
ERR998176_1	55	1	1396884	255376008	58495496
ERR998176_2	75	1	1396884	311251368	86961165
ERR998177_1	55	1	1833852	336652056	76220136
ERR998177_2	75	1	1833852	410006136	111456402
ERR998178_1	55	1	1681056	308232000	70782318
ERR998178_2	75	1	1681056	375474240	102336293
ERR998179_1	55	1	1955466	359272260	80471533
ERR998179_2	75	1	1955466	437490900	125501674
ERR998180_1	55	1	1727937	316951866	71398583
ERR998180_2	75	1	1727937	386069346	105879499
ERR998181_1	55	1	1506813	275822802	64413721
ERR998181_2	75	1	1506813	336095322	98980942
ERR998182_1	55	1	176128	31610876	6307488
ERR998182_2	75	1	176128	38655996	8846380
ERR998183_1	55	1	1080249	196481898	45083211
ERR998183_2	75	1	1080249	239691858	67527767
ERR998184_1	55	1	25600	4512376	957468
ERR998184_2	75	1	25600	5536376	1268457
ERR998185_1	55	1	1221741	222799410	51624542
ERR998185_2	75	1	1221741	271669050	76918601
ERR998186_1	55	1	1282442	234089796	53359499
ERR998186_2	75	1	1282442	285387476	80325450
ERR998187_1	55	1	1892528	347565792	69491871
ERR998187_2	75	1	1892528	423266912	118636792
ERR998188_1	55	1	1818191	333739110	69583487
ERR998188_2	75	1	1818191	406466750	113712549
ERR998189_1	55	1	1362358	248954172	23377502
ERR998189_2	75	1	1362358	303448492	35819662
ERR998190_1	55	1	1317536	240617280	54280509
ERR998190_2	75	1	1317536	293318720	80290042
ERR998191_1	55	1	1354185	247433994	55453831
ERR998191_2	75	1	1354185	301601394	82665672
ERR998192_1	55	1	25931	4571294	1137462
ERR998192_2	75	1	25931	5608534	1760566
ERR998193_1	55	1	806958	146421936	32986717
ERR998193_2	75	1	806958	178700256	49279468
ERR998194_1	55	1	919521	166908402	37160820
ERR998194_2	75	1	919521	203689242	55114668
ERR998195_1	55	1	647752	117446444	26394234
ERR998195_2	75	1	647752	143356524	40230861
ERR998196_1	55	1	664649	120521698	27672396
ERR998196_2	75	1	664649	147107658	39965387
ERR998197_1	55	1	1215037	221552466	49833992
ERR998197_2	75	1	1215037	270153946	74519197
ERR998198_1	55	1	1751266	321291060	71508619
ERR998198_2	75	1	1751266	391341700	106086046
ERR998199_1	55	1	1582263	289856502	63842747
ERR998199_2	75	1	1582263	353147022	95191647
ERR998200_1	55	1	1752166	321458460	72208459
ERR998200_2	75	1	1752166	391545100	105889530
ERR998201_1	55	1	1291561	235785930	52522290
ERR998201_2	75	1	1291561	287448370	77632255
ERR998202_1	55	1	1230324	224395848	49245055
ERR998202_2	75	1	1230324	273608808	69993046
ERR998203_1	55	1	1041854	189340428	19153886
ERR998203_2	75	1	1041854	231014588	26836405
ERR998204_1	55	1	922213	167398346	38050697
ERR998204_2	75	1	922213	204286866	55707033
ERR998205_1	55	1	39936	7064184	1495840
ERR998205_2	75	1	39936	8661624	1996300
ERR998206_1	55	1	693826	125831912	28341553
ERR998206_2	75	1	693826	153584952	41265750
ERR998207_1	55	1	935731	169858622	36894466
ERR998207_2	75	1	935731	207287862	54344070
ERR998208_1	55	1	1280641	233754810	51837755
ERR998208_2	75	1	1280641	284980450	76481834
ERR998209_1	55	1	57344	10162808	2064667
ERR998209_2	75	1	57344	12456568	2746956
ERR998210_1	55	1	1532193	280543482	65518462
ERR998210_2	75	1	1532193	341831202	93864826
ERR998211_1	55	1	1790727	328630806	75156020
ERR998211_2	75	1	1790727	400259886	107241565
ERR998212_1	55	1	1468520	268700304	63472971
ERR998212_2	75	1	1468520	327441104	93358682
ERR998213_1	55	1	1351882	247005636	57323038
ERR998213_2	75	1	1351882	301080916	82241964
ERR998214_1	55	1	1048286	190536780	44697570
ERR998214_2	75	1	1048286	232468220	65225104
ERR998215_1	55	1	1432366	261975660	61118872
ERR998215_2	75	1	1432366	319270300	88817265
ERR998216_1	55	1	1274428	232599192	53882786
ERR998216_2	75	1	1274428	283576312	81458505
ERR998217_1	55	1	1921076	352875720	80163345
ERR998217_2	75	1	1921076	429718760	121779392
ERR998218_1	55	1	1727212	316817016	73291773
ERR998218_2	75	1	1727212	385905496	106920224
ERR998219_1	55	1	1635013	299668002	68956921
ERR998219_2	75	1	1635013	365068522	100442365
ERR998220_1	55	1	1807071	331670790	76207627
ERR998220_2	75	1	1807071	403953630	112621110
ERR998221_1	55	1	1656289	303625338	70085449
ERR998221_2	75	1	1656289	369876898	103523779
ERR998222_1	55	1	1129882	205713636	47963912
ERR998222_2	75	1	1129882	250908916	70955902
ERR998223_1	55	1	1455381	266256450	61258993
ERR998223_2	75	1	1455381	324471690	91164083
ERR998224_1	55	1	1534288	280933152	65860256
ERR998224_2	75	1	1534288	342304672	96744375
ERR998225_1	55	1	1190451	216979470	50889549
ERR998225_2	75	1	1190451	264597510	76293895
ERR998226_1	55	1	1311897	239568426	55872939
ERR998226_2	75	1	1311897	292044306	82091557
ERR998227_1	55	1	1799387	330241566	75657427
ERR998227_2	75	1	1799387	402217046	110378632
ERR998228_1	55	1	1793373	329122962	75825107
ERR998228_2	75	1	1793373	400857882	113141726
ERR998229_1	55	1	1764162	323689716	75925753
ERR998229_2	75	1	1764162	394256196	108985282
ERR998230_1	55	1	1788030	328129164	76189311
ERR998230_2	75	1	1788030	399650364	111268009
ERR998231_1	55	1	1587036	290744280	67545528
ERR998231_2	75	1	1587036	354225720	98274058
ERR998232_1	55	1	1502807	275077686	63441950
ERR998232_2	75	1	1502807	335189966	91445578
ERR998233_1	55	1	1519536	278189280	63077466
ERR998233_2	75	1	1519536	338970720	92352180
ERR998234_1	55	1	863644	156738788	36136343
ERR998234_2	75	1	863644	191284548	52992619
ERR998235_1	55	1	257024	46333948	9556230
ERR998235_2	75	1	257024	56614908	12566322
ERR998236_1	55	1	1522030	278653164	63608291
ERR998236_2	75	1	1522030	339534364	94573870
ERR998237_1	55	1	258048	46520316	9597184
ERR998237_2	75	1	258048	56842236	12566376
ERR998238_1	55	1	1816830	333485964	76267161
ERR998238_2	75	1	1816830	406159164	111179867
ERR998239_1	55	1	1862961	342066330	76409348
ERR998239_2	75	1	1862961	416584770	115948193
